Ticker,pct_Close_vs_SMA_short,pct_SMA_short_vs_SMA_medium,pct_SMA_medium_vs_SMA_long,cagr_close
ARION-SDB,0.8944578010030744,5.162163659434705,5.136573415408578,0.03282192623782776
AZA,2.363766668172119,3.9595484524054343,15.706413370503563,0.2860405604702261
SHB-A,1.7938760713382602,-5.538370366085908,3.933357725259049,0.12288882857690342
SHB-B,1.6341616249720885,-3.4232078369558128,14.702155580334686,0.24822258215347892
NDA-SE,3.094631456062192,-0.0150581191733688,6.573564378526788,0.13807405995683064
SEB-A,2.423724839186417,2.5355476067404723,6.809645582019224,0.2362775690785679
SEB-C,1.5887720794349622,2.4036298543864265,6.632549502878274,0.18308458210029577
SWED-A,2.753448130282617,0.7527073019023861,12.23524619591096,0.32907995698869463
AAK,-3.803477635288709,1.2710225901468768,-8.416693469972092,0.14406995080528517
AXFO,1.4193930510224986,3.139886341061145,13.29948834907411,0.00048740273669101164
ESSITY-A,-0.5907516805866729,-7.110959733575545,-5.815111870246107,0.010715829372069274
ESSITY-B,-0.6072001834213459,-7.165987024649205,-5.8588099086366885,0.009223600901722806
IPCO,2.7150987240911184,6.512782131287483,9.268912295796056,0.10822942621509646
ATRLJ-B,-1.4829377775038597,-0.5309023785367843,-8.791922178284535,0.04277949369187839
BALD-B,-1.8921423814014688,1.5238555309397626,-7.122054691025312,0.020289821046473255
CAST,-1.7759713735342422,-3.2532887173261344,-0.6262901598705701,-0.04873083260109423
CATE,-3.329892009405223,-0.5901983717628267,0.7314616660547146,0.012427127397389715
CORE-A,-0.3254665775419685,-9.291419798128771,-7.604115750964947,-0.26789365078316196
CORE-B,-0.4155021480607686,-8.59637649917535,-13.653706638697424,-0.2817814583534862
CORE-D,1.427658214361813,0.8373691325572474,4.111084558223106,0.08660080573057982
CORE-PREF,1.670447514951541,0.3668676986769448,1.3712299084616215,0.052204234075396094
FABG,0.2402374931105158,1.4595022293385118,-0.250625137292715,-0.04193972056457951
FPAR-A,-1.702786983302098,-4.807515504253564,-9.6710916224017,-0.0966803470502331
