,Category,Values,Ticker
0,Kvalitet_latest_rank_Score,72.82184655396618,ARION-SDB
1,Kvalitet_trend_rank_Score,48.316326530612244,ARION-SDB
2,FinansiellHalsa_latest_rank_Score,6.192926458479809,ARION-SDB
3,FinansiellHalsa_trend_rank_Score,40.823190145432456,ARION-SDB
4,Lonsamhet_latest_rank_Score,92.97520661157024,ARION-SDB
5,Lonsamhet_trend_rank_Score,42.07082371054657,ARION-SDB
6,Vardering_latest_rank_Score,73.24387063948866,ARION-SDB
7,Vardering_trend_rank_Score,83.01462751433941,ARION-SDB
8,Kassaflode_latest_rank_Score,72.48439556840441,ARION-SDB
9,Kassaflode_trend_rank_Score,14.80859535881622,ARION-SDB
10,Total_Latest_Score,63.54364916638186,ARION-SDB
11,Total_Trend_Score,45.80671265194938,ARION-SDB
12,Kvalitet_latest_rank_Score_rank,74.64239271781534,ARION-SDB
13,Kvalitet_trend_rank_Score_rank,58.62516212710766,ARION-SDB
14,FinansiellHalsa_latest_rank_Score_rank,1.3003901170351104,ARION-SDB
15,FinansiellHalsa_trend_rank_Score_rank,41.50453955901427,ARION-SDB
16,Lonsamhet_latest_rank_Score_rank,95.45454545454545,ARION-SDB
17,Lonsamhet_trend_rank_Score_rank,35.27885862516213,ARION-SDB
18,Vardering_latest_rank_Score_rank,85.95578673602081,ARION-SDB
19,Vardering_trend_rank_Score_rank,97.4059662775616,ARION-SDB
20,Kassaflode_latest_rank_Score_rank,78.28348504551366,ARION-SDB
21,Kassaflode_trend_rank_Score_rank,3.11284046692607,ARION-SDB
22,Total_Latest_Score_rank,83.6150845253576,ARION-SDB
23,Total_Trend_Score_rank,36.18677042801556,ARION-SDB
0,Kvalitet_latest_rank_Score,93.10793237971392,AZA
1,Kvalitet_trend_rank_Score,43.826530612244895,AZA
2,FinansiellHalsa_latest_rank_Score,43.80188857295147,AZA
3,FinansiellHalsa_trend_rank_Score,35.88460686392896,AZA
4,Lonsamhet_latest_rank_Score,95.45454545454545,AZA
5,Lonsamhet_trend_rank_Score,45.727482678983826,AZA
6,Vardering_latest_rank_Score,19.593707931864195,AZA
7,Vardering_trend_rank_Score,66.36547319105024,AZA
8,Kassaflode_latest_rank_Score,97.43118758839712,AZA
9,Kassaflode_trend_rank_Score,13.807887452468835,AZA
10,Total_Latest_Score,69.87785238549444,AZA
11,Total_Trend_Score,41.122396159735345,AZA
12,Kvalitet_latest_rank_Score_rank,93.88816644993499,AZA
13,Kvalitet_trend_rank_Score_rank,52.658884565499356,AZA
14,FinansiellHalsa_latest_rank_Score_rank,38.36150845253576,AZA
15,FinansiellHalsa_trend_rank_Score_rank,31.517509727626457,AZA
16,Lonsamhet_latest_rank_Score_rank,97.65840220385675,AZA
17,Lonsamhet_trend_rank_Score_rank,40.59662775616083,AZA
18,Vardering_latest_rank_Score_rank,10.273081924577374,AZA
19,Vardering_trend_rank_Score_rank,79.37743190661479,AZA
20,Kassaflode_latest_rank_Score_rank,99.8699609882965,AZA
21,Kassaflode_trend_rank_Score_rank,2.594033722438392,AZA
22,Total_Latest_Score_rank,92.9778933680104,AZA
23,Total_Trend_Score_rank,24.77302204928664,AZA
0,Kvalitet_latest_rank_Score,74.18725617685305,SHB-A
1,Kvalitet_trend_rank_Score,54.181654676258994,SHB-A
2,FinansiellHalsa_latest_rank_Score,2.927122155785492,SHB-A
3,FinansiellHalsa_trend_rank_Score,49.388430731979774,SHB-A
4,Lonsamhet_latest_rank_Score,93.87052341597796,SHB-A
5,Lonsamhet_trend_rank_Score,51.055936073059364,SHB-A
6,Vardering_latest_rank_Score,56.56141020341103,SHB-A
7,Vardering_trend_rank_Score,74.40552184900217,SHB-A
8,Kassaflode_latest_rank_Score,73.38953789257769,SHB-A
9,Kassaflode_trend_rank_Score,60.344337997340325,SHB-A
10,Total_Latest_Score,60.18716996892105,SHB-A
11,Total_Trend_Score,57.875176265528125,SHB-A
12,Kvalitet_latest_rank_Score_rank,75.87776332899871,SHB-A
13,Kvalitet_trend_rank_Score_rank,67.38002594033723,SHB-A
14,FinansiellHalsa_latest_rank_Score_rank,0.45513654096228867,SHB-A
15,FinansiellHalsa_trend_rank_Score_rank,52.983138780804154,SHB-A
16,Lonsamhet_latest_rank_Score_rank,96.21212121212122,SHB-A
17,Lonsamhet_trend_rank_Score_rank,56.744487678339816,SHB-A
18,Vardering_latest_rank_Score_rank,56.17685305591677,SHB-A
19,Vardering_trend_rank_Score_rank,90.6614785992218,SHB-A
20,Kassaflode_latest_rank_Score_rank,79.9739921976593,SHB-A
21,Kassaflode_trend_rank_Score_rank,52.52918287937744,SHB-A
22,Total_Latest_Score_rank,76.59297789336802,SHB-A
23,Total_Trend_Score_rank,70.68741893644618,SHB-A
0,Kvalitet_latest_rank_Score,74.18725617685305,SHB-B
1,Kvalitet_trend_rank_Score,54.181654676258994,SHB-B
2,FinansiellHalsa_latest_rank_Score,2.927122155785492,SHB-B
3,FinansiellHalsa_trend_rank_Score,49.388430731979774,SHB-B
4,Lonsamhet_latest_rank_Score,93.87052341597796,SHB-B
5,Lonsamhet_trend_rank_Score,51.055936073059364,SHB-B
6,Vardering_latest_rank_Score,68.56361497122143,SHB-B
7,Vardering_trend_rank_Score,76.21079965502567,SHB-B
8,Kassaflode_latest_rank_Score,75.3017499742813,SHB-B
9,Kassaflode_trend_rank_Score,62.905881576847975,SHB-B
10,Total_Latest_Score,62.97005333882385,SHB-B
11,Total_Trend_Score,58.74854054263436,SHB-B
12,Kvalitet_latest_rank_Score_rank,75.87776332899871,SHB-B
13,Kvalitet_trend_rank_Score_rank,67.38002594033723,SHB-B
14,FinansiellHalsa_latest_rank_Score_rank,0.45513654096228867,SHB-B
15,FinansiellHalsa_trend_rank_Score_rank,52.983138780804154,SHB-B
16,Lonsamhet_latest_rank_Score_rank,96.21212121212122,SHB-B
17,Lonsamhet_trend_rank_Score_rank,56.744487678339816,SHB-B
18,Vardering_latest_rank_Score_rank,79.58387516254876,SHB-B
19,Vardering_trend_rank_Score_rank,93.3852140077821,SHB-B
20,Kassaflode_latest_rank_Score_rank,84.6553966189857,SHB-B
21,Kassaflode_trend_rank_Score_rank,56.03112840466926,SHB-B
22,Total_Latest_Score_rank,82.57477243172951,SHB-B
23,Total_Trend_Score_rank,73.80025940337225,SHB-B
0,Kvalitet_latest_rank_Score,79.19375812743823,NDA-SE
1,Kvalitet_trend_rank_Score,57.37410071942446,NDA-SE
2,FinansiellHalsa_latest_rank_Score,2.978660743358574,NDA-SE
3,FinansiellHalsa_trend_rank_Score,46.03336090231067,NDA-SE
4,Lonsamhet_latest_rank_Score,93.25068870523417,NDA-SE
5,Lonsamhet_trend_rank_Score,54.337899543378995,NDA-SE
6,Vardering_latest_rank_Score,7.538397939390085,NDA-SE
7,Vardering_trend_rank_Score,43.238526437561084,NDA-SE
8,Kassaflode_latest_rank_Score,39.957060257355025,NDA-SE
9,Kassaflode_trend_rank_Score,16.085299667292723,NDA-SE
10,Total_Latest_Score,44.58371315455521,NDA-SE
11,Total_Trend_Score,43.41383745399359,NDA-SE
12,Kvalitet_latest_rank_Score_rank,81.01430429128739,NDA-SE
