,Category,Values,Ticker
0,Kvalitet_latest_catAvg,61.42857142857142,ARION-SDB
1,Kvalitet_trend_catAvg,48.36448598130841,ARION-SDB
2,FinansiellHalsa_latest_catAvg,6.180083827142651,ARION-SDB
3,FinansiellHalsa_trend_catAvg,69.53920969309384,ARION-SDB
4,Lonsamhet_latest_catAvg,64.32828977533241,ARION-SDB
5,Lonsamhet_trend_catAvg,41.64546225614928,ARION-SDB
6,Vardering_latest_catAvg,65.99731130860381,ARION-SDB
7,Vardering_trend_catAvg,82.48320636755781,ARION-SDB
8,Kassaflode_latest_catAvg,62.84328601524879,ARION-SDB
9,Kassaflode_trend_catAvg,19.221194879089616,ARION-SDB
10,Kvalitet_latest_catRank,64.89637305699482,ARION-SDB
11,Kvalitet_trend_catRank,50.77720207253886,ARION-SDB
12,FinansiellHalsa_latest_catRank,2.5906735751295336,ARION-SDB
13,FinansiellHalsa_trend_catRank,66.06217616580311,ARION-SDB
14,Lonsamhet_latest_catRank,74.74093264248705,ARION-SDB
15,Lonsamhet_trend_catRank,29.404145077720205,ARION-SDB
16,Vardering_latest_catRank,79.27461139896373,ARION-SDB
17,Vardering_trend_catRank,94.94818652849742,ARION-SDB
18,Kassaflode_latest_catRank,63.86010362694301,ARION-SDB
19,Kassaflode_trend_catRank,6.0880829015544045,ARION-SDB
0,Kvalitet_latest_catAvg,71.55844155844156,AZA
1,Kvalitet_trend_catAvg,53.665689149560116,AZA
2,FinansiellHalsa_latest_catAvg,43.82538764891706,AZA
3,FinansiellHalsa_trend_catAvg,30.137945670628184,AZA
4,Lonsamhet_latest_catAvg,65.15359926639157,AZA
5,Lonsamhet_trend_catAvg,53.15315315315315,AZA
6,Vardering_latest_catAvg,32.035342070238706,AZA
7,Vardering_trend_catAvg,62.71613276174886,AZA
8,Kassaflode_latest_catAvg,96.70832079320492,AZA
9,Kassaflode_trend_catAvg,2.0812816865448447,AZA
10,Kvalitet_latest_catRank,78.23834196891191,AZA
11,Kvalitet_trend_catRank,58.16062176165803,AZA
12,FinansiellHalsa_latest_catRank,39.89637305699482,AZA
13,FinansiellHalsa_trend_catRank,25.38860103626943,AZA
14,Lonsamhet_latest_catRank,76.81347150259067,AZA
15,Lonsamhet_trend_catRank,55.82901554404145,AZA
16,Vardering_latest_catRank,17.616580310880828,AZA
17,Vardering_trend_catRank,71.89119170984456,AZA
18,Kassaflode_latest_catRank,99.74093264248705,AZA
19,Kassaflode_trend_catRank,0.1295336787564767,AZA
0,Kvalitet_latest_catAvg,62.11038961038961,SHB-A
1,Kvalitet_trend_catAvg,53.40909090909091,SHB-A
2,FinansiellHalsa_latest_catAvg,2.922645716763364,SHB-A
3,FinansiellHalsa_trend_catAvg,40.70727827124487,SHB-A
4,Lonsamhet_latest_catAvg,64.62631820265933,SHB-A
5,Lonsamhet_trend_catAvg,50.22522522522522,SHB-A
6,Vardering_latest_catAvg,54.593986132577704,SHB-A
7,Vardering_trend_catAvg,75.46698794445176,SHB-A
8,Kassaflode_latest_catAvg,61.46125936329588,SHB-A
9,Kassaflode_trend_catAvg,77.42548076923077,SHB-A
10,Kvalitet_latest_catRank,65.34974093264249,SHB-A
11,Kvalitet_trend_catRank,57.70725388601037,SHB-A
12,FinansiellHalsa_latest_catRank,0.582901554404145,SHB-A
13,FinansiellHalsa_trend_catRank,43.19948186528497,SHB-A
14,Lonsamhet_latest_catRank,75.71243523316062,SHB-A
15,Lonsamhet_trend_catRank,49.417098445595855,SHB-A
16,Vardering_latest_catRank,55.44041450777202,SHB-A
17,Vardering_trend_catRank,89.89637305699482,SHB-A
18,Kassaflode_latest_catRank,61.52849740932642,SHB-A
19,Kassaflode_trend_catRank,78.62694300518135,SHB-A
0,Kvalitet_latest_catAvg,62.11038961038961,SHB-B
1,Kvalitet_trend_catAvg,53.40909090909091,SHB-B
2,FinansiellHalsa_latest_catAvg,2.922645716763364,SHB-B
3,FinansiellHalsa_trend_catAvg,40.70727827124487,SHB-B
4,Lonsamhet_latest_catAvg,64.62631820265933,SHB-B
5,Lonsamhet_trend_catAvg,50.22522522522522,SHB-B
6,Vardering_latest_catAvg,62.304452709084664,SHB-B
7,Vardering_trend_catAvg,76.9881924690503,SHB-B
8,Kassaflode_latest_catAvg,64.26073852996254,SHB-B
9,Kassaflode_trend_catAvg,78.48317307692308,SHB-B
10,Kvalitet_latest_catRank,65.34974093264249,SHB-B
11,Kvalitet_trend_catRank,57.70725388601037,SHB-B
12,FinansiellHalsa_latest_catRank,0.582901554404145,SHB-B
13,FinansiellHalsa_trend_catRank,43.19948186528497,SHB-B
14,Lonsamhet_latest_catRank,75.71243523316062,SHB-B
