,Net_Income,EBIT,Pretax_Income,Tax_Provision,Interest_Expense,Gross_Profit,Total_Revenue,Operating_Income,Basic_EPS,EBITDA,Stockholders_Equity,Total_Assets,Total_Debt,Cash_And_Cash_Equivalents,Operating_Cash_Flow,Free_Cash_Flow,sharesOutstanding,currentPrice,marketCap,ROE_ratio_latest,ROE_year_2021,ROE_year_2022,ROE_year_2023,ROE_year_2024,ROE_ratio_trendSlope,ROIC_ratio_latest,ROIC_ratio_trendSlope,ROIC_year_2021,ROIC_year_2022,ROIC_year_2023,ROIC_year_2024,Soliditet_ratio_latest,Soliditet_year_2021,Soliditet_year_2022,Soliditet_year_2023,Soliditet_year_2024,Soliditet_ratio_trendSlope,Skuldsättningsgrad_ratio_latest,Skuldsättningsgrad_year_2021,Skuldsättningsgrad_year_2022,Skuldsättningsgrad_year_2023,Skuldsättningsgrad_year_2024,Skuldsättningsgrad_ratio_trendSlope,Räntetäckningsgrad_ratio_latest,Räntetäckningsgrad_ratio_trendSlope,Räntetäckningsgrad_year_2021,Räntetäckningsgrad_year_2022,Räntetäckningsgrad_year_2023,Räntetäckningsgrad_year_2024,Bruttomarginal_ratio_latest,Bruttomarginal_ratio_trendSlope,Bruttomarginal_year_2021,Bruttomarginal_year_2022,Bruttomarginal_year_2023,Bruttomarginal_year_2024,Rörelsemarginal_ratio_latest,Rörelsemarginal_ratio_trendSlope,Rörelsemarginal_year_2021,Rörelsemarginal_year_2022,Rörelsemarginal_year_2023,Rörelsemarginal_year_2024,Vinstmarginal_ratio_latest,Vinstmarginal_year_2021,Vinstmarginal_year_2022,Vinstmarginal_year_2023,Vinstmarginal_year_2024,Vinstmarginal_ratio_trendSlope,PE_tal_ratio_latest,PE_tal_year_2021,PE_tal_year_2022,PE_tal_year_2023,PE_tal_year_2024,PE_tal_ratio_trendSlope,PB_tal_ratio_latest,PB_tal_year_2021,PB_tal_year_2022,PB_tal_year_2023,PB_tal_year_2024,PB_tal_ratio_trendSlope,EV_EBITDA_ratio_latest,EV_EBITDA_ratio_trendSlope,EV_EBITDA_year_2021,EV_EBITDA_year_2022,EV_EBITDA_year_2023,EV_EBITDA_year_2024,Rörelseflödesmarginal_ratio_latest,Rörelseflödesmarginal_year_2021,Rörelseflödesmarginal_year_2022,Rörelseflödesmarginal_year_2023,Rörelseflödesmarginal_year_2024,Rörelseflödesmarginal_ratio_trendSlope,Fritt_Kassaflode_per_Aktie_ratio_latest,Fritt_Kassaflode_per_Aktie_year_2021,Fritt_Kassaflode_per_Aktie_year_2022,Fritt_Kassaflode_per_Aktie_year_2023,Fritt_Kassaflode_per_Aktie_year_2024,Fritt_Kassaflode_per_Aktie_ratio_trendSlope,Kassaflode_till_Skuld_ratio_latest,Kassaflode_till_Skuld_year_2021,Kassaflode_till_Skuld_year_2022,Kassaflode_till_Skuld_year_2023,Kassaflode_till_Skuld_year_2024,Kassaflode_till_Skuld_ratio_trendSlope,ROE_year_2025,ROIC_year_2025,Soliditet_year_2025,Skuldsättningsgrad_year_2025,Räntetäckningsgrad_year_2025,Bruttomarginal_year_2025,Rörelsemarginal_year_2025,Vinstmarginal_year_2025,PE_tal_year_2025,PB_tal_year_2025,EV_EBITDA_year_2025,Rörelseflödesmarginal_year_2025,Fritt_Kassaflode_per_Aktie_year_2025,Kassaflode_till_Skuld_year_2025,ROE_year_2020,ROIC_year_2020,Soliditet_year_2020,Skuldsättningsgrad_year_2020,Räntetäckningsgrad_year_2020,Bruttomarginal_year_2020,Rörelsemarginal_year_2020,Vinstmarginal_year_2020,PE_tal_year_2020,PB_tal_year_2020,EV_EBITDA_year_2020,Rörelseflödesmarginal_year_2020,Fritt_Kassaflode_per_Aktie_year_2020,Kassaflode_till_Skuld_year_2020,ROE_latest_ratioRank,ROE_trend_ratioRank,ROIC_latest_ratioRank,ROIC_trend_ratioRank,Soliditet_latest_ratioRank,Soliditet_trend_ratioRank,Skuldsättningsgrad_latest_ratioRank,Skuldsättningsgrad_trend_ratioRank,Räntetäckningsgrad_latest_ratioRank,Räntetäckningsgrad_trend_ratioRank,Bruttomarginal_latest_ratioRank,Bruttomarginal_trend_ratioRank,Rörelsemarginal_latest_ratioRank,Rörelsemarginal_trend_ratioRank,Vinstmarginal_latest_ratioRank,Vinstmarginal_trend_ratioRank,PE_tal_latest_ratioRank,PE_tal_trend_ratioRank,PB_tal_latest_ratioRank,PB_tal_trend_ratioRank,EV_EBITDA_latest_ratioRank,EV_EBITDA_trend_ratioRank,Rörelseflödesmarginal_latest_ratioRank,Rörelseflödesmarginal_trend_ratioRank,Fritt_Kassaflode_per_Aktie_latest_ratioRank,Fritt_Kassaflode_per_Aktie_trend_ratioRank,Kassaflode_till_Skuld_latest_ratioRank,Kassaflode_till_Skuld_trend_ratioRank,Kvalitet_latest_catAvg,Kvalitet_trend_catAvg,FinansiellHalsa_latest_catAvg,FinansiellHalsa_trend_catAvg,Lonsamhet_latest_catAvg,Lonsamhet_trend_catAvg,Vardering_latest_catAvg,Vardering_trend_catAvg,Kassaflode_latest_catAvg,Kassaflode_trend_catAvg,Kvalitet_latest_catRank,Kvalitet_trend_catRank,FinansiellHalsa_latest_catRank,FinansiellHalsa_trend_catRank,Lonsamhet_latest_catRank,Lonsamhet_trend_catRank,Vardering_latest_catRank,Vardering_trend_catRank,Kassaflode_latest_catRank,Kassaflode_trend_catRank,Name,Sektor,Lista,pct_Close_vs_SMA_short,pct_SMA_short_vs_SMA_medium,pct_SMA_medium_vs_SMA_long,cagr_close,Latest_clusterAvg,Trend_clusterAvg,Latest_clusterRank,Trend_clusterRank,cagrTotal_Revenue,cagrEBITDA,cagrBasic_EPS
GOTL-A,375886000.0,507718000.0,507610000.0,132038000.0,108000.0,512593000.0,2608776000.0,241008000.0,0.0,841853000.0,5552427000.0,6761121000.0,0.0,239383000.0,823996000.0,8177000.0,1811690.0,2680.0,6700000256.0,0.06769760322828197,0.025196901107798757,0.057461539467221,0.07775496014473118,0.06769760322828197,0.014779552703895981,,,,,,,0.8212287577755227,0.8407664710716737,0.8382684333011741,0.8590347357832997,0.8212287577755227,-0.0037846837406325905,,,,,,,4701.092592592592,1406.951572792146,24.025676506765066,47.96330382106244,86.27828348504552,4701.092592592592,0.19648793150504298,-0.012416992150084372,0.2755685860620139,0.027084653471685562,0.1401566956417543,0.19648793150504298,0.09238355458651873,0.02660952708108878,0.04101161309696844,-0.05490368166759127,0.057075764674645556,0.09238355458651873,0.14408519550931165,0.050203096069285746,0.09582655744025073,0.17439534421619637,0.14408519550931165,0.03602150850960234,,,,,,,0.8744516947273688,1.0636623255536803,1.007586623228205,0.9330751263841918,0.8744516947273688,-0.06421433893229467,,,,,,,0.3158554049868597,0.2851721100603483,0.09327216543296096,0.28711543211127055,0.3158554049868597,0.028589315145784416,4.513465327953458,256.55382543371104,48.51161070602586,102.31551755543167,4.513465327953458,-70.23171734678667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,62.9,50.0,50.0,84.7,45.2,50.0,50.0,99.8,95.6,15.7,29.4,65.5,73.5,81.7,70.7,50.0,50.0,68.9,87.8,50.0,50.0,90.3,72.4,73.7,0.9,50.0,50.0,55.01955671447197,56.45306859205776,67.34028683181225,47.59280742459397,54.29932845762654,57.86895087664422,56.2962962962963,62.59411362080766,61.86274509803922,25.471698113207548,58.8,70.9,71.6,52.9,61.3,68.6,59.7,71.8,62.3,11.7,Gotlandsbolaget A,Industri,FirstNorthPremier,1.5151515151515151,2.912271363871904,13.112682017631183,0.0841605052891676,62.74382314694408,55.17555266579974,80.9,58.6,0.044233119193759274,0.16338070939405247,-1.0
GOTL-B,375886000.0,507718000.0,507610000.0,132038000.0,108000.0,512593000.0,2608776000.0,241008000.0,0.0,841853000.0,5552427000.0,6761121000.0,0.0,239383000.0,823996000.0,8177000.0,688307.0,2680.0,6700000256.0,0.06769760322828197,0.025196901107798757,0.057461539467221,0.07775496014473118,0.06769760322828197,0.014779552703895981,,,,,,,0.8212287577755227,0.8407664710716737,0.8382684333011741,0.8590347357832997,0.8212287577755227,-0.0037846837406325905,,,,,,,4701.092592592592,1406.951572792146,24.025676506765066,47.96330382106244,86.27828348504552,4701.092592592592,0.19648793150504298,-0.012416992150084372,0.2755685860620139,0.027084653471685562,0.1401566956417543,0.19648793150504298,0.09238355458651873,0.02660952708108878,0.04101161309696844,-0.05490368166759127,0.057075764674645556,0.09238355458651873,0.14408519550931165,0.050203096069285746,0.09582655744025073,0.17439534421619637,0.14408519550931165,0.03602150850960234,,,,,,,0.3322263867674442,0.4041123063630516,0.3828077242101772,0.3544989159382256,0.3322263867674442,-0.02439665670587734,,,,,,,0.3158554049868597,0.2851721100603483,0.09327216543296096,0.28711543211127055,0.3158554049868597,0.028589315145784416,11.87987337045824,675.27425988694,127.6872093411806,269.304249411963,11.87987337045824,-184.8566119478662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,62.9,50.0,50.0,84.7,45.2,50.0,50.0,99.8,95.6,15.7,29.4,65.5,73.5,81.7,70.7,50.0,50.0,88.2,93.4,50.0,50.0,90.3,72.4,88.0,0.6,50.0,50.0,55.01955671447197,56.45306859205776,67.34028683181225,47.59280742459397,54.29932845762654,57.86895087664422,62.74509803921569,64.47638603696099,68.98692810457516,25.28301886792453,58.8,70.9,71.6,52.9,61.3,68.6,73.2,75.9,73.3,11.3,Gotlandsbolaget B,Industri,FirstNorthPremier,1.592115238817286,3.0757586957717766,13.905103828818818,0.1042404451197989,67.6592977893368,55.9297789336801,88.3,60.2,0.044233119193759274,0.16338070939405247,-1.0
GGEO,3302000.0,3804000.0,3559000.0,257000.0,0.0,130366000.0,185002000.0,3804000.0,0.29,20979000.0,137417000.0,168430000.0,0.0,19335000.0,12328000.0,12328000.0,10904100.0,9.8,106860184.0,0.024029050263067887,-0.01232027342596652,0.04661827807423518,0.11104358004682154,0.024029050263067887,0.017347327303968953,,,,,,,0.8158700944012349,0.778972679119041,0.8013118430652003,0.770639018833448,0.8158700944012349,0.008001942161483049,,,,,,,,,,,,,0.7046734629895893,0.02478950880282807,0.6328920390894167,0.6484772892630704,0.681028105590833,0.7046734629895893,0.020561939870920313,0.027233655276515726,-0.033481057697049975,-0.014903740659899063,0.09530381940134744,0.020561939870920313,0.017848455692370892,-0.009701897400849709,0.03193246255298017,0.073473704069626,0.017848455692370892,0.012419230079630762,33.793103448275865,-81.66666666666667,20.416666666666668,7.596899224806202,33.793103448275865,33.35595429029671,0.7776343538281291,0.9560977748351481,0.9008386232012342,0.8018201872861518,0.7776343538281291,-0.0634408698936139,,,,,,,0.06663711743656825,-0.022010695337875447,0.09524881913407014,0.08535937523272383,0.06663711743656825,0.025605399442198473,1.130583908804945,-1.7660329600792362,0.5890444878531929,1.576746361460368,1.130583908804945,0.9677552480259715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3,65.0,50.0,50.0,84.2,62.2,50.0,50.0,50.0,50.0,73.1,81.7,42.7,73.9,50.0,63.7,17.7,41.4,72.5,88.0,50.0,50.0,45.0,70.2,57.9,82.0,50.0,50.0,49.64146023468057,57.49097472924188,67.11212516297262,56.11940298507463,55.2581526174336,73.12199272384841,46.7502943206268,59.78899667209517,53.954248366013076,65.9819639278557,52.9,71.9,71.1,59.7,62.7,86.7,38.8,64.4,52.8,60.7,Guideline Geo,Industri,FirstNorthPremier,-3.429244827143797,2.565139097315787,7.748852063996439,0.1188896722927732,55.65669700910273,68.68660598179454,69.2,84.3,0.09233949256303631,0.29770364448369047,
HEGR,-2515000.0,1215000.0,-2844000.0,-329000.0,4059000.0,143661000.0,543310000.0,837000.0,-0.16,6563000.0,100537000.0,232985000.0,42671000.0,8372000.0,1424000.0,473000.0,33974000.0,0.95,32275300.0,-0.02501566587425525,0.045890689332225974,0.14002062919030428,0.08890998111097537,-0.02501566587425525,-0.026382971369877252,0.007502696794394486,-0.014089197700614698,0.04221384811290054,0.11870037451312136,0.08194185146249248,0.007502696794394486,0.4315170504538919,0.38498326485074424,0.4167078574897811,0.40720728305251436,0.4315170504538919,0.013010078237217636,0.42443080656872595,0.6886607411072432,0.4165239814337287,0.3928071346007462,0.42443080656872595,-0.08164066504485334,0.29933481152993346,-0.8977079113640618,2.8071342200725513,5.979166666666667,4.5254857786539,0.29933481152993346,0.2644181038449504,0.01581993421880303,0.21200574980260362,0.26877117691897584,0.2697334569799654,0.2644181038449504,0.001540556956433712,-0.006183247491981872,0.01866256352114672,0.03405711214018514,0.02359065691450543,0.001540556956433712,-0.004629033148662826,0.010515660113781305,0.029906546173944844,0.01394857853060033,-0.004629033148662826,-0.00613920474306769,-5.9375,2.96875,0.9223300970873786,1.507936507936508,-5.9375,-2.6133143589150865,0.3210290738733004,0.570325670159566,0.3329066529138731,0.30330792869158263,0.3210290738733004,-0.07774885130810864,10.143882370866981,0.2052489045852511,9.283548432846406,3.3104530878245577,2.7819403196153303,10.143882370866981,0.002620971452761775,0.018763792440224324,0.022231083421088576,0.018865448776827165,0.002620971452761775,-0.005179409760664904,0.013922411255666097,0.03832342379466651,0.23959498439983518,0.35815623712250544,0.013922411255666097,0.004535821510566884,0.03337161069578871,0.11890588114543775,0.24988856421177752,0.30613172563936936,0.03337161069578871,-0.020035964992135512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5,35.7,31.8,37.3,37.8,67.5,48.6,69.6,41.8,45.1,22.0,76.4,38.1,41.3,42.1,42.5,78.0,77.4,88.6,86.6,43.2,4.9,30.2,41.6,43.4,51.9,31.3,37.8,35.640132083978116,36.48026033821927,43.18597414931416,68.53526485220954,34.04758017245703,53.40824494416153,69.92367961677424,56.2823468043575,37.34450769555134,44.83602397928905,32.2,41.1,39.4,70.7,21.6,59.9,86.7,54.5,31.3,29.3,Hedera Group,Industri,FirstNorthPremier,1.7675404673557131,-30.95516988634629,-55.30371678446693,-0.4197925419407784,42.262678803641094,51.10533159947984,27.0,50.6,0.30050310912219014,-0.02361837372012998,
HELIO,-23544000.0,-22262000.0,-23544000.0,0.0,1282000.0,7496000.0,32411000.0,-22327000.0,-0.152732,-19490000.0,7994000.0,31541000.0,,1434000.0,-26741000.0,-27055000.0,244075008.0,0.25,61018752.0,-2.94520890668001,-7.466201917091995,-2.4393591130340724,-2.139762585564509,-2.94520890668001,1.3862575558705508,,,,,,,0.2534478932183507,0.14252257686780334,0.2800189304306673,0.2300057795404269,0.2534478932183507,0.02827627981614019,,,,,,,-17.365054602184088,629.8809076757929,-2067.137931034483,-234.83660130718954,-85.34615384615384,-17.365054602184088,0.23127950387214216,-0.15510598685768776,0.694784361602453,0.5074626865671642,0.34691739118121834,0.23127950387214216,-0.6888710622936657,0.23442001259078998,-1.2274495329490929,-1.3970382462686568,-0.6685735323270369,-0.6888710622936657,-0.7264200425781371,-1.70284773288663,-1.402479788557214,-0.6993571408343009,-0.7264200425781371,0.36324057186483905,-1.6368540973731764,-0.4068811744218218,-0.9324948339786198,-1.5605687961148078,-1.6368540973731764,-0.4317992730990252,7.633068801601201,7.59601045686543,4.125118442401298,5.287128671692227,7.633068801601201,0.12731852634982527,,,,,,,-0.8250593934158156,-0.9389000880156725,-1.2564909825870647,-0.7138285520092889,-0.8250593934158156,0.08841845143773451,-0.11084707206073306,-0.18328382068515595,-0.16158967000832794,-0.11271944729384173,-0.11084707206073306,0.02661804685877545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,96.0,50.0,50.0,13.7,79.7,50.0,50.0,20.2,94.2,19.7,7.6,18.2,87.9,17.5,87.1,65.7,92.3,17.0,19.9,50.0,50.0,14.3,82.1,32.3,56.2,50.0,50.0,26.434159061277704,73.014440433213,31.84485006518905,64.85074626865672,18.491709140286012,60.87016931740667,44.22556462198406,54.0443608596216,41.1437908496732,53.1062124248497,15.3,89.3,26.1,66.7,6.9,71.9,33.4,47.5,35.8,39.1,Heliospectra,Industri,FirstNorthPremier,-1.8067569917376984,-4.486794269180272,-23.10708805724976,-0.4413615678694214,23.511053315994797,62.91287386215864,2.6,74.9,-0.02732819215979998,,
HILB-B,-33975100.0,-45158700.0,-38769300.0,0.0,0.0,-7509600.0,112977500.0,-45158700.0,-0.56,-37408300.0,19922800.0,68992300.0,32815900.0,8252800.0,-36650700.0,-42700600.0,74006200.0,11.75,969447872.0,-1.705337603148152,-0.05271018517970189,-0.660779577292766,-1.9977085369677074,-1.705337603148152,-0.6294811213580291,,,,,,,0.28876845676981344,0.734319133965853,0.6107998143271253,0.32093730763767225,0.28876845676981344,-0.1626514538277571,1.647153010620997,,0.14357971222407903,1.36768068900651,1.647153010620997,0.7517866491984596,,,,,,,-0.06646987231970967,-0.27468745987369786,0.8751315877886532,-0.43581399490905315,-0.35788421332094383,-0.06646987231970967,-0.39971410236551524,0.0782525222495376,-0.636638519945349,-1.8539840740933142,-1.7822321043374374,-0.39971410236551524,-0.30072448053816025,-0.4983985486146886,-1.264729237322726,-1.7973940530315602,-0.30072448053816025,0.0060357388520749615,-20.982142857142854,-45.19230769230769,-16.78571428571429,-14.156626506024097,-20.982142857142854,7.5259582285184665,43.64712038468488,10.299151975269893,16.858133101210115,40.09243540563968,43.64712038468488,12.327820753267455,-23.902073871306634,6.0291315455950905,,-35.96033696249682,-30.425916537930608,-23.902073871306634,-0.32440707220464254,-0.41766524066566624,-0.8288484515655032,-1.1890618259051537,-0.32440707220464254,-0.008043886895657985,-0.5769867929984245,-0.332080285165297,-0.383763792763309,-0.42940996835400275,-0.5769867929984245,-0.07803656990900766,-1.116857986524825,,-3.016067835973049,-0.9662923620966899,-1.116857986524825,0.9496049247241122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,4.0,50.0,50.0,18.0,3.9,10.2,47.5,50.0,50.0,5.0,5.6,21.0,80.8,24.2,59.3,89.3,30.1,2.2,48.7,94.6,32.2,19.9,39.2,20.5,34.3,15.0,89.0,27.803129074315514,26.993865030674847,14.107909743367589,25.718239277324003,16.7059192584126,48.53077767910387,62.04326174914411,37.008843060510365,17.76143790849673,61.66462997360446,18.2,23.0,8.8,14.3,5.5,45.8,72.2,12.4,13.1,54.9,Hilbert Group,Industri,FirstNorthPremier,-6.337185987526794,32.22800763711047,51.61524876494957,0.6441528990407877,23.5630689206762,30.065019505851758,2.9,15.1,1.3297326796676843,,
IDUN-B,30694000.0,191605000.0,116861000.0,55400000.0,74744000.0,847309000.0,2199879000.0,191605000.0,2.8,363377000.0,612985000.0,2381754000.0,1014296000.0,395957000.0,256422000.0,203912000.0,8402130.0,382.0,4397736960.0,0.0500730034177019,0.08076976275979365,0.08491702865416857,0.06633371870421771,0.0500730034177019,-0.011067358797622608,0.06192618246900667,-0.0005969448335457369,0.06351827737129329,0.06865606666033194,0.06746290303173434,0.06192618246900667,0.2573670496617199,0.2284020352274303,0.19419339979965758,0.1857447892486468,0.2573670496617199,0.007844643275185838,1.6546832304216252,1.5764230057939683,2.2288594535893917,2.3443600893061918,1.6546832304216252,0.03502813095997729,2.5634833565236006,-0.5177036812590018,3.9809477283829997,3.2202925422332096,2.2956488452213857,2.5634833565236006,0.3851616384355685,0.00436407856808826,0.3735014627118221,0.37023425563414253,0.3788945141437858,0.3851616384355685,0.08709797220665319,-0.0017907973901463954,0.09117699458551334,0.09264079577929736,0.08696988901441377,0.08709797220665319,0.013952585574024753,0.027139565687767184,0.02113255362703298,0.013701709378158768,0.013952585574024753,-0.004699178459010146,136.42857142857144,119.375,112.3529411764706,141.48148148148147,136.42857142857144,8.028925459072537,5.236039478943204,8.221220114444963,7.643684413580247,7.511487781246635,5.236039478943204,-0.9087738538838873,10.534383464005701,-2.3572563510635254,17.791380862537697,13.203311677506136,11.40174036246686,10.534383464005701,0.11656186544805419,0.1338585726790047,0.023400671604727547,0.11713356604582609,0.11656186544805419,0.004184277274824709,24.269084148900337,14.223298139876436,-1.4114278165179543,24.045093327525283,24.269084148900337,5.559387917111496,0.2528078588498821,0.2527082030075799,0.04218795243544497,0.2418892896396338,0.2528078588498821,0.02000003047310957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.9,44.8,59.1,49.4,14.0,61.9,10.1,16.9,56.1,47.5,37.4,59.8,63.8,47.8,49.0,44.8,4.8,30.7,22.5,65.4,42.5,73.9,61.3,55.0,94.9,97.1,54.5,59.2,57.49881197528909,47.09323683920503,12.007177043457977,39.43409909699153,50.09910270715607,50.78514066326928,23.272777710117865,56.65068164297287,74.70904490828589,78.14553978423167,61.1,56.4,7.4,47.2,55.9,56.2,10.1,55.5,80.8,83.1,Idun Industrier B,Industri,FirstNorthPremier,4.485776805251635,3.026545679986476,11.136189113906966,0.1561366000337949,43.068920676202865,59.68790637191157,29.8,67.9,0.23706082162046593,0.21625978002317625,-0.043524697632146836
LXB,-17717000.0,-18059000.0,-17717000.0,0.0,0.0,8878000.0,9022000.0,-18059000.0,-0.17,-15720000.0,34197000.0,42661000.0,0.0,12355000.0,-16515000.0,-16515000.0,112688000.0,0.748,84290624.0,-0.5180863818463608,,,-0.7532682192947094,-0.5180863818463608,0.23518183744834828,,,,,,,0.8015986498206793,,,0.827950508298064,0.8015986498206793,-0.02635185847738436,,,,,,,,,,,,,0.984039015739304,4.255384044979066,,,-3.271345029239766,0.984039015739304,-2.0016626025271558,28.447460204490365,,,-30.449122807017545,-2.0016626025271558,-1.9637552649080026,,,-29.678362573099417,-1.9637552649080026,27.71460730819139,-4.3999999999999995,,,-2.021621621621622,-4.3999999999999995,-2.378378378378376,2.4648543439482995,,,2.502204856895365,2.4648543439482995,-0.03735051294706501,,,,,,,-1.8305253823985812,,,-23.84561403508772,-1.8305253823985812,22.015088652689123,-0.146555090160443,,,-0.18092432202186567,-0.146555090160443,0.034369231861422586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2,88.4,50.0,50.0,82.9,24.9,50.0,50.0,50.0,50.0,92.8,99.3,12.2,98.7,12.2,98.5,74.8,78.1,40.9,91.4,50.0,50.0,10.3,98.7,31.0,57.4,50.0,50.0,33.083441981747065,69.22382671480145,66.46023468057366,37.47099767981439,39.030982081375775,98.8361214645069,55.25325105887765,73.17237709235945,40.490196078431374,53.70741482965932,28.1,84.0,70.1,45.0,30.3,99.9,57.0,87.9,34.5,40.6,Luxbright,Industri,FirstNorthPremier,7.656884092882501,-2.787106246406644,-11.24798229664637,-0.3404666845931793,43.97919375812744,71.46944083224967,32.0,87.6,,,
LYGRD,-60783697.0,-54998545.0,-59698203.0,1085493.0,4699658.0,69218983.0,184517653.0,-15321094.0,-1.18,-41434363.0,17858422.0,107018276.0,26837895.0,298692.0,877524.0,-3822380.0,68062600.0,2.02,137486448.0,-3.4036432222287054,-0.49065957980409475,-0.4140064205717491,-0.7825618172336254,-3.4036432222287054,-0.9107506323935706,-1.2528679728428553,-0.3208001749971083,-0.24620214111690672,-0.2420768785587767,-0.43008113335201387,-1.2528679728428553,0.16687263771657096,0.3871444185208182,0.5438673352457388,0.34614240592967493,0.16687263771657096,-0.08585402717288047,1.5028144703938568,0.5833028778923516,0.4726499635098521,0.6726623419985506,1.5028144703938568,0.2958547155993214,-11.7026696410675,-2.8699210761189087,-3.86538328711493,-6.198620083549782,-11.385971782881155,-11.7026696410675,0.37513474659251167,-0.01086849803004995,0.4085055872653743,0.440466467877202,0.4318940095952898,0.37513474659251167,-0.08303321525556148,0.07105366112070752,-0.28095046862811957,-0.3505448344540546,-0.23375998336465326,-0.08303321525556148,-0.3294194133284364,-0.2884084748001233,-0.41037906255850165,-0.26936617543056746,-0.3294194133284364,0.0017980071542995008,-1.7118644067796611,-1.8034989665593795,-1.9892423350159827,-1.9818727323745777,-1.7118644067796611,0.028227328198055825,7.69868983944942,5.981017295108765,2.554170127985636,2.4179684400985666,7.69868983944942,0.5016815945134905,-3.958686537548556,6.611801461396616,-27.5360652446363,-12.440389829518315,-17.05451133681535,-3.958686537548556,0.004755772608922139,-0.06122662468977927,-0.18272553975656092,0.020259346145516607,0.004755772608922139,0.040093207779818174,-0.056159770564157115,-0.07514254524511259,-0.21635863161266247,-0.05780375712946611,-0.056159770564157115,0.021550319852606265,0.032697199240104335,-0.17857409746173722,-0.39001517574741834,0.08749916400407302,0.032697199240104335,0.11113282298570155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,2.9,1.9,2.1,8.6,9.6,11.8,43.7,23.3,35.1,36.5,31.0,29.7,80.1,23.1,54.1,66.1,1.7,16.6,32.7,84.7,33.6,30.8,75.4,35.4,55.3,31.1,72.2,2.1079823075704587,2.4793970341525537,10.213020314823531,26.67958891256755,29.758266928444794,55.05210736397269,55.81875262182168,22.66415200670095,33.27693442968585,63.73044015492124,0.4,0.5,5.7,17.2,14.8,63.6,58.1,2.3,27.0,57.2,Lyckegård,Industri,FirstNorthPremier,2.746691752763696,7.174008516411947,26.722277659996568,-0.0967741948094842,21.222366710013006,28.166449934980495,1.3,12.9,0.6770359530487489,,
MANTEX,-26073614.0,-25234989.0,-26073614.0,,838625.0,2827879.0,2663383.0,-25570270.0,-15.607886,-25042245.0,30113718.0,36339077.0,1701097.0,5988301.0,-25353191.0,-25353191.0,2169640.0,11.1,24083004.0,-0.8658384195535072,-0.5878073298803057,-0.6406495591273748,-0.5951602270069924,-0.8658384195535072,-0.07886039368992225,,,,,,,0.8286869256475612,0.928012977596163,0.8894209241842733,0.784576494889286,0.8286869256475612,-0.0402822585140791,0.05648910572915639,,,0.14778168900723712,0.05648910572915639,-0.09129258327808068,-30.0909095245193,1174.6032425572896,-308.6829482696019,-15360.168150346191,,-30.0909095245193,1.0617620522470859,1.5885493061071543,-4.179738594134546,0.6295697568709188,0.7905608787975681,1.0617620522470859,-9.600673279059002,45.703164403165545,-159.04324080520067,-11.181888795884655,-2.4779473426539846,-9.600673279059002,-9.789659992573355,-158.89671232608077,-10.761026314038958,-2.443952527690814,-9.789659992573355,45.563823078687015,-0.7111789514608192,-0.3017262574666036,-0.3399842627104342,-0.465617014904149,-0.7111789514608192,-0.1353990834176362,0.7997353232835612,0.8735462963137607,0.9934723641635194,0.8586261862082972,0.7997353232835612,-0.03562790970458201,-0.7904962194883086,-0.04587776285996968,,,-0.7446184566283389,-0.7904962194883086,-9.51916829085415,-175.21770421720416,-12.187426551292143,-2.3442960495570992,-9.51916829085415,50.69387382807847,-11.685436754484614,-8.236356261868329,-8.10673614055788,-7.380273225051161,-11.685436754484614,-0.9620778562342152,-14.904024285505177,,,-3.863073443465359,-14.904024285505177,-11.04095084203981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,19.6,50.0,50.0,85.5,20.1,80.7,67.2,16.3,95.3,95.8,98.1,6.4,99.0,6.1,98.6,60.7,97.1,71.2,91.7,77.3,99.1,5.0,99.3,2.7,14.5,3.9,3.4,30.47588005215124,34.8159509202454,83.09947890415752,43.61323415677175,36.07813498774801,98.57830884587334,69.7556800497977,95.97481056211979,3.308032890575585,8.98088914082112,23.0,38.5,91.9,50.2,25.0,99.7,86.5,99.7,0.7,1.3,Mantex,Industri,FirstNorthPremier,-2.2887277238970376,2.9731675086646114,-24.492374964743764,-0.6912170350655228,45.40962288686606,57.89336801040313,36.2,64.9,1.9661187688276316,,
