,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.002,0.0,0.0,
Net Income From Continuing Operation Net Minority Interest,-66575000.0,4354000.0,180081000.0,177413000.0,
Net Interest Income,3507000.0,5495000.0,194000.0,-1780000.0,
Interest Expense,2663000.0,2521000.0,1360000.0,2618000.0,
Interest Income,6170000.0,8016000.0,1554000.0,838000.0,
Normalized Income,-66575000.0,4354000.0,180081000.0,177413000.0,
Net Income From Continuing And Discontinued Operation,-66575000.0,4354000.0,180081000.0,177413000.0,
Diluted Average Shares,,11077585.0,11105710.0,11152585.0,11152585.0
Basic Average Shares,,11077585.0,11105710.0,11152585.0,11152585.0
Diluted EPS,,0.39,16.22,15.91,2.16
Basic EPS,,0.39,16.22,15.91,2.16
Diluted NI Availto Com Stockholders,-66575000.0,4354000.0,180081000.0,177413000.0,
Net Income Common Stockholders,-66575000.0,4354000.0,180081000.0,177413000.0,
Net Income,-66575000.0,4354000.0,180081000.0,177413000.0,
Net Income Including Noncontrolling Interests,-66575000.0,4354000.0,180081000.0,177413000.0,
Net Income Continuous Operations,-66575000.0,4354000.0,180081000.0,177413000.0,
Tax Provision,5000.0,9000.0,7000.0,0.0,
Pretax Income,-66570000.0,4363000.0,180088000.0,177413000.0,
Gain On Sale Of Security,,,,25841000.0,-1155000.0
Operating Expense,5076000.0,5242000.0,5890000.0,6197000.0,
Selling General And Administration,4157000.0,4323000.0,4743000.0,4670000.0,
General And Administrative Expense,4157000.0,4323000.0,4743000.0,4670000.0,
Total Revenue,-61494000.0,9605000.0,185978000.0,183804000.0,
Operating Revenue,-61494000.0,9605000.0,185978000.0,183804000.0,
