,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.204331,0.206507,0.20275,0.208204,
Normalized EBITDA,219751000.0,207245000.0,190866000.0,193600000.0,
Net Income From Continuing Operation Net Minority Interest,140722000.0,130309000.0,118335000.0,125339000.0,
Reconciled Depreciation,41005000.0,39763000.0,40097000.0,33437000.0,
Reconciled Cost Of Revenue,236143000.0,214251000.0,201023000.0,173250000.0,
EBITDA,219751000.0,207245000.0,190866000.0,193600000.0,
EBIT,178746000.0,167482000.0,150769000.0,160163000.0,
Net Interest Income,241000.0,-2362000.0,-2140000.0,-1806000.0,
Interest Expense,1886000.0,3260000.0,2340000.0,1866000.0,
Interest Income,2127000.0,898000.0,200000.0,60000.0,
Normalized Income,140722000.0,130309000.0,118335000.0,125339000.0,
Net Income From Continuing And Discontinued Operation,140722000.0,130309000.0,118335000.0,125339000.0,
Total Expenses,545539000.0,510240000.0,481074000.0,402821000.0,
Rent Expense Supplemental,,,,,2389000.0
Total Operating Income As Reported,177679000.0,167051000.0,158266000.0,162733000.0,
Diluted Average Shares,23852000.0,23852000.0,23852000.0,23852000.0,
Basic Average Shares,23852000.0,23852000.0,23852000.0,23852000.0,
Diluted EPS,5.9,5.46,4.96,5.25,
Basic EPS,5.9,5.46,4.96,5.25,
Diluted NI Availto Com Stockholders,140722000.0,130309000.0,118335000.0,125339000.0,
Net Income Common Stockholders,140722000.0,130309000.0,118335000.0,125339000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,140722000.0,130309000.0,118335000.0,125339000.0,
Net Income Including Noncontrolling Interests,140722000.0,130309000.0,118335000.0,125339000.0,
Net Income Continuous Operations,140722000.0,130309000.0,118335000.0,125339000.0,
Tax Provision,36138000.0,33913000.0,30094000.0,32958000.0,
Pretax Income,176860000.0,164222000.0,148429000.0,158297000.0,
Net Non Operating Interest Income Expense,241000.0,-2362000.0,-2140000.0,-1806000.0,
Interest Expense Non Operating,1886000.0,3260000.0,2340000.0,1866000.0,
Interest Income Non Operating,2127000.0,898000.0,200000.0,60000.0,
Operating Income,177678000.0,167051000.0,158266000.0,162732000.0,
Operating Expense,309396000.0,295989000.0,280051000.0,229571000.0,
Research And Development,87447000.0,83333000.0,88553000.0,64248000.0,
Selling General And Administration,221949000.0,212656000.0,191498000.0,165323000.0,
Selling And Marketing Expense,136592000.0,136624000.0,117962000.0,102246000.0,
General And Administrative Expense,85357000.0,76032000.0,73536000.0,63077000.0,
Gross Profit,487074000.0,463040000.0,438317000.0,392303000.0,
Cost Of Revenue,236143000.0,214251000.0,201023000.0,173250000.0,
Total Revenue,723217000.0,677292000.0,639340000.0,565552000.0,
Operating Revenue,723217000.0,677292000.0,639340000.0,565552000.0,
