,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,
Normalized EBITDA,-50397000.0,-44039000.0,-40724000.0,-50283000.0,
Net Income From Continuing Operation Net Minority Interest,-50252000.0,-44054000.0,-40726000.0,-52142000.0,
EBITDA,-50397000.0,-44039000.0,-40724000.0,-50283000.0,
EBIT,-50397000.0,-44039000.0,-40724000.0,-50283000.0,
Net Interest Income,229000.0,122000.0,-2000.0,-1859000.0,
Interest Expense,,,2000.0,1859000.0,503000.0
Interest Income,229000.0,122000.0,,,
Normalized Income,-50252000.0,-44054000.0,-40726000.0,-52142000.0,
Net Income From Continuing And Discontinued Operation,-50252000.0,-44054000.0,-40726000.0,-52142000.0,
Total Expenses,50397000.0,44039000.0,40656000.0,52826000.0,
Total Operating Income As Reported,-50480000.0,-44176000.0,-40724000.0,-51233000.0,
Diluted Average Shares,463099349.0,171144260.0,160137518.0,148244915.0,
Basic Average Shares,463099349.0,171144260.0,160137518.0,148244915.0,
Diluted EPS,-0.107405,-0.253865,-0.255781,-0.354203,
Basic EPS,-0.107405,-0.253865,-0.255781,-0.354203,
Diluted NI Availto Com Stockholders,-50252000.0,-44054000.0,-40726000.0,-52142000.0,
Net Income Common Stockholders,-50252000.0,-44054000.0,-40726000.0,-52142000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-50252000.0,-44054000.0,-40726000.0,-52142000.0,
Net Income Including Noncontrolling Interests,-50252000.0,-44054000.0,-40726000.0,-52142000.0,
Net Income Continuous Operations,-50252000.0,-44054000.0,-40726000.0,-52142000.0,
Tax Provision,0.0,0.0,0.0,0.0,
Pretax Income,-50252000.0,-44054000.0,-40726000.0,-52142000.0,
Net Non Operating Interest Income Expense,229000.0,122000.0,-2000.0,-1859000.0,
Interest Expense Non Operating,,,2000.0,1859000.0,503000.0
Interest Income Non Operating,229000.0,122000.0,,,
Operating Income,-50397000.0,-44039000.0,-40656000.0,-52826000.0,
Operating Expense,50397000.0,44039000.0,40656000.0,52826000.0,
Other Operating Expenses,392000.0,381000.0,,,
Research And Development,40811000.0,36025000.0,28369000.0,42130000.0,
Selling General And Administration,9586000.0,8014000.0,12287000.0,10696000.0,
General And Administrative Expense,9586000.0,8014000.0,12287000.0,10696000.0,
Total Revenue,0.0,0.0,0.0,0.0,
Operating Revenue,0.0,0.0,0.0,0.0,
