,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.006,
Net Income From Continuing Operation Net Minority Interest,1202000000.0,558000000.0,-3948000000.0,4193000000.0,
Reconciled Depreciation,-2000000.0,-2000000.0,2000000.0,2000000.0,
Net Interest Income,22000000.0,36000000.0,13000000.0,-3000000.0,
Interest Expense,1000000.0,0.0,,3000000.0,1000000.0
Interest Income,23000000.0,36000000.0,13000000.0,0.0,
Normalized Income,1202000000.0,558000000.0,-3948000000.0,4193000000.0,
Net Income From Continuing And Discontinued Operation,1202000000.0,558000000.0,-3948000000.0,4193000000.0,
Diluted Average Shares,135762391.0,135762391.0,135762391.0,131135298.0,
Basic Average Shares,135762391.0,135762391.0,135762391.0,131135298.0,
Diluted EPS,8.85,4.11,-29.08,31.97,
Basic EPS,8.85,4.11,-29.08,31.97,
Diluted NI Availto Com Stockholders,1202000000.0,558000000.0,-3948000000.0,4193000000.0,
Net Income Common Stockholders,1202000000.0,558000000.0,-3948000000.0,4193000000.0,
Net Income,1202000000.0,558000000.0,-3948000000.0,4193000000.0,
Net Income Including Noncontrolling Interests,1202000000.0,558000000.0,-3948000000.0,4193000000.0,
Net Income Continuous Operations,1202000000.0,558000000.0,-3948000000.0,4193000000.0,
Tax Provision,0.0,0.0,0.0,26000000.0,
Pretax Income,1202000000.0,558000000.0,-3948000000.0,4219000000.0,
Gain On Sale Of Security,310000000.0,26000000.0,1425000000.0,11000000.0,
Operating Expense,73000000.0,-20000000.0,-251000000.0,247000000.0,
Other Operating Expenses,,,,,351000000.0
Selling General And Administration,84000000.0,-9000000.0,12000000.0,7000000.0,
General And Administrative Expense,84000000.0,-9000000.0,12000000.0,7000000.0,
Total Revenue,1275000000.0,538000000.0,-4199000000.0,4466000000.0,
Operating Revenue,1275000000.0,538000000.0,-4199000000.0,4466000000.0,
