,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Ordinary Shares Number,8985447.0,5013484.0,5013484.0,5013484.0,
Share Issued,8985447.0,5013484.0,5013484.0,5013484.0,
Net Debt,,,8485000.0,26074000.0,
Total Debt,,62942000.0,70766000.0,81481000.0,24097000.0
Tangible Book Value,195461000.0,476569000.0,43400000.0,16267000.0,
Invested Capital,699405000.0,668038000.0,234975000.0,201972000.0,
Working Capital,277084000.0,509380000.0,94072000.0,76459000.0,
Net Tangible Assets,195461000.0,476569000.0,43400000.0,16267000.0,
Capital Lease Obligations,,27158000.0,25604000.0,27612000.0,24097000.0
Common Stock Equity,699405000.0,632254000.0,189813000.0,148103000.0,
Total Capitalization,699405000.0,647254000.0,224975000.0,191972000.0,
Total Equity Gross Minority Interest,699405000.0,632254000.0,189813000.0,148103000.0,
Stockholders Equity,699405000.0,632254000.0,189813000.0,148103000.0,
Other Equity Interest,,2000.0,,,
Retained Earnings,,88916000.0,71295000.0,48984000.0,41094000.0
Additional Paid In Capital,,482352000.0,68133000.0,68133000.0,45688000.0
Capital Stock,,25067000.0,25067000.0,25068000.0,24139000.0
Common Stock,,25067000.0,25067000.0,25068000.0,24139000.0
Total Liabilities Net Minority Interest,301703000.0,172639000.0,152738000.0,160751000.0,
Total Non Current Liabilities Net Minority Interest,165460000.0,92688000.0,108641000.0,117370000.0,
Other Non Current Liabilities,,,1000.0,1000.0,1000.0
Non Current Deferred Taxes Liabilities,,17614000.0,18626000.0,17353000.0,2695000.0
Long Term Debt And Capital Lease Obligation,,38066000.0,57800000.0,68271000.0,21635000.0
Long Term Capital Lease Obligation,,23066000.0,22638000.0,24402000.0,21635000.0
Long Term Debt,,15000000.0,35162000.0,43869000.0,0.0
Long Term Provisions,,37008000.0,32214000.0,31745000.0,1728000.0
Current Liabilities,136243000.0,79951000.0,44097000.0,43381000.0,
Other Current Liabilities,,2886000.0,1915000.0,4673000.0,1660000.0
Current Debt And Capital Lease Obligation,,24876000.0,12966000.0,13210000.0,2462000.0
Current Capital Lease Obligation,,4092000.0,2966000.0,3210000.0,2462000.0
Current Debt,,20784000.0,10000000.0,10000000.0,0.0
Payables,,20760000.0,16104000.0,12084000.0,14694000.0
Total Tax Payable,,0.0,1605000.0,553000.0,3394000.0
Accounts Payable,,20760000.0,14499000.0,11531000.0,11300000.0
Total Assets,1001108000.0,804893000.0,342551000.0,308854000.0,
Total Non Current Assets,587781000.0,215562000.0,204382000.0,189014000.0,
Other Non Current Assets,,2000.0,2000.0,-2000.0,1000.0
Non Current Deferred Taxes Assets,12072000.0,377000.0,583000.0,1166000.0,
Goodwill And Other Intangible Assets,503944000.0,155685000.0,146413000.0,131836000.0,
Other Intangible Assets,,132357000.0,123960000.0,112254000.0,31375000.0
Goodwill,,23328000.0,22453000.0,19582000.0,3767000.0
Net PPE,71765000.0,59498000.0,57384000.0,56014000.0,
Accumulated Depreciation,,-31161000.0,-25077000.0,-19862000.0,-18029000.0
Gross PPE,,90659000.0,82461000.0,75876000.0,44971000.0
Other Properties,,39731000.0,34199000.0,33981000.0,29223000.0
Machinery Furniture Equipment,,19400000.0,18426000.0,15678000.0,13819000.0
Buildings And Improvements,,31528000.0,29836000.0,26217000.0,1929000.0
Properties,,0.0,0.0,0.0,0.0
Current Assets,413327000.0,589331000.0,138169000.0,119840000.0,
Other Current Assets,,-1000.0,,,
Prepaid Assets,,20274000.0,1450000.0,3388000.0,1546000.0
Inventory,144683000.0,66553000.0,58882000.0,59502000.0,
Other Inventories,,34193000.0,31023000.0,33382000.0,
Finished Goods,,27886000.0,23388000.0,21846000.0,39972000.0
Work In Process,,3950000.0,3980000.0,3478000.0,1869000.0
Raw Materials,,524000.0,491000.0,796000.0,793000.0
Other Receivables,33934000.0,227855000.0,4829000.0,3709000.0,
Taxes Receivable,,1953000.0,0.0,0.0,0.0
Accounts Receivable,76225000.0,31251000.0,36331000.0,25446000.0,
Allowance For Doubtful Accounts Receivable,,-1367000.0,-481000.0,-529000.0,-994000.0
Gross Accounts Receivable,,32617000.0,36812000.0,25975000.0,17452000.0
Cash Cash Equivalents And Short Term Investments,158485000.0,241446000.0,36677000.0,27795000.0,
Cash And Cash Equivalents,158485000.0,241446000.0,36677000.0,27795000.0,
Cash Financial,,241446000.0,36677000.0,27795000.0,38115000.0
