,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,8120541.0,20050719.0,20707522.0,22324149.0,
Ordinary Shares Number,7821785114.0,3095763218.0,2258077167.0,1700083862.0,
Share Issued,7829905655.0,3115813937.0,2278784689.0,1722408011.0,
Net Debt,1500000.0,,19600000.0,,
Total Debt,20400000.0,107500000.0,317300000.0,315500000.0,
Tangible Book Value,46800000.0,186800000.0,328500000.0,188700000.0,
Invested Capital,290200000.0,786400000.0,1160200000.0,1319800000.0,
Working Capital,-15800000.0,83800000.0,496200000.0,425200000.0,
Net Tangible Assets,46800000.0,186800000.0,328500000.0,188700000.0,
Capital Lease Obligations,6800000.0,12700000.0,23600000.0,22900000.0,
Common Stock Equity,276600000.0,691600000.0,866500000.0,1027200000.0,
Total Capitalization,276600000.0,764500000.0,1160200000.0,1319800000.0,
Total Equity Gross Minority Interest,276600000.0,691600000.0,866500000.0,1027200000.0,
Stockholders Equity,276600000.0,691600000.0,866500000.0,1027200000.0,
Retained Earnings,,-334500000.0,-172600000.0,77600000.0,302900000.0
Additional Paid In Capital,,854300000.0,854300000.0,854300000.0,854300000.0
Capital Stock,,26000000.0,18500000.0,13000000.0,13000000.0
Common Stock,,26000000.0,18500000.0,13000000.0,13000000.0
Total Liabilities Net Minority Interest,148400000.0,392000000.0,579000000.0,771800000.0,
Total Non Current Liabilities Net Minority Interest,3400000.0,86000000.0,319100000.0,320800000.0,
Non Current Deferred Taxes Liabilities,700000.0,6600000.0,13000000.0,16600000.0,
Long Term Debt And Capital Lease Obligation,2700000.0,79400000.0,306100000.0,304200000.0,
Long Term Capital Lease Obligation,2700000.0,6500000.0,12400000.0,11600000.0,
Long Term Debt,0.0,72900000.0,293700000.0,292600000.0,
Current Liabilities,145000000.0,306000000.0,259900000.0,451000000.0,
Other Current Liabilities,11200000.0,21900000.0,16500000.0,30600000.0,
Current Debt And Capital Lease Obligation,17700000.0,28100000.0,11200000.0,11300000.0,
Current Capital Lease Obligation,4100000.0,6200000.0,11200000.0,11300000.0,
Current Debt,13600000.0,21900000.0,0.0,,
Pensionand Other Post Retirement Benefit Plans Current,,3800000.0,8000000.0,5100000.0,4500000.0
Payables,40500000.0,113300000.0,85100000.0,240700000.0,
Total Tax Payable,600000.0,9800000.0,10800000.0,18900000.0,
Accounts Payable,39900000.0,103500000.0,74300000.0,221800000.0,
Total Assets,425000000.0,1083600000.0,1445500000.0,1799000000.0,
Total Non Current Assets,295800000.0,693800000.0,689400000.0,922800000.0,
Other Non Current Assets,,,,500000.0,
Non Current Deferred Taxes Assets,,,120500000.0,52100000.0,46800000.0
Investmentin Financial Assets,56000000.0,171600000.0,121800000.0,,
Goodwill And Other Intangible Assets,229800000.0,504800000.0,538000000.0,838500000.0,
Other Intangible Assets,,200200000.0,221700000.0,283300000.0,257700000.0
Goodwill,,304600000.0,316300000.0,555200000.0,501600000.0
Net PPE,10000000.0,17400000.0,29600000.0,30700000.0,
Accumulated Depreciation,,-36100000.0,-39100000.0,-43500000.0,-45300000.0
Gross PPE,10000000.0,53500000.0,68700000.0,74200000.0,
Other Properties,10000000.0,14400000.0,25300000.0,24200000.0,
Machinery Furniture Equipment,,39100000.0,43400000.0,50000000.0,52300000.0
Current Assets,129200000.0,389800000.0,756100000.0,876200000.0,
Other Current Assets,,,,,100000.0
Prepaid Assets,,7900000.0,9600000.0,7500000.0,9100000.0
Inventory,48000000.0,133500000.0,304100000.0,159300000.0,
Other Inventories,,,,,-100000.0
Finished Goods,,36600000.0,40900000.0,38900000.0,17800000.0
Work In Process,,8600000.0,0.0,0.0,0.0
Raw Materials,,88300000.0,263200000.0,120400000.0,118600000.0
Other Receivables,13100000.0,17900000.0,40000000.0,55100000.0,
Accounts Receivable,56000000.0,120600000.0,128300000.0,280000000.0,
Allowance For Doubtful Accounts Receivable,,0.0,0.0,-400000.0,-400000.0
Gross Accounts Receivable,,120600000.0,128300000.0,280400000.0,196600000.0
Cash Cash Equivalents And Short Term Investments,12100000.0,109900000.0,274100000.0,374300000.0,
Cash And Cash Equivalents,12100000.0,109900000.0,274100000.0,374300000.0,
Cash Financial,,109900000.0,274100000.0,374300000.0,377000000.0
