,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,13150.0,4450.0,35900.0,52215.0,
Ordinary Shares Number,186958090.0,186966790.0,186935340.0,186919025.0,
Share Issued,186971240.0,186971240.0,186971240.0,186971240.0,
Net Debt,687500000.0,516700000.0,476247000.0,697525000.0,
Total Debt,1077900000.0,1070539000.0,923487000.0,871176000.0,
Tangible Book Value,-401100000.0,-262269000.0,-33623000.0,-303591000.0,
Invested Capital,2446300000.0,2330424000.0,2029637000.0,1607660000.0,
Working Capital,604700000.0,667128000.0,798668000.0,358736000.0,
Net Tangible Assets,-401100000.0,-262269000.0,-33623000.0,-303591000.0,
Capital Lease Obligations,79800000.0,75214000.0,89401000.0,36942000.0,
Common Stock Equity,1448200000.0,1335099000.0,1195551000.0,773426000.0,
Total Capitalization,2446300000.0,2262924000.0,2029318000.0,1417403000.0,
Total Equity Gross Minority Interest,1448200000.0,1335310000.0,1195820000.0,773846000.0,
Minority Interest,0.0,211000.0,269000.0,420000.0,
Stockholders Equity,1448200000.0,1335099000.0,1195551000.0,773426000.0,
Retained Earnings,828000000.0,801686000.0,591493000.0,280307000.0,
Additional Paid In Capital,478100000.0,478143000.0,478143000.0,478143000.0,
Capital Stock,1900000.0,1870000.0,1870000.0,1870000.0,
Common Stock,1900000.0,1870000.0,1870000.0,1870000.0,
Total Liabilities Net Minority Interest,1943800000.0,1886034000.0,1845283000.0,1887150000.0,
Total Non Current Liabilities Net Minority Interest,1134300000.0,1047534000.0,953448000.0,724029000.0,
Non Current Deferred Taxes Liabilities,94900000.0,76871000.0,62071000.0,55528000.0,
Long Term Debt And Capital Lease Obligation,1039400000.0,970663000.0,891377000.0,668501000.0,
Long Term Capital Lease Obligation,41300000.0,42838000.0,57610000.0,24524000.0,
Long Term Debt,998100000.0,927825000.0,833767000.0,643977000.0,
Current Liabilities,809500000.0,838500000.0,891835000.0,1163121000.0,
Other Current Liabilities,60000000.0,80734000.0,83548000.0,168630000.0,
Current Debt And Capital Lease Obligation,38500000.0,99876000.0,32110000.0,202675000.0,
Current Capital Lease Obligation,38500000.0,32376000.0,31791000.0,12418000.0,
Current Debt,0.0,67500000.0,319000.0,190257000.0,
Pensionand Other Post Retirement Benefit Plans Current,,68255000.0,100094000.0,67209000.0,29630000.0
Payables,593200000.0,526679000.0,627397000.0,676512000.0,
Total Tax Payable,69700000.0,81714000.0,108941000.0,57796000.0,
Accounts Payable,523500000.0,444965000.0,518456000.0,618716000.0,
Total Assets,3392000000.0,3221344000.0,3041103000.0,2660996000.0,
Total Non Current Assets,1977700000.0,1715717000.0,1350600000.0,1139139000.0,
Other Non Current Assets,,-1000.0,,-1000.0,4968000.0
Non Current Deferred Taxes Assets,26400000.0,20767000.0,12184000.0,7685000.0,
Investmentin Financial Assets,5800000.0,7336000.0,5533000.0,8235000.0,
Goodwill And Other Intangible Assets,1849300000.0,1597368000.0,1229174000.0,1077017000.0,
Other Intangible Assets,252900000.0,251609000.0,171665000.0,153153000.0,
Goodwill,1596400000.0,1345759000.0,1057509000.0,923864000.0,
Net PPE,96200000.0,90247000.0,103709000.0,46203000.0,
Accumulated Depreciation,,-110619000.0,-77454000.0,-56906000.0,-41395000.0
Gross PPE,96200000.0,200866000.0,181163000.0,103109000.0,
Other Properties,78000000.0,137132000.0,128791000.0,61432000.0,
Machinery Furniture Equipment,12600000.0,47716000.0,38509000.0,30896000.0,
Buildings And Improvements,5600000.0,,13863000.0,10781000.0,7316000.0
Properties,0.0,16018000.0,13863000.0,0.0,
Current Assets,1414200000.0,1505628000.0,1690503000.0,1521857000.0,
Other Current Assets,,-1000.0,,,1000.0
Prepaid Assets,,12215000.0,11766000.0,6098000.0,6043000.0
Inventory,293900000.0,315227000.0,504910000.0,519604000.0,
Raw Materials,,315227000.0,504910000.0,519604000.0,183134000.0
Other Receivables,79800000.0,26248000.0,31882000.0,45275000.0,
Taxes Receivable,,18352000.0,23428000.0,24605000.0,10409000.0
Accounts Receivable,729900000.0,654962000.0,760678000.0,789566000.0,
Allowance For Doubtful Accounts Receivable,,-23083000.0,-24294000.0,-6780000.0,-4828000.0
Gross Accounts Receivable,,678045000.0,784972000.0,796346000.0,347706000.0
Cash Cash Equivalents And Short Term Investments,310600000.0,478625000.0,357839000.0,136709000.0,
Cash And Cash Equivalents,310600000.0,478625000.0,357839000.0,136709000.0,
Cash Equivalents,,478625000.0,357839000.0,136709000.0,449033000.0
