,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,52920992.0,52229219.0,52229219.0,52229219.0
Share Issued,52920992.0,52229219.0,52229219.0,52229219.0
Net Debt,174000000.0,185700000.0,190826000.0,
Total Debt,598800000.0,444200000.0,420709000.0,254801000.0
Tangible Book Value,181600000.0,141900000.0,97901000.0,147658000.0
Invested Capital,1625300000.0,1150600000.0,929472000.0,620939000.0
Working Capital,432900000.0,349300000.0,227051000.0,242694000.0
Net Tangible Assets,181600000.0,141900000.0,97901000.0,147658000.0
Capital Lease Obligations,138500000.0,68100000.0,81201000.0,54786000.0
Common Stock Equity,1165000000.0,774500000.0,589964000.0,420924000.0
Total Capitalization,1532300000.0,1057800000.0,833673000.0,561656000.0
Total Equity Gross Minority Interest,1165000000.0,774500000.0,589964000.0,420924000.0
Stockholders Equity,1165000000.0,774500000.0,589964000.0,420924000.0
Other Equity Interest,,677429000.0,567607000.0,457027000.0
Retained Earnings,130000000.0,76900000.0,-479000.0,-38708000.0
Additional Paid In Capital,987300000.0,677400000.0,567607000.0,457027000.0
Capital Stock,5300000.0,4200000.0,3707000.0,3143000.0
Common Stock,5300000.0,4200000.0,3707000.0,3143000.0
Total Liabilities Net Minority Interest,1068100000.0,825900000.0,691889000.0,389144000.0
Total Non Current Liabilities Net Minority Interest,665700000.0,501800000.0,403950000.0,212508000.0
Other Non Current Liabilities,129800000.0,134400000.0,87477000.0,26209000.0
Non Current Deferred Taxes Liabilities,66100000.0,37400000.0,12909000.0,3601000.0
Long Term Debt And Capital Lease Obligation,465000000.0,325400000.0,299484000.0,179023000.0
Long Term Capital Lease Obligation,97700000.0,42100000.0,55775000.0,38291000.0
Long Term Debt,367300000.0,283300000.0,243709000.0,140732000.0
Long Term Provisions,4800000.0,4600000.0,4080000.0,3675000.0
Current Liabilities,402400000.0,324100000.0,287939000.0,176636000.0
Other Current Liabilities,95900000.0,41400000.0,35567000.0,9659000.0
Current Debt And Capital Lease Obligation,133800000.0,118800000.0,121225000.0,75778000.0
Current Capital Lease Obligation,40800000.0,26000000.0,25426000.0,16495000.0
Current Debt,93000000.0,92800000.0,95799000.0,59283000.0
Payables,96800000.0,84000000.0,69524000.0,45455000.0
Total Tax Payable,2000000.0,4900000.0,606000.0,3336000.0
Accounts Payable,94800000.0,79100000.0,68918000.0,42119000.0
Total Assets,2233100000.0,1600400000.0,1281853000.0,810068000.0
Total Non Current Assets,1397700000.0,927000000.0,766864000.0,390738000.0
Other Non Current Assets,,,,1000.0
Non Current Deferred Taxes Assets,1200000.0,4200000.0,3305000.0,1774000.0
Investmentin Financial Assets,600000.0,600000.0,379000.0,420000.0
Available For Sale Securities,600000.0,600000.0,379000.0,420000.0
Goodwill And Other Intangible Assets,983400000.0,632600000.0,492063000.0,273266000.0
Other Intangible Assets,176900000.0,77800000.0,10288000.0,7920000.0
Goodwill,806500000.0,554800000.0,481775000.0,265346000.0
Net PPE,412500000.0,289600000.0,271117000.0,115277000.0
Accumulated Depreciation,-140000000.0,-100124000.0,-65576000.0,
Gross PPE,552500000.0,289600000.0,336693000.0,115277000.0
Construction In Progress,1400000.0,4455000.0,3383000.0,
Other Properties,44800000.0,289600000.0,7402000.0,63078000.0
Machinery Furniture Equipment,277500000.0,215305000.0,183288000.0,838000.0
Buildings And Improvements,218300000.0,143215000.0,134223000.0,51361000.0
Land And Improvements,10500000.0,10244000.0,8397000.0,
Properties,0.0,0.0,0.0,0.0
Current Assets,835300000.0,673400000.0,514990000.0,419330000.0
Other Current Assets,100000.0,-1000.0,,1000.0
Current Deferred Assets,,4917000.0,4343000.0,2587000.0
Prepaid Assets,7100000.0,6900000.0,203000.0,170000.0
Inventory,293000000.0,251600000.0,180129000.0,63718000.0
Other Inventories,,100000.0,,
Finished Goods,137600000.0,102100000.0,98435000.0,18791000.0
Work In Process,23800000.0,20200000.0,15213000.0,10146000.0
Raw Materials,131600000.0,129200000.0,66481000.0,34781000.0
Other Receivables,6600000.0,5900000.0,13949000.0,16223000.0
Taxes Receivable,2600000.0,7500000.0,5547000.0,2411000.0
Accounts Receivable,239600000.0,211100000.0,162137000.0,88094000.0
Allowance For Doubtful Accounts Receivable,-100000.0,-100000.0,-406000.0,-384000.0
Gross Accounts Receivable,239800000.0,211200000.0,162543000.0,88478000.0
Cash Cash Equivalents And Short Term Investments,286300000.0,190400000.0,148682000.0,246126000.0
Cash And Cash Equivalents,286300000.0,190400000.0,148682000.0,246126000.0
