,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,,,0.0,,
Ordinary Shares Number,209713621.0,140577135.0,106587946.0,106587946.0,
Share Issued,209713621.0,140577135.0,106587946.0,106587946.0,
Net Debt,228267000.0,198427000.0,222826000.0,44976000.0,
Total Debt,247849000.0,236506000.0,244913000.0,215533000.0,
Tangible Book Value,22685000.0,141244000.0,129150000.0,199707000.0,
Invested Capital,312016000.0,413604000.0,408697000.0,457093000.0,
Working Capital,26352000.0,168532000.0,-11263000.0,252971000.0,
Net Tangible Assets,22685000.0,141244000.0,129150000.0,199707000.0,
Capital Lease Obligations,11119000.0,17556000.0,19698000.0,11396000.0,
Common Stock Equity,75286000.0,194654000.0,183482000.0,252956000.0,
Total Capitalization,308655000.0,404654000.0,193482000.0,455726000.0,
Total Equity Gross Minority Interest,75286000.0,194654000.0,183482000.0,252956000.0,
Stockholders Equity,75286000.0,194654000.0,183482000.0,252956000.0,
Retained Earnings,-715214000.0,-587421000.0,-367853000.0,-280015000.0,
Additional Paid In Capital,755553000.0,755517000.0,530037000.0,530037000.0,
Capital Stock,8389000.0,8283000.0,2710000.0,2710000.0,
Common Stock,8389000.0,8283000.0,2710000.0,2710000.0,
Total Liabilities Net Minority Interest,342778000.0,322905000.0,285942000.0,238280000.0,
Total Non Current Liabilities Net Minority Interest,240818000.0,222945000.0,27007000.0,207823000.0,
Other Non Current Liabilities,1000.0,-1000.0,14692000.0,5053000.0,
Long Term Debt And Capital Lease Obligation,237477000.0,219849000.0,24692000.0,207823000.0,
Long Term Capital Lease Obligation,4108000.0,9849000.0,14692000.0,5053000.0,
Long Term Debt,233369000.0,210000000.0,10000000.0,202770000.0,
Long Term Provisions,3340000.0,3097000.0,2315000.0,,187000.0
Current Liabilities,101960000.0,99960000.0,258935000.0,30457000.0,
Other Current Liabilities,28093000.0,27514000.0,7138000.0,761000.0,
Current Debt And Capital Lease Obligation,10372000.0,16657000.0,220221000.0,7710000.0,
Current Capital Lease Obligation,7011000.0,7707000.0,5006000.0,6343000.0,
Current Debt,3361000.0,8950000.0,215215000.0,1367000.0,
Payables,22833000.0,27787000.0,25702000.0,14586000.0,
Other Payable,1069000.0,11092000.0,3838000.0,3070000.0,
Total Tax Payable,1039000.0,1167000.0,1058000.0,1409000.0,
Accounts Payable,20725000.0,15528000.0,20806000.0,10107000.0,
Total Assets,418064000.0,517559000.0,469424000.0,491236000.0,
Total Non Current Assets,289752000.0,249067000.0,221752000.0,207808000.0,
Other Non Current Assets,-1000.0,-1000.0,412000.0,-1000.0,
Defined Pension Benefit,,,180000.0,0.0,
Non Current Prepaid Assets,40000.0,40000.0,40000.0,40000.0,
Non Current Deferred Taxes Assets,,3051000.0,1134000.0,,
Goodwill And Other Intangible Assets,52601000.0,53410000.0,54332000.0,53249000.0,
Other Intangible Assets,52601000.0,53410000.0,54332000.0,53249000.0,
Net PPE,222546000.0,194351000.0,166066000.0,154520000.0,
Accumulated Depreciation,-73772000.0,-61332000.0,-54015000.0,-71969000.0,
Gross PPE,296318000.0,255683000.0,166066000.0,226489000.0,
Other Properties,9788000.0,9788000.0,145387000.0,19086000.0,
Machinery Furniture Equipment,214923000.0,190514000.0,3843000.0,190162000.0,
Buildings And Improvements,71607000.0,55381000.0,16836000.0,17241000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,128312000.0,268492000.0,247672000.0,283428000.0,
Other Current Assets,-1000.0,1000.0,1000.0,,-1000.0
Current Deferred Assets,,,,,199000.0
Current Deferred Taxes Assets,1468000.0,4924000.0,,,
Prepaid Assets,589000.0,1032000.0,1374000.0,1362000.0,
Inventory,42892000.0,31173000.0,20471000.0,30384000.0,
Other Inventories,-1000.0,,,,
Finished Goods,19304000.0,2543000.0,2543000.0,2145000.0,
Work In Process,3094000.0,1644000.0,1202000.0,7000.0,
Raw Materials,20495000.0,26986000.0,16726000.0,28232000.0,
Other Receivables,47603000.0,200077000.0,205697000.0,68202000.0,
Taxes Receivable,1468000.0,3009000.0,1699000.0,1537000.0,
Accounts Receivable,27298000.0,10763000.0,16041000.0,22782000.0,
Cash Cash Equivalents And Short Term Investments,8463000.0,20523000.0,2389000.0,159161000.0,
Cash And Cash Equivalents,8463000.0,20523000.0,2389000.0,159161000.0,
