,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,,0.0,,,
Ordinary Shares Number,72324781.0,72324781.0,79620528.0,78617757.0,
Share Issued,72324781.0,72324781.0,79620528.0,78617757.0,
Total Debt,41198000.0,49526000.0,39447000.0,16760351.285877,
Tangible Book Value,179823000.0,333613000.0,666389000.0,817002749.104999,
Invested Capital,892869000.0,943144000.0,1297580000.0,1201627009.38759,
Working Capital,199085000.0,329913000.0,677272000.0,821159751.211284,
Net Tangible Assets,179823000.0,333613000.0,666389000.0,817002749.104999,
Capital Lease Obligations,41198000.0,49526000.0,39447000.0,16760351.285877,
Common Stock Equity,892869000.0,943144000.0,1297580000.0,1201627009.38759,
Total Capitalization,892869000.0,943144000.0,1297580000.0,1201627009.38759,
Total Equity Gross Minority Interest,892869000.0,943144000.0,1297580000.0,1201627009.38759,
Stockholders Equity,892869000.0,943144000.0,1297580000.0,1201627009.38759,
Other Equity Interest,,1579000.0,1693000.0,,
Retained Earnings,-94463000.0,-52204000.0,-5529000.0,-37384293.374386,
Additional Paid In Capital,979365000.0,883987000.0,1202135000.0,1134204990.280256,
Capital Stock,500000.0,95101000.0,112192000.0,107432651.423499,
Common Stock,500000.0,95101000.0,112192000.0,107432651.423499,
Total Liabilities Net Minority Interest,179420000.0,141160000.0,152646000.0,132899931.849563,
Total Non Current Liabilities Net Minority Interest,62048000.0,47139000.0,53223000.0,21027126.152618,
Other Non Current Liabilities,23639000.0,1000.0,9671000.0,-2051.827298,
Non Current Pension And Other Postretirement Benefit Plans,,,,0.0,39570240.617375
Non Current Deferred Taxes Liabilities,8277000.0,9986000.0,13694000.0,10119612.235042,
Long Term Debt And Capital Lease Obligation,30132000.0,37152000.0,29858000.0,10909565.744874,
Long Term Capital Lease Obligation,30132000.0,37152000.0,29858000.0,10909565.744874,
Long Term Debt,,0.0,625000.0,0.0,
Current Liabilities,117372000.0,94021000.0,99423000.0,111872805.696944,
Other Current Liabilities,14856000.0,5184000.0,14021000.0,6802833.407397,
Current Debt And Capital Lease Obligation,11066000.0,12374000.0,9589000.0,5850785.541002,
Current Capital Lease Obligation,11066000.0,12374000.0,9589000.0,5850785.541002,
Current Debt,,0.0,968000.0,0.0,906137.370136
Pensionand Other Post Retirement Benefit Plans Current,,,0.0,47436195.308585,0.0
Payables,21297000.0,16092000.0,21416000.0,9173719.850542,
Accounts Payable,21297000.0,16092000.0,21416000.0,9173719.850542,
Total Assets,1072289000.0,1084304000.0,1450226000.0,1334526941.237153,
Total Non Current Assets,755833000.0,660369000.0,673531000.0,401495410.242574,
Other Non Current Assets,1000.0,1000.0,1000.0,1025.913649,
Non Current Deferred Taxes Assets,,,0.0,335473.763266,1073335.569927
Goodwill And Other Intangible Assets,713046000.0,609531000.0,631191000.0,384624260.282591,
Other Intangible Assets,214587000.0,209284000.0,223721000.0,105586006.855061,
Goodwill,498459000.0,400247000.0,407470000.0,279038253.42753,
Net PPE,42786000.0,50837000.0,42339000.0,16534650.283067,
Accumulated Depreciation,-6005000.0,-4149000.0,-2498000.0,-1633254.529419,
Gross PPE,48791000.0,54986000.0,42339000.0,18167904.812486,
Other Properties,10242000.0,8432000.0,3945000.0,4287293.139724,
Buildings And Improvements,38549000.0,46554000.0,38394000.0,13880611.672762,
Properties,0.0,0.0,0.0,0.0,
Current Assets,316457000.0,423934000.0,776695000.0,933032556.908228,
Other Current Assets,1000.0,,,,1000.0
Restricted Cash,1544000.0,2332000.0,2444000.0,1009499.030746,
Prepaid Assets,6997000.0,4696000.0,0.0,2216999.395775,
Other Receivables,10685000.0,6616000.0,3285000.0,3544531.657753,
Taxes Receivable,3328000.0,7457000.0,7079000.0,,
Accounts Receivable,31884000.0,36079000.0,29171000.0,20613682.952018,
Allowance For Doubtful Accounts Receivable,-1707000.0,-1513000.0,-289000.0,-135420.601685,
Gross Accounts Receivable,33591000.0,37592000.0,27864000.0,20748077.640054,
Cash Cash Equivalents And Short Term Investments,262018000.0,366754000.0,737160000.0,905647843.871936,
Cash And Cash Equivalents,262018000.0,366754000.0,737160000.0,905647843.871936,
Cash Financial,,371521000.0,694832000.0,905647843.871936,211644093.660498
