Ticker,Year,Total Revenue,EBIT,Net Income,EBITDA,ROIC,ROE,Net Margin,Stockholders Equity,Net Debt,Total Liabilities,Operating Cash Flow,Free Cash Flow,Capital Expenditure,Debt/Equity Ratio,Net Debt/EBITDA,Interest Coverage,Basic EPS,Diluted EPS
BOL,2023-12-31,78554000000.0,8434000000.0,6073000000.0,14680000000.0,0.09514268368441858,0.10766966881781434,0.07730987600886015,56404000000.0,9496000000.0,45538000000.0,12183000000.0,-3348000000.0,-15531000000.0,0.25661300616977517,0.646866485013624,10.112709832134293,22.21,22.21
BOL,2024-12-31,89207000000.0,13798000000.0,10022000000.0,20581000000.0,0.13602391146096807,0.1542035942885278,0.11234544374320402,64992000000.0,9156000000.0,51181000000.0,17659000000.0,2671000000.0,-14988000000.0,0.24938453963564747,0.4448763422574219,11.100563153660499,,
BOMILL,2021-12-31,983000.0,-22703000.0,-22718000.0,-20181000.0,-0.9938277009280336,-0.9944843284888811,-23.11088504577823,22844000.0,-14542000.0,2855000.0,-21802000.0,-23381000.0,-1579000.0,0.0,0.7205787622020713,-1513.5333333333333,-1.336091,-1.336091
BOMILL,2022-12-31,560000.0,-25251000.0,-25251000.0,-23017000.0,-1.3349016705434553,-1.3349016705434553,-45.09107142857143,18916000.0,-14644000.0,5812000.0,-18477000.0,-21221000.0,-2744000.0,0.0,0.6362253986184124,,-0.705764,-0.705764
BOMILL,2023-12-31,8478000.0,-17565000.0,-17583000.0,-15713000.0,-0.8189192969369201,-0.8197584968996223,-2.0739561217268223,21449000.0,-12521000.0,3279000.0,-19910000.0,-22240000.0,-2330000.0,0.0,0.7968561064087062,-975.8333333333334,-0.25,-0.25
BOMILL,2024-12-31,15372000.0,-16614000.0,-16706000.0,-14356000.0,-0.8027638190954773,-0.8072091225357557,-1.0867811605516524,20696000.0,-17179000.0,16154000.0,-11108000.0,-11608000.0,-500000.0,0.0,1.1966425188074672,-180.58695652173913,-0.15,-0.15
BONAS,2021-12-31,41929000.0,141977000.0,108428000.0,142033000.0,0.15404959322632283,0.2885265793682261,2.585990603162489,375799000.0,323078000.0,453710000.0,16048000.0,16048000.0,,0.9898323305809754,2.2746685629395986,17.023621103117506,64.54,64.54
BONAS,2022-12-31,37814000.0,-21179000.0,-18315000.0,-21179000.0,-0.01807421632376678,-0.05313084722161786,-0.4843444227005871,344715000.0,328207000.0,464759000.0,9758000.0,9758000.0,,1.1549134792509754,-15.496812880683697,-2.7462396265560165,-10.9,-10.9
BONAS,2023-12-31,46605000.0,-12822000.0,-24291000.0,-12822000.0,-0.015290911763109588,-0.07580892817017452,-0.5212101705825555,320424000.0,,458697000.0,7415000.0,7415000.0,,,,-0.8260001288410745,-14.458929,-14.458929
BONAS,2024-12-31,49132000.0,24188000.0,1461000.0,24188000.0,0.04854769006764477,0.0045388881122139894,0.029736220792965888,321885000.0,331347000.0,458515000.0,10315000.0,10315000.0,,1.2289979340447676,13.698817595501902,1.5202061466909684,,
BONAV-A,2021-12-31,14746000000.0,984000000.0,808000000.0,1207000000.0,0.061995374431772866,0.09713873527290214,0.0547945205479452,8318000000.0,3243000000.0,15388000000.0,719000000.0,619000000.0,-100000000.0,0.5180331810531378,2.6868268434134217,7.935483870967742,4.285324,4.285324
BONAV-A,2022-12-31,13987000000.0,787000000.0,-303000000.0,963000000.0,0.03860178900203666,-0.0379746835443038,-0.02166297276042039,7979000000.0,6538000000.0,17595000000.0,-3242000000.0,-3349000000.0,-107000000.0,0.8573756109788194,6.78920041536864,4.421348314606742,-1.602734,-1.602734
BONAV-A,2023-12-31,13269000000.0,-649000000.0,-1337000000.0,-517000000.0,-0.05294501550008158,-0.202698605215282,-0.10076117265807522,6596000000.0,5540000000.0,12496000000.0,-337000000.0,-546000000.0,-209000000.0,0.8671922377198302,-10.715667311411993,-1.3299180327868851,-12.47,-12.47
BONAV-A,2024-12-31,8194000000.0,-33000000.0,-518000000.0,76000000.0,-0.0023116012351124837,-0.07210467706013363,-0.06321698804002929,7184000000.0,3614000000.0,10065000000.0,566000000.0,521000000.0,-45000000.0,0.5856069042316259,47.55263157894737,-0.07051282051282051,-1.85,-1.85
BONAV-B,2021-12-31,14746000000.0,984000000.0,808000000.0,1207000000.0,0.061995374431772866,0.09713873527290214,0.0547945205479452,8318000000.0,3243000000.0,15388000000.0,719000000.0,619000000.0,-100000000.0,0.5180331810531378,2.6868268434134217,7.935483870967742,4.285324,4.285324
BONAV-B,2022-12-31,13987000000.0,787000000.0,-303000000.0,963000000.0,0.03860178900203666,-0.0379746835443038,-0.02166297276042039,7979000000.0,6538000000.0,17595000000.0,-3242000000.0,-3349000000.0,-107000000.0,0.8573756109788194,6.78920041536864,4.421348314606742,-1.602734,-1.602734
BONAV-B,2023-12-31,13269000000.0,-649000000.0,-1337000000.0,-517000000.0,-0.05294501550008158,-0.202698605215282,-0.10076117265807522,6596000000.0,5540000000.0,12496000000.0,-337000000.0,-546000000.0,-209000000.0,0.8671922377198302,-10.715667311411993,-1.3299180327868851,-12.47,-12.47
BONAV-B,2024-12-31,8194000000.0,-33000000.0,-518000000.0,76000000.0,-0.0023116012351124837,-0.07210467706013363,-0.06321698804002929,7184000000.0,3614000000.0,10065000000.0,566000000.0,521000000.0,-45000000.0,0.5856069042316259,47.55263157894737,-0.07051282051282051,,
BONEX,2021-12-31,212885000.0,-80669000.0,-85531000.0,-72393000.0,-0.24106218197693674,-0.32190332098876945,-0.40177090917631586,265704000.0,-201194000.0,78215000.0,-83421000.0,-86837000.0,-3416000.0,0.01983410110498901,2.779191358280497,-69.06592465753425,-1.34,-1.34
BONEX,2022-12-31,328818000.0,-63724000.0,-68167000.0,-54341000.0,-0.18814275940028558,-0.2534767670157068,-0.20730921056633153,268928000.0,-196180000.0,102890000.0,-46985000.0,-50264000.0,-3279000.0,0.018967902189433603,3.6101654367788596,-65.69484536082474,-1.06,-1.06
BONEX,2023-12-31,591077000.0,18865000.0,245021000.0,28937000.0,0.027475131929630192,0.449433853592503,0.41453313189313745,545177000.0,-163089000.0,143639000.0,-18257000.0,-24317000.0,-6060000.0,0.007817644544799211,-5.636002349932612,6.052293872313122,3.77,3.74
BONEX,2024-12-31,898727000.0,174918000.0,133754000.0,185750000.0,0.18630686744911087,0.1838633939273971,0.14882606175178892,727464000.0,-220075000.0,152227000.0,65760000.0,59920000.0,-5840000.0,0.009524869959200731,-1.1847913862718709,76.25021795989538,2.04,2.01
BONG,2021-12-31,1804048000.0,38463000.0,4444000.0,120061000.0,0.04439227617163482,0.0100540939211645,0.002463349090489832,442009000.0,152191000.0,1004589000.0,66703000.0,45146000.0,-21557000.0,0.6503736349259857,1.2676139629021914,1.3571504181221552,0.02,0.02
BONG,2022-12-31,2164704000.0,90470000.0,44119000.0,156808000.0,0.07773143745672129,0.07676220402297351,0.020381077505284787,574749000.0,131935000.0,1113984000.0,111281000.0,59690000.0,-51591000.0,0.48135272962632386,0.841379266363961,3.160965724468048,0.21,0.21
BONG,2023-12-31,2088028000.0,39897000.0,-4723000.0,118069000.0,0.04196935587723273,-0.008510400599674216,-0.0022619428475097077,554968000.0,121421000.0,1016514000.0,82885000.0,53565000.0,-29320000.0,0.45188911793112396,1.0283901786243637,1.1141923592493297,-0.02,-0.02
BONG,2024-12-31,1914269000.0,40392000.0,-12061000.0,116126000.0,0.041574086364956235,-0.021007913021213447,-0.00630057740056387,574117000.0,141171000.0,994779000.0,70567000.0,24482000.0,-46085000.0,0.4262911566806069,1.215670909184851,1.116171106444125,-0.06,-0.06
BOOZT,2021-12-31,5813800000.0,261000000.0,188700000.0,428000000.0,0.08158169268177895,0.08669882839421089,0.03245725687158141,2176500000.0,-1124900000.0,2760200000.0,244200000.0,-131900000.0,-376100000.0,0.2021594302779692,-2.6282710280373833,16.3125,2.87,2.81
BOOZT,2022-12-31,6743000000.0,259000000.0,186051828.0,482000000.0,0.06650138952164009,0.07433153335996803,0.027591847545602847,2503000000.0,-1126000000.0,3489000000.0,806000000.0,286000000.0,-520000000.0,0.2600878945265681,-2.336099585062241,11.772727272727273,2.76,2.73
BOOZT,2023-12-31,7755000000.0,311000000.0,233000000.0,562000000.0,0.08467430025445292,0.08563028298419699,0.03004513217279175,2721000000.0,-954000000.0,3238000000.0,130000000.0,9000000.0,-121000000.0,0.1870635795663359,-1.697508896797153,7.9743589743589745,3.54,3.39
BOOZT,2024-12-31,8244000000.0,472000000.0,342000000.0,745000000.0,0.11242105263157894,0.11464968152866242,0.04148471615720524,2983000000.0,-697000000.0,3310000000.0,251000000.0,14000000.0,-237000000.0,0.15990613476366075,-0.9355704697986578,10.727272727272727,5.25,4.99
BORG,2021-12-31,768203000.0,111874000.0,86030000.0,147377000.0,0.21438149126841297,0.2529669140565272,0.11198862800587865,340084000.0,3499000.0,346451000.0,113927000.0,103419000.0,-10508000.0,0.2947565895484645,0.02374183217191285,22.35691446842526,3.42,3.42
BORG,2022-12-31,835173000.0,74709000.0,50873000.0,109448000.0,0.14928446224381658,0.15350425906201062,0.06091312817823373,331411000.0,33233000.0,328585000.0,60500000.0,52176000.0,-8324000.0,0.14865227768541178,0.3036419121409254,17.516764361078547,2.02,2.02
BORG,2023-12-31,872261000.0,100550000.0,75969000.0,133565000.0,0.2189524677979391,0.21272681451612904,0.08709434446799753,357120000.0,,280708000.0,121282000.0,110141000.0,-11141000.0,,,16.421688714682347,3.02,3.02
BORG,2024-12-31,989698000.0,101846000.0,72668000.0,133979000.0,0.217358014395633,0.20221448626868246,0.07342441835792332,359361000.0,,356395000.0,76041000.0,61991000.0,-14050000.0,,,,2.89,2.89
BOTX,2021-12-31,0.0,-5395000.0,-5572000.0,-5395000.0,-0.05763396290915306,-0.06259197268060346,,89021000.0,,5929000.0,-3607000.0,-7193000.0,-3586000.0,,,-30.480225988700564,-0.19,-0.19
BOTX,2022-12-31,141000.0,-7405000.0,-7589000.0,-7405000.0,-0.05064702341869118,-0.05365601889166985,-53.822695035460995,141438000.0,-61471000.0,9206000.0,-4142000.0,-8084000.0,-3942000.0,0.03372502439231324,8.301282916948008,-40.244565217391305,-0.26,-0.26
BOTX,2023-12-31,0.0,-7139000.0,-7277000.0,-7139000.0,-0.04941730768743311,-0.05406509803338856,,134597000.0,-37128000.0,17490000.0,-6013000.0,-20264000.0,-14251000.0,0.05517953594805233,5.200728393332399,-27.14448669201521,-0.18,-0.18
BOTX,2024-12-31,57828000.0,-6284000.0,22335000.0,2857000.0,-0.028241737466816852,0.13798876814056504,0.3862315833160407,161861000.0,-2808000.0,57386000.0,5708000.0,-39671000.0,-45379000.0,0.09149826085344832,-0.9828491424571228,-14.648018648018647,0.56,0.55
BOUL,2021-12-31,463344000.0,34216000.0,23272000.0,55694000.0,0.06535103640218536,0.0786920722944528,0.05022618184329569,295735000.0,102331000.0,276295000.0,43284000.0,-13086000.0,-56370000.0,0.4751348335503069,1.8373792509067404,6.2804698972099855,0.87,0.86
BOUL,2022-12-31,548088000.0,30670000.0,12728000.0,57845000.0,0.030382146351674348,0.027519761991247643,0.023222548203938053,462504000.0,70232000.0,297460000.0,-11353000.0,-86314000.0,-74961000.0,0.3613720097555913,1.2141412395194053,3.1228999083596376,0.46,0.45
BOUL,2023-12-31,571329000.0,41364000.0,24977000.0,65979000.0,0.05559766970432259,0.052572532709178776,0.04371736775133067,475096000.0,117943000.0,280009000.0,51377000.0,-31336000.0,-82713000.0,0.3267213363193965,1.7875839282195851,3.6722301136363638,0.64,0.64
BOUL,2024-12-31,558463000.0,-348261000.0,-296579000.0,-325321000.0,-0.7591373799916745,-1.51033014712248,-0.5310629352347425,196367000.0,171327000.0,320540000.0,46580000.0,-39319000.0,-85899000.0,0.9878390972006498,-0.5266398418792516,-27.88318654923939,-5.75,-5.75
BRAIN,2021-12-31,9264342.0,-35441130.0,-38750102.0,-29982981.0,-0.44174020147646703,-0.8567210640735022,-4.182714973173486,45230710.0,21422549.0,54123373.0,-24247129.0,-35062364.0,-10815235.0,0.7738105371328462,-0.7144902970121617,-10.710616469405,-0.509791,-0.509791
BRAIN,2022-12-31,17588407.0,-37538602.0,-45612930.0,-32784362.0,-0.256432936458999,-0.3924308842487226,-2.593351973262843,116231754.0,-41205643.0,17439245.0,-46268681.0,-53669148.0,-7400467.0,0.0,1.2568688388689706,-4.6658541099390245,-0.509791,-0.509791
BRAIN,2023-12-31,23227004.0,-60583921.0,-61275952.0,-56472533.0,-0.43051114445177535,-0.5483989135005821,-2.6381341304285306,111736093.0,,21541961.0,-61160433.0,-67232819.0,-6072386.0,,,-103.1960444644305,-0.37,-0.37
BRAIN,2024-12-31,39961379.0,-42324657.0,-44041882.0,-39566868.0,-0.2302854085893613,-0.3017993779114361,-1.1021111658834397,145930990.0,,16108494.0,-62636476.0,-70204413.0,-7567937.0,,,-28.427865511766175,,
BRAV,2021-12-31,21876000000.0,1507000000.0,1148000000.0,1939000000.0,0.13776975301416364,0.16842723004694835,0.05247760102395319,6816000000.0,489000000.0,12684000000.0,1437000000.0,1349000000.0,-88000000.0,0.3056044600938967,0.2521918514698298,29.54901960784314,5.66,5.64
BRAV,2022-12-31,26303000000.0,1699000000.0,1267000000.0,2167000000.0,0.13762898072761,0.1604813172894237,0.04816941033342204,7895000000.0,884000000.0,14537000000.0,1592000000.0,1450000000.0,-142000000.0,0.27764407853071565,0.4079372404245501,25.35820895522388,6.22,6.21
BRAV,2023-12-31,29423000000.0,1752000000.0,1227000000.0,2349000000.0,0.1357644742024419,0.14910681735326284,0.04170206980933284,8229000000.0,1356000000.0,16067000000.0,1417000000.0,1304000000.0,-113000000.0,0.291894519382671,0.5772669220945083,10.068965517241379,6.02,6.0
BRAV,2024-12-31,29653000000.0,1549000000.0,1056000000.0,2182000000.0,0.11434980124929017,0.12001363791339925,0.03561191110511584,8799000000.0,1363000000.0,15039000000.0,1896000000.0,1842000000.0,-54000000.0,0.2582111603591317,0.6246562786434464,8.46448087431694,5.17,5.16
BRAVE,2022-12-31,,-2513000.0,-2527000.0,-2513000.0,,-0.3370232061883169,,7498000.0,,7065000.0,-2407000.0,-2407000.0,,,,,-0.132889,-0.132889
BRAVE,2023-12-31,40564.0,-16014876.0,-16928032.0,-15751970.0,-1.1382132819964252,-2.5764908741590236,-417.31663544029186,6570189.0,7226457.0,17044831.0,-8557418.0,-26606276.0,-18048858.0,1.1415196731783515,-0.4587652845961489,-17.537940943278038,-0.890208,-0.890208
BRAVE,2024-12-31,1575544.0,-23054481.0,-31614457.0,-21812787.0,-0.7894608051366548,-2.0795128193001573,-20.06574046805421,15202819.0,13013340.0,39522720.0,-10534573.0,-37796449.0,-27261876.0,0.92088184434742,-0.5965922648948986,-2.6932880419290894,-1.14,-1.14
BRE2,2021-12-31,1511873000.0,94331000.0,81183000.0,219939000.0,0.14347227328164128,0.1520671033579776,0.05369697057887799,533863000.0,53748000.0,798117000.0,217999000.0,194829000.0,-23170000.0,0.3357790294513761,0.24437684994475742,9.759052348437823,0.085,0.085
BRE2,2022-12-31,1531361000.0,95132000.0,74190000.0,241573000.0,0.14366047615938868,0.14031471044369634,0.0484471003244826,528740000.0,31111000.0,780531000.0,257536000.0,203665000.0,-53871000.0,0.2799182963271173,0.1287850877374541,8.831414779056814,0.078,0.078
BRE2,2023-12-31,1579725000.0,120697000.0,85314000.0,263481000.0,0.16689455910800785,0.15872785523715965,0.05400560224089636,537486000.0,-33426000.0,756474000.0,256681000.0,228610000.0,-28071000.0,0.23663872175275263,-0.1268630375624808,9.770662996842873,0.089,0.089
BRE2,2024-12-31,1727434000.0,149232000.0,109289000.0,287666000.0,0.20144387705846784,0.19493753522784837,0.06326667183811364,560636000.0,-17576000.0,793263000.0,256208000.0,218587000.0,-37621000.0,0.19808752916330738,-0.0610986352227931,12.389539227895392,0.114,0.114
BRIGHT,2021-12-31,26860000.0,-29887000.0,92486000.0,1436000.0,-0.06412323514549832,0.24991285503130464,3.4432613551749816,370073000.0,-300142000.0,38024000.0,-413000.0,-8687000.0,-8274000.0,0.00744988150986427,-209.0125348189415,-5.313244444444445,11.142073,11.142073
BRIGHT,2022-12-31,27346000.0,-28695000.0,-30251000.0,-27294000.0,-4.674489149092692,-4.945398070949812,-1.1062312586849996,6117000.0,-5889000.0,27631000.0,-27462000.0,-31120000.0,-3658000.0,0.43289194049370605,0.21576170586942184,-17.254960914010823,-1.600919,-1.600919
BRIGHT,2023-12-31,57700000.0,-58015000.0,-60954000.0,-45809000.0,-0.6630514813469985,-0.7313543866385103,-1.0563951473136914,83344000.0,-16343000.0,71455000.0,-42222000.0,-53213000.0,-10991000.0,0.0717268189671722,0.3567639546813945,-13.025370453524921,-2.42149,-2.42149
BRIGHT,2024-12-31,65742000.0,-51302000.0,-50625000.0,-29235000.0,-0.5668054262954656,-0.5949722640090259,-0.77005567217304,85088000.0,-14128000.0,54488000.0,-39546000.0,-49963000.0,-10417000.0,0.06682493418578413,0.4832563707884385,-30.646356033452808,,
BRILL,2021-12-31,98882000.0,-26087000.0,-25922000.0,-19642000.0,-0.6381782765342425,-0.6404288961359819,-0.2621508464634615,40476000.0,-17318000.0,35817000.0,-38550000.0,-40418000.0,-1868000.0,0.0,0.8816821097647898,-283.55434782608694,-3.51,-3.51
BRILL,2022-12-31,79555000.0,-31859000.0,-32518000.0,-25050000.0,-0.8443943811290751,-1.8340665538635081,-0.4087486644459808,17730000.0,-1968000.0,70276000.0,-11970000.0,-25124000.0,-13154000.0,1.1280315848843767,0.07856287425149701,-48.27121212121212,-2.18,-2.18
BRILL,2023-12-31,88505000.0,-11400000.0,-11712000.0,-3818000.0,-0.2880970432145565,-0.2959818043972707,-0.13233150669453703,39570000.0,-22360000.0,50585000.0,-870000.0,-11884000.0,-11014000.0,0.0,5.856469355683604,-36.53846153846154,-0.92,-0.92
BRILL,2024-12-31,85557000.0,-4764000.0,-4779000.0,5756000.0,-0.1466297322253001,-0.14709141274238227,-0.05585749850976542,32490000.0,-18080000.0,57859000.0,7981000.0,-4530000.0,-12511000.0,0.0,-3.141070187630299,-340.2857142857143,,
BRIN-B,2021-12-31,399000000.0,591800000.0,399800000.0,594300000.0,0.06257022724180161,0.13980976360330116,1.0020050125313282,2859600000.0,4421400000.0,5015500000.0,147300000.0,146500000.0,-800000.0,1.570569310393062,7.439676930843008,7.655886157826649,4.4,4.4
BRIN-B,2022-12-31,463800000.0,495900000.0,289700000.0,498900000.0,0.0447031713851278,0.09164241427306086,0.6246226821905994,3161200000.0,4954700000.0,5727800000.0,168100000.0,167400000.0,-700000.0,1.622295330887005,9.931248747243936,4.591666666666667,3.0,3.0
BRIN-B,2023-12-31,513400000.0,-206800000.0,-337700000.0,-202900000.0,-0.022602455942584452,-0.11960332920134585,-0.6577717179587067,2823500000.0,5037200000.0,5712400000.0,136900000.0,136100000.0,-800000.0,1.8286169647600496,-24.826022671266635,-1.1476137624861265,-3.5,-3.5
BRIN-B,2024-12-31,545400000.0,273400000.0,46000000.0,277400000.0,0.026811867002618447,0.016030667363652204,0.08434176751008435,2869500000.0,5198400000.0,5801100000.0,95900000.0,95600000.0,-300000.0,1.8224080850322355,18.73972602739726,1.5325112107623318,0.5,0.5
BTS-B,2021-12-31,1916762000.0,306403000.0,214702000.0,410356000.0,0.20434871701762775,0.21835952199338926,0.11201286336018765,983250000.0,-421313000.0,1508587000.0,312045000.0,292705000.0,-19340000.0,0.17607119247393846,-1.0267012057822964,17.821380794509395,11.11,11.11
BTS-B,2022-12-31,2529634000.0,306340000.0,198405000.0,423036000.0,0.145587040545819,0.16344023131482047,0.07843229494859731,1213930000.0,-303632000.0,1544589000.0,199014000.0,138825000.0,-60189000.0,0.2252428064221166,-0.7177450618859861,18.373418101121572,10.24,10.24
BTS-B,2023-12-31,2682892000.0,321928000.0,214815000.0,455796000.0,0.14547166710116322,0.16515921990014254,0.08006844852494995,1300654000.0,-179905000.0,1655767000.0,165650000.0,125405000.0,-40245000.0,0.2709483075437434,-0.3947050873636451,12.014928715384041,11.08,11.08
BTS-B,2024-12-31,2802054000.0,503349000.0,386496000.0,644335000.0,0.19882356937212428,0.23223392116463062,0.13793310193165442,1664253000.0,-218929000.0,1698588000.0,385953000.0,352173000.0,-33780000.0,0.2910633178969784,-0.3397751169810735,14.073787222144555,19.95,19.95
BUFAB,2021-12-31,5878000000.0,656000000.0,470000000.0,848000000.0,0.11730823529411764,0.19772822885990746,0.07995916978564137,2377000000.0,1677000000.0,4196000000.0,172000000.0,138000000.0,-34000000.0,0.8287757677745057,1.9775943396226414,16.0,2.514,2.464
BUFAB,2022-12-31,8431000000.0,945000000.0,609000000.0,1185000000.0,0.10595454545454545,0.20059288537549408,0.07223342426758392,3036000000.0,3359000000.0,6400000000.0,-47000000.0,-113000000.0,-66000000.0,1.2124505928853755,2.8345991561181436,8.076923076923077,3.246,3.19
BUFAB,2023-12-31,8680000000.0,986000000.0,574000000.0,1264000000.0,0.11596409780253791,0.1679344645991808,0.06612903225806452,3418000000.0,2966000000.0,5182000000.0,1446000000.0,1360000000.0,-86000000.0,0.9315389116442364,2.346518987341772,4.268398268398268,3.029993,3.029993
BUFAB,2024-12-31,8035000000.0,904000000.0,551000000.0,1184000000.0,0.10522119477469544,0.14131828674018979,0.0685749844430616,3899000000.0,2864000000.0,5292000000.0,1101000000.0,1022000000.0,-79000000.0,0.7886637599384457,2.418918918918919,4.3253588516746415,2.914,2.9
BULTEN,2021-12-31,3730000000.0,227000000.0,143000000.0,395000000.0,0.07542663842319891,0.086144578313253,0.03833780160857909,1660000000.0,361000000.0,1732000000.0,48000000.0,-122000000.0,-170000000.0,0.36325301204819277,0.9139240506329114,13.352941176470589,6.85,6.85
BULTEN,2022-12-31,4474000000.0,174000000.0,55000000.0,349000000.0,0.05221315192743764,0.030572540300166758,0.012293249888243183,1799000000.0,461000000.0,2531000000.0,298000000.0,31000000.0,-267000000.0,0.5069483046136742,1.320916905444126,9.157894736842104,2.65,2.65
BULTEN,2023-12-31,5757000000.0,267000000.0,103000000.0,456000000.0,0.05809209922375971,0.05712701053799223,0.017891262810491575,1803000000.0,884000000.0,3014000000.0,353000000.0,203000000.0,-150000000.0,0.6788685524126455,1.9385964912280702,3.8142857142857145,4.89,4.89
BULTEN,2024-12-31,5807000000.0,331000000.0,135000000.0,528000000.0,0.07406794831880448,0.06726457399103139,0.02324780437403134,2007000000.0,947000000.0,3046000000.0,319000000.0,115000000.0,-204000000.0,0.6462381664175386,1.793560606060606,3.0934579439252334,6.45,6.45
BURE,2021-12-31,201000000.0,6363000000.0,6352000000.0,6367000000.0,0.26575617090590153,0.2652967464394604,31.601990049751244,23943000000.0,-324000000.0,48000000.0,980000000.0,958000000.0,-22000000.0,8.353172117111473e-05,-0.05088738809486414,6363.0,85.67,85.67
BURE,2022-12-31,227000000.0,-9235000000.0,-9243000000.0,-9231000000.0,-0.6353629170966633,-0.6359133126934985,-40.71806167400881,14535000000.0,,95000000.0,176000000.0,160000000.0,-16000000.0,,,,-124.66,-124.66
BURE,2023-12-31,221000000.0,4749000000.0,4745000000.0,4754000000.0,0.24841763875085002,0.24820840089972276,21.470588235294116,19117000000.0,,57000000.0,1368000000.0,1368000000.0,-2000000.0,,,,64.0,63.89
BURE,2024-12-31,241000000.0,5735000000.0,5742000000.0,5740000000.0,0.2323555627582854,0.23263917024552305,23.82572614107884,24682000000.0,,52000000.0,172000000.0,172000000.0,,,,,77.44,77.21
BUSER,2021-12-31,138477000.0,-230483000.0,-231130000.0,-188995000.0,-0.2378231695113932,-0.30036621468133606,-1.6690858409699805,769494000.0,,100128000.0,-85131000.0,-162781000.0,-77650000.0,,,-2560.9222222222224,-1.116481,-1.116481
BUSER,2022-12-31,208061000.0,-199998000.0,-200166000.0,-132001000.0,-0.33912256089371834,-0.33942779236106874,-0.962054397508423,589716000.0,,85056000.0,-138379000.0,-163161000.0,-24782000.0,,,-1111.1,-0.947597,-0.947597
BUSER,2023-12-31,188471000.0,-278337000.0,-278403000.0,-209284000.0,-0.6930667415138363,-0.8730870066986126,-1.4771662483883463,318872000.0,,55503000.0,-120247000.0,-120436000.0,-189000.0,,,-13254.142857142857,-1.317975,-1.317975
BUSER,2024-12-31,103021000.0,-110897000.0,-111668000.0,-82072000.0,-0.42097013362656277,-0.5338751703200822,-1.0839343434833675,209165000.0,,52218000.0,-83310000.0,-83325000.0,-15000.0,,,-8530.538461538461,-0.53,-0.53
BUY,2021-12-31,28586717.0,-8817598.0,-7403601.0,-6720686.0,-0.5202251178040693,-0.8755883250017473,-0.25898745210931357,8455573.0,3228093.0,7977832.0,-9130172.0,-13152327.0,-4022155.0,0.6053122597368623,-0.4803219492772018,-20.638415698831107,-1.068481,-1.068481
BUY,2022-12-31,42273108.0,-13180263.0,-13998303.0,-10482809.0,-0.8560771986959048,-1.2062800173932196,-0.3311396692194953,11604522.0,-1995442.0,11259486.0,-9859215.0,-13610408.0,-3751193.0,0.3267340955534403,0.19035374964859134,-16.11200308053396,-2.428563,-2.428563
BUY,2023-12-31,52560468.0,-9261591.0,-9720312.0,-6467041.0,-0.7997481830442098,-1.277388827700891,-0.18493579623377782,7609517.0,10303.0,16352181.0,-6086101.0,-9910743.0,-3824642.0,0.521861900039122,-0.0015931552003458768,-20.190030541440223,-1.403391,-1.403391
BUY,2024-12-31,82765182.0,-6340767.0,-6951001.0,-2906158.0,-0.4231584772381959,-0.8705750315710213,-0.08398460357400048,7984379.0,3983013.0,17709373.0,-3895889.0,-8863056.0,-4967167.0,0.8767118895533391,-1.370542482549125,-10.390714053953074,-0.726578,-0.726578
BYGGP,2021-12-31,2280332000.0,88624000.0,69665000.0,105545000.0,0.3554613391698267,0.35459242104191585,0.03055037599788101,196465000.0,-159174000.0,588542000.0,99381000.0,80854000.0,-18527000.0,0.04774387295447026,-1.5081150220285187,355.91967871485946,4.376209,4.376209
BYGGP,2022-12-31,3957195000.0,-106757000.0,-93381000.0,-54586000.0,-0.1607919388604434,-0.29075980346367253,-0.02359777569717944,321162000.0,169731000.0,1539898000.0,-71586000.0,-77180000.0,-5594000.0,0.7972829911384286,-3.1094236617447697,-21.39847664862698,-4.82,-4.82
BYGGP,2023-12-31,4868647000.0,-181992000.0,-164775000.0,-98872000.0,-0.2445465961208723,-0.3774706545344586,-0.03384410494332409,436524000.0,120968000.0,1347894000.0,-126550000.0,-137162000.0,-10612000.0,0.4651244834190102,-1.2234808641475847,-10.181940248405505,-5.11,-5.11
BYGGP,2024-12-31,4754998000.0,88424000.0,53540000.0,166229000.0,0.10517413709158283,0.10925103659930131,0.011259731339529481,490064000.0,117588000.0,1262235000.0,82285000.0,75089000.0,-7196000.0,0.31285709621600444,0.7073855945713443,5.958089077555421,1.18,1.18
CAG,2021-12-31,652985000.0,40740000.0,30280000.0,71218000.0,0.11934044023705644,0.12929672488150648,0.04637166244247571,234190000.0,-32258000.0,218322000.0,51935000.0,50980000.0,-955000.0,0.2053546265852513,-0.4529472886068129,18.018575851393187,4.36,4.32
CAG,2022-12-31,799605000.0,65426000.0,48251000.0,94332000.0,0.14198162421695654,0.17740642694315759,0.060343544625158674,271980000.0,-24989000.0,313285000.0,90473000.0,87751000.0,-2722000.0,0.3815758511655269,-0.2649048043081881,18.01376651982379,6.79,6.79
CAG,2023-12-31,893534000.0,75827000.0,53440000.0,106077000.0,0.16366539083409665,0.1787763322081754,0.05980746115984394,298921000.0,-29228000.0,288745000.0,66371000.0,62166000.0,-4205000.0,0.2549569953265244,-0.2755356957681684,11.341160634160934,7.46,7.46
CAG,2024-12-31,872058000.0,69328000.0,48594000.0,100390000.0,0.15285740876978807,0.1522039408774419,0.05572335785005126,319269000.0,-60618000.0,227069000.0,82209000.0,78484000.0,-3725000.0,0.14975772780946475,-0.6038250821794999,10.97656744775174,6.78,6.78
