Ticker,Year,Total Revenue,EBIT,Net Income,EBITDA,ROIC,ROE,Net Margin,Stockholders Equity,Net Debt,Total Liabilities,Operating Cash Flow,Free Cash Flow,Capital Expenditure,Debt/Equity Ratio,Net Debt/EBITDA,Interest Coverage,Basic EPS,Diluted EPS
ABB,2024-12-31,32850000000.0,5332000000.0,3935000000.0,6134000000.0,0.1880740913544534,0.271604086140254,0.1197869101978691,14488000000.0,2854000000.0,25297000000.0,4675000000.0,3830000000.0,-845000000.0,0.4955825510767532,0.46527551353113794,53.85858585858586,2.13,2.13
ABSO,2021-12-31,1029807000.0,132278000.0,98232000.0,169274000.0,0.09796203451441568,0.18532801050478828,0.0953887476002785,530044000.0,333693000.0,927182000.0,114510000.0,99352000.0,-15158000.0,1.0695772426440069,1.9713186904072686,14.619584438549955,8.68,8.68
ABSO,2022-12-31,1339321000.0,211006000.0,151755000.0,251572000.0,0.1300771144795736,0.21857675572205731,0.11330741472731332,694287000.0,242907000.0,971643000.0,196141000.0,168910000.0,-27231000.0,0.8331309674529409,0.9655565802235543,14.940593358351625,13.4,13.4
ABSO,2023-12-31,1408464000.0,219451000.0,140223000.0,219451000.0,0.13433657861072124,0.173969844383321,0.09955739017823671,806019000.0,198675000.0,873340000.0,214095000.0,192483000.0,-21612000.0,0.6163080522915713,0.9053273851565953,5.593673531810767,12.39,12.39
ABSO,2024-12-31,1400199000.0,223039000.0,143917000.0,223039000.0,0.12769816508849557,0.15250905514898344,0.10278324723842826,943662000.0,143017000.0,734515000.0,146106000.0,111060000.0,-35046000.0,0.4226576888758899,0.641219697003663,7.131998848847249,,
ACAD,2021-06-30,13176000000.0,1172000000.0,599000000.0,2753000000.0,0.12343556946523336,0.11291234684260132,0.045461445051608984,5305000000.0,2155000000.0,12096000000.0,2872000000.0,2741000000.0,-131000000.0,0.5883129123468426,0.7827824191790773,2.93,5.64,5.62
ACAD,2022-06-30,14096000000.0,1220000000.0,605000000.0,2975000000.0,0.12252374138155327,0.10507120527961097,0.042919977298524405,5758000000.0,1972000000.0,13106000000.0,2831000000.0,2677000000.0,-154000000.0,0.5399444251476208,0.6628571428571428,2.7981651376146788,5.73,5.72
ACAD,2023-06-30,15268000000.0,1293000000.0,578000000.0,3218000000.0,0.12735865907325913,0.09421352893235534,0.037856955724390885,6135000000.0,1933000000.0,13783000000.0,2895000000.0,2721000000.0,-174000000.0,0.47269763651181745,0.6006836544437539,2.4213483146067416,5.47,5.47
ACAD,2024-06-30,17050000000.0,1489000000.0,632000000.0,3648000000.0,0.13615542557001314,0.100877893056664,0.03706744868035191,6265000000.0,2370000000.0,16464000000.0,3505000000.0,3345000000.0,-160000000.0,0.5883479648842778,0.649671052631579,2.2424698795180724,6.06,6.06
ACARIX,2021-12-31,3760000.0,-51660000.0,-51731000.0,-48282000.0,-0.5138049013367282,-0.5145110598345003,-13.758244680851064,100544000.0,-15576000.0,18057000.0,-48007000.0,-48050000.0,-43000.0,0.0028246339910884787,0.32260469740275877,-727.6056338028169,-0.334028,-0.334028
ACARIX,2022-12-31,5822000.0,-76822000.0,-76985000.0,-73785000.0,-1.4823347805113363,-1.4854799807042933,-13.223119203023016,51825000.0,-10910000.0,17656000.0,-74869000.0,-75020000.0,-151000.0,0.004843222383019778,0.14786203157823405,-471.3006134969325,-0.31,-0.31
ACARIX,2023-12-31,6241000.0,-77707000.0,-77839000.0,-74619000.0,-1.4976775561337574,-1.50022164402043,-12.472199967953854,51885000.0,-35149000.0,10999000.0,-81366000.0,-81366000.0,,0.0,0.47104624827456815,-588.689393939394,-0.16,-0.16
ACARIX,2024-12-31,6202000.0,-66074000.0,-66187000.0,-62784000.0,-0.8728747506506203,-0.874367544288413,-10.671880038697195,75697000.0,,5064000.0,-63325000.0,-64245000.0,-920000.0,,,-584.7256637168142,-0.07,-0.07
ACAST,2021-12-31,1025702000.0,-290093000.0,-300394000.0,-250065000.0,-0.15408924892026266,-0.20095825015654184,-0.29286673907236216,1494808000.0,-1340697000.0,370173000.0,-121806000.0,-156525000.0,-34719000.0,0.016091698733215237,5.361394037550237,-57.72995024875622,-1.91,-1.91
ACAST,2022-12-31,1390366000.0,-277005000.0,-286375000.0,-219311000.0,-0.1681667813560877,-0.21896121968376303,-0.2059709457797443,1307880000.0,-830974000.0,554855000.0,-294284000.0,-337040000.0,-42756000.0,0.028124139829342143,3.7890210705345377,-84.94480220791168,-1.59,-1.59
ACAST,2023-12-31,1636371000.0,-166576000.0,-179679000.0,-95253000.0,-0.11563095339051584,-0.1570863673837648,-0.10980333921830684,1143823000.0,,580442000.0,-28135000.0,-81292000.0,-53157000.0,,,-38.46132532902332,-0.99,-0.99
ACAST,2024-12-31,1943701000.0,22462000.0,78215000.0,104285000.0,0.014068306288952467,0.061696842626708666,0.040240242712227856,1267731000.0,,742343000.0,34390000.0,-28863000.0,-63253000.0,,,4.078808788814237,0.43,0.42
ACCON,2021-12-31,31157000.0,-51111000.0,-51138000.0,-39674000.0,-0.2559414716221494,-0.2560766757804284,-1.6413005103187084,199698000.0,,23525000.0,-42592000.0,-55660000.0,-13068000.0,,,-1893.0,-1.601026,-1.601026
ACCON,2022-12-31,46825000.0,-47092000.0,-47154000.0,-36137000.0,-0.2745713102949665,-0.2749328031438217,-1.0070261612386546,171511000.0,-89883000.0,19164000.0,-62529000.0,-85942000.0,-23413000.0,0.0,2.487284500650303,-759.5483870967741,-1.323222,-1.323222
ACCON,2023-12-31,35522000.0,-45567000.0,-46504000.0,-45567000.0,-0.2852458941315671,-0.35154135736207914,-1.3091605202409775,132286000.0,-11203000.0,66934000.0,-49348000.0,-49348000.0,-36643000.0,0.20750495139319353,0.2458577479316172,-48.475531914893615,-1.72759,-1.72759
ACCON,2024-12-31,51320000.0,-26475000.0,-31479000.0,-26475000.0,-0.11615219739684882,-0.13823312430837328,-0.6133865939204989,227724000.0,-53757000.0,23460000.0,-32087000.0,-32087000.0,,0.0,2.0304815864022663,-5.260282137889926,-0.588951,-0.588951
ACE,2021-12-31,0.0,-129446000.0,-125903000.0,-129446000.0,-0.40875313885405773,-0.40899640715450536,,307834000.0,,25659000.0,-116559000.0,-116597000.0,-38000.0,,,-1681.1168831168832,-2.642642,-2.642642
ACE,2022-12-31,0.0,-133107000.0,-131223000.0,-133107000.0,-0.7252870229349935,-0.7255541609762302,,180859000.0,,37710000.0,-125263000.0,-125328000.0,-65000.0,,,-2773.0625,-2.608053,-2.608053
ACE,2023-12-31,0.0,-109607000.0,-109288000.0,-109607000.0,-1.4703482352545476,-1.4703476482617588,,74328000.0,,12744000.0,-126792000.0,-126792000.0,,,,,-3.24,-3.24
ACE,2024-12-31,0.0,-76419000.0,-80029000.0,-76419000.0,-0.7327454474267776,-1.0137439197405755,,78944000.0,-49859000.0,61976000.0,-62844000.0,-62844000.0,,0.32170905958654233,0.6524424554103038,-20.62591093117409,-1.48,-1.48
ACOU,2021-12-31,3007000.0,-12093000.0,-12274000.0,-11455000.0,-0.3662104051844225,-0.3716915995397008,-4.0818091120718325,33022000.0,-31533000.0,3538000.0,-10993000.0,-12307000.0,-1314000.0,0.0,2.7527717154081186,-66.8121546961326,-0.916068,-0.916068
ACOU,2022-12-31,4963000.0,-13765000.0,-13780000.0,-12844000.0,-0.7264235579713969,-0.7272151564726371,-2.776546443683256,18949000.0,-34426000.0,22542000.0,3965000.0,2954000.0,-1011000.0,0.0,2.6803176580504515,-917.6666666666666,-1.04,-1.04
ACOU,2023-12-31,5534000.0,-17089000.0,-17089000.0,-16306000.0,-0.7080588357157654,-0.7080588357157654,-3.088001445608963,24135000.0,-23986000.0,10378000.0,-31559000.0,-32689000.0,-1130000.0,0.0,1.4709922727830247,,-1.29,-1.29
ACOU,2024-12-31,4737000.0,-14349000.0,-15078000.0,-14116000.0,-1.69549805033676,-1.781637717121588,-3.183027232425586,8463000.0,-4840000.0,3861000.0,-17535000.0,-18563000.0,-1028000.0,0.0,0.3428733352224426,-19.68312757201646,-1.01,-1.01
ACRI-A,2021-12-31,101955000.0,202979000.0,153164000.0,205438000.0,0.09861106794780031,0.17504757224409562,1.502270609582659,874985000.0,724084000.0,956247000.0,79900000.0,70690000.0,-9210000.0,0.9128625062143922,3.5245864932485715,13.88840232637701,3.554904,2.861747
ACRI-A,2022-12-31,122435000.0,127933000.0,79336000.0,132712000.0,0.05063489918032321,0.08428397503861705,0.6479846449136276,941294000.0,967378000.0,1154410000.0,-15763000.0,-20754000.0,-4991000.0,1.0577874712895228,7.289303152691542,5.232861583769633,1.23,1.23
ACRI-A,2023-12-31,143345000.0,24680000.0,7764000.0,26652000.0,0.009609423118416664,0.008199188318374356,0.05416303324148034,946923000.0,1049259000.0,1216392000.0,71226000.0,-77691000.0,-148917000.0,1.1535436355437558,39.36886537595677,0.7025134496598446,0.11,0.11
ACRI-A,2024-12-31,157728000.0,105464000.0,35908000.0,106812000.0,0.04107443815884542,0.03731627905526671,0.2276577399066748,962261000.0,995289000.0,1226233000.0,61062000.0,12532000.0,-48530000.0,1.1186549179484568,9.318138411414449,2.7562919791966127,0.52,0.52
ACRI-B,2021-12-31,101955000.0,202979000.0,153164000.0,205438000.0,0.09861106794780031,0.17504757224409562,1.502270609582659,874985000.0,724084000.0,956247000.0,79900000.0,70690000.0,-9210000.0,0.9128625062143922,3.5245864932485715,13.88840232637701,3.554904,2.861747
ACRI-B,2022-12-31,122435000.0,127933000.0,79336000.0,132712000.0,0.05063489918032321,0.08428397503861705,0.6479846449136276,941294000.0,967378000.0,1154410000.0,-15763000.0,-20754000.0,-4991000.0,1.0577874712895228,7.289303152691542,5.232861583769633,1.23,1.23
ACRI-B,2023-12-31,143345000.0,24680000.0,7764000.0,26652000.0,0.009609423118416664,0.008199188318374356,0.05416303324148034,946923000.0,1049259000.0,1216392000.0,71226000.0,-77691000.0,-148917000.0,1.1535436355437558,39.36886537595677,0.7025134496598446,0.11,0.11
ACRI-B,2024-12-31,157728000.0,105464000.0,35908000.0,106812000.0,0.04107443815884542,0.03731627905526671,0.2276577399066748,962261000.0,995289000.0,1226233000.0,61062000.0,12532000.0,-48530000.0,1.1186549179484568,9.318138411414449,2.7562919791966127,0.52,0.52
ACROUD,2021-12-31,24767000.0,3130000.0,718000.0,5050000.0,0.040352341365201015,0.017116837914511168,0.028990188557354545,41947000.0,17501000.0,34293000.0,3281000.0,885000.0,-2396000.0,0.4697117791498796,3.4655445544554455,1.2555154432410751,0.006,0.006
ACROUD,2022-12-31,30905000.0,-14047000.0,-18421000.0,-11144000.0,-0.2557572519434062,-0.7574735803281385,-0.5960524187024753,24319000.0,17079000.0,55558000.0,5596000.0,3110000.0,-2486000.0,0.8016365804514989,-1.5325735821966977,-3.6917214191852827,-0.141,-0.141
ACROUD,2023-12-31,39354000.0,-26893000.0,-31714000.0,-22222000.0,-1.0462561614973787,-11.54075691411936,-0.8058647151496672,2748000.0,14607000.0,32629000.0,4240000.0,1973000.0,-2267000.0,6.461790393013101,-0.6573215732157321,-6.879764645689435,-0.21,-0.21
ACROUD,2024-12-31,38587000.0,770000.0,-3402000.0,5541000.0,0.03789623752556871,4.51792828685259,-0.08816440770207583,-753000.0,15407000.0,27292000.0,4226000.0,3627000.0,-599000.0,-22.579017264276228,2.78054502797329,0.24719101123595505,-0.016,-0.016
ACTI,2021-12-31,0.0,-49799000.0,-49825000.0,-48521000.0,-1.0669537644084501,-1.0675108197283285,,46674000.0,-52374000.0,10130000.0,-46166000.0,-46166000.0,,0.016283155504135064,1.0794089157272109,-1915.3461538461538,-0.093315,-0.093315
ACTI,2022-12-31,0.0,-58167000.0,-58372000.0,-56672000.0,-1.685462606125583,-1.6914027411549941,,34511000.0,-40190000.0,16494000.0,-54850000.0,-55095000.0,-245000.0,0.04653588710845817,0.7091685488424618,-283.74146341463415,-0.125632,-0.125632
ACTI,2023-12-31,0.0,-45562000.0,-45800000.0,-43887000.0,-1.4857012423778002,-1.4934620275866566,,30667000.0,-34673000.0,13380000.0,-45741000.0,-45741000.0,,0.0503798871751394,0.7900517237450726,-191.43697478991598,-0.076761,-0.076761
ACTI,2024-12-31,0.0,-39221000.0,-39398000.0,-37581000.0,-1.1978438139449654,-1.2032495495220352,,32743000.0,-25744000.0,10441000.0,-40415000.0,-40415000.0,,0.050422991173685976,0.6850270083286767,-221.58757062146893,-0.09,-0.09
ACUVI,2021-12-31,51441000.0,-46917000.0,-47858000.0,-24639000.0,-0.11644420397404905,-0.12389490497800812,-0.9303473882700569,386279000.0,8064000.0,150839000.0,-24055000.0,-31787000.0,-7732000.0,0.04306472782626029,-0.32728600998417146,-248.23809523809524,-2.574457,-2.574457
ACUVI,2022-12-31,185075000.0,-102358000.0,-96418000.0,-4617000.0,-0.2736340086989299,-0.283810235865857,-0.5209671754694043,339727000.0,19120000.0,155465000.0,-18013000.0,-23433000.0,-5420000.0,0.10108704930723787,-4.141217240632446,-44.95300834431269,-3.856716,-3.856716
ACUVI,2023-12-31,190816000.0,18293000.0,6499000.0,39460000.0,0.044556850113503896,0.024165870309705392,0.034058988764044944,268933000.0,44683000.0,130501000.0,25705000.0,12251000.0,-13454000.0,0.21212346569591684,1.132361885453624,1.3185094421219548,0.25,0.25
ACUVI,2024-12-31,178217000.0,40124000.0,33399000.0,51992000.0,0.06558530620311433,0.07574723253509084,0.18740636415156803,440927000.0,28784000.0,131838000.0,-4770000.0,-11995000.0,-7225000.0,0.11285995187411975,0.5536236344052932,4.959090347299469,1.2,1.2
ADDT-B,2022-03-31,14038000000.0,1484000000.0,1074000000.0,2060000000.0,0.1552976894142934,0.2732129229203765,0.07650662487533837,3931000000.0,3290000000.0,8168000000.0,1121000000.0,995000000.0,-126000000.0,0.9481048079369118,1.5970873786407767,29.098039215686274,4.0,3.95
ADDT-B,2023-03-31,18714000000.0,2138000000.0,1495000000.0,2843000000.0,0.18055464748828592,0.28838734567901236,0.07988671582772255,5184000000.0,3634000000.0,9698000000.0,1911000000.0,1714000000.0,-197000000.0,0.8179012345679012,1.2782272247625748,16.075187969924812,5.55,5.55
ADDT-B,2024-03-31,20019000000.0,2426000000.0,1632000000.0,2426000000.0,0.17895752518807734,0.27318379645128893,0.0815225535741046,5974000000.0,3980000000.0,10179000000.0,2575000000.0,2575000000.0,-189000000.0,0.7997991295614328,1.6405605935696619,9.18939393939394,6.05,6.05
ADDT-B,2025-03-31,21796000000.0,2757000000.0,1892000000.0,2757000000.0,,0.2884586064948925,0.0868049183336392,6559000000.0,,11450000000.0,2709000000.0,2709000000.0,,,,,,
ADDV-A,2021-12-31,465953000.0,30089000.0,2805000.0,43805000.0,0.03158766356968991,0.011343645738550198,0.006019920464081141,247275000.0,191954000.0,822167000.0,10186000.0,6049000.0,-4137000.0,2.0935759781619656,4.382011185937678,1.3414025232936562,0.008261,0.008261
ADDV-A,2022-12-31,951500000.0,153700000.0,81100000.0,181600000.0,0.09664823831853961,0.1645364171231487,0.08523384130320547,492900000.0,617100000.0,1475900000.0,109900000.0,96000000.0,-13900000.0,1.4773787786569283,3.3981277533039647,3.363238512035011,0.185863,0.185863
ADDV-A,2023-12-31,1373000000.0,260800000.0,103500000.0,369600000.0,0.07692903914590747,0.1687866927592955,0.07538237436270939,613200000.0,1160400000.0,2674200000.0,175000000.0,157300000.0,-17700000.0,2.5226679712981084,3.1396103896103895,2.7025906735751297,0.227166,0.227166
ADDV-A,2024-12-31,1670700000.0,304700000.0,90000000.0,390800000.0,0.07474861697265779,0.10778443113772455,0.053869635482133235,835000000.0,1495500000.0,2611700000.0,61700000.0,13400000.0,-48300000.0,2.0694610778443114,3.8267656090071647,1.904375,0.189993,0.189993
ADDV-B,2021-12-31,465953000.0,30089000.0,2805000.0,43805000.0,0.03158766356968991,0.011343645738550198,0.006019920464081141,247275000.0,191954000.0,822167000.0,10186000.0,6049000.0,-4137000.0,2.0935759781619656,4.382011185937678,1.3414025232936562,0.008261,0.008261
ADDV-B,2022-12-31,951500000.0,153700000.0,81100000.0,181600000.0,0.09664823831853961,0.1645364171231487,0.08523384130320547,492900000.0,617100000.0,1475900000.0,109900000.0,96000000.0,-13900000.0,1.4773787786569283,3.3981277533039647,3.363238512035011,0.185863,0.185863
ADDV-B,2023-12-31,1373000000.0,260800000.0,103500000.0,369600000.0,0.07692903914590747,0.1687866927592955,0.07538237436270939,613200000.0,1160400000.0,2674200000.0,175000000.0,157300000.0,-17700000.0,2.5226679712981084,3.1396103896103895,2.7025906735751297,0.227166,0.227166
ADDV-B,2024-12-31,1670700000.0,304700000.0,90000000.0,390800000.0,0.07474861697265779,0.10778443113772455,0.053869635482133235,835000000.0,1495500000.0,2611700000.0,61700000.0,13400000.0,-48300000.0,2.0694610778443114,3.8267656090071647,1.904375,0.189993,0.189993
ADTR,2021-12-31,698250765.0,26815577.0,19243203.0,35065083.0,0.12980023112359826,0.15371478865729588,0.02755915777621812,125187714.0,-115616124.0,219387804.0,38652981.0,38525247.0,-127734.0,0.20191896786293262,-3.297186662869157,53.20783248475132,1.637719,1.637719
ADTR,2022-12-31,925660369.0,24404789.0,20020192.0,40085967.0,0.12936430416517075,0.13268634712402483,0.021628010305365035,150883587.0,-141980863.0,225548541.0,38201842.0,37959864.0,-241978.0,0.0,-3.5419093918827005,47.30783799081943,1.703846,1.703846
ADTR,2023-12-31,1344320712.0,7492352.0,-1345771.0,75252228.0,0.019109569574907278,-0.004322981681701168,-0.0010010788258985033,311306200.0,,304247446.0,66376817.0,65908321.0,-468496.0,,,5.079412600175046,-0.081036,-0.081036
ADTR,2024-12-31,1202561589.0,-9365045.0,-12956307.0,60913432.0,-0.026895646772938483,-0.04686329829945924,-0.010773923862622225,276470233.0,,312406290.0,52215811.0,49584625.0,-2631186.0,,,-52.67297914463767,-0.780165,-0.780165
ADVBOX,2021-12-31,789000.0,-45033000.0,-45198000.0,-37427000.0,-1.2974444668529777,-1.413895579816686,-57.2851711026616,31967000.0,-26823000.0,8815000.0,-17710000.0,-27184000.0,-9474000.0,0.08577595645509431,0.7166751275816924,-272.92727272727274,-3.0,-3.0
ADVBOX,2022-12-31,501000.0,-24978000.0,-24918000.0,-20971000.0,-0.8197918490528613,-0.8718074312504374,-49.73652694610779,28582000.0,-9710000.0,6868000.0,-11972000.0,-18349000.0,-6377000.0,0.058323420334476246,0.4630203614515283,-206.4297520661157,-1.34,-1.34
ADVBOX,2023-12-31,1692000.0,-14935000.0,-14333000.0,-9357000.0,-0.8623028360427029,-0.9445762488467114,-8.471040189125295,15174000.0,-16000.0,5166000.0,-7732000.0,-10581000.0,-2849000.0,0.08646368788717543,0.0017099497702254996,-123.4297520661157,-0.47,-0.47
ADVBOX,2024-12-31,579000.0,-32629000.0,-32297000.0,-20084000.0,4.718156294352454,4.774837374334713,-55.780656303972364,-6764000.0,,15057000.0,-8599000.0,-10029000.0,-1430000.0,,,,-0.61,-0.61
ADVE,2021-12-31,101262000.0,-15554000.0,-17017000.0,-7400000.0,-0.2850231808103205,-0.4300371484167699,-0.16804921885801188,39571000.0,-4183000.0,87293000.0,-32419000.0,-38586000.0,-6167000.0,0.45366556316494405,0.5652702702702703,-10.631578947368421,-0.46,-0.46
ADVE,2022-12-31,118407000.0,-227000.0,-1987000.0,75000.0,-0.0018430939452505853,-0.020318843247333598,-0.01678110246860405,97791000.0,,81170000.0,25765000.0,22736000.0,-3029000.0,,,-0.17054845980465816,-0.05,-0.05
ADVE,2023-12-31,148862000.0,-3159000.0,-4115000.0,9944000.0,-0.026760047369600238,-0.04390223085211936,-0.027643051954158886,93731000.0,,90205000.0,136000.0,-4577000.0,-4713000.0,,,-3.694736842105263,-0.09,-0.09
ADVE,2024-12-31,162167000.0,9184000.0,8049000.0,23205000.0,0.08921155814502794,0.07921620344854736,0.04963401925175899,101608000.0,,124251000.0,52054000.0,43198000.0,-8856000.0,,,7.4124293785310735,0.18,0.18
AEC,2021-12-31,0.0,21564000.0,21564000.0,21596000.0,0.059682787135256044,0.08120107093232115,,265563000.0,,1677000.0,-4038000.0,-4238000.0,-200000.0,,,,0.02,0.02
AEC,2022-12-31,0.0,-20761000.0,-20772000.0,-20747000.0,-0.08172528086791532,-0.08341029738911153,,249034000.0,,8390000.0,-3022000.0,-11261000.0,-8239000.0,,,-1887.3636363636363,-0.01,-0.01
AEC,2023-12-31,0.0,-118960000.0,-119776000.0,-118951000.0,-0.8578516210914965,-0.9084538021631298,,131846000.0,,6987000.0,-2133000.0,-2133000.0,,,,-145.7843137254902,-0.09,-0.09
AEC,2024-12-31,0.0,-99383000.0,-100615000.0,-99382000.0,-2.350535701615383,-3.1519015099304557,,31922000.0,,10655000.0,-1113000.0,-1113000.0,,,,-80.66801948051948,-0.07,-0.07
AERO,2021-12-31,1791000.0,-39108000.0,-40640000.0,-31669000.0,-0.48169086945275835,-0.648527886379957,-22.691233947515354,62665000.0,-15649000.0,38370000.0,-31133000.0,-33835000.0,-2702000.0,0.2956036064788957,0.49414253686570464,-25.527415143603132,-22.777005,-22.777005
AERO,2022-12-31,6354000.0,-38900000.0,-40272000.0,-31021000.0,-0.6845699000422357,-0.9278407520044235,-6.33805476864967,43404000.0,-632000.0,31003000.0,-37339000.0,-41456000.0,-4117000.0,0.3091880932632937,0.02037329550949357,-28.35276967930029,-7.347421,-7.347421
