address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,shortName,longName,esgPopulated,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,regularMarketChangePercent,regularMarketPrice,cryptoTradeable,corporateActions,regularMarketTime,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,trailingPegRatio
Engelbrektsplan 1,Stockholm,114 34,Sweden,46 8 54 58 35 40,https://www.sagax.se,Real Estate Services,real-estate-services,Real Estate Services,Real Estate,real-estate,Real Estate,"AB Sagax (publ), a property company, owns and manages a property portfolio in Sweden, Finland, France, Benelux, Spain, Germany, and other European countries. The company invests in commercial properties primarily in the warehouse and light industrial segments. It also engages in the financial administration and asset management activities. The company was incorporated in 1995 and is headquartered in Stockholm, Sweden.",98,"[{'maxAge': 1, 'name': 'Mr. David  Mindus', 'age': 52, 'title': 'CEO & Director', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Agneta  Segerhammar', 'age': 61, 'title': 'Finance Director', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Bjorn Mathias Garat', 'age': 49, 'title': 'Head of Finance & Deputy CEO', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jaakko  Vehanen', 'age': 48, 'title': 'Managing Director at Sagax Finland', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Arend  den Boef', 'age': 47, 'title': 'Managing Director at Sagax Netherlands', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Vincent  Spruijt', 'age': 47, 'title': 'Managing Director at Sagax Netherlands', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Carlos  Galofre', 'age': 38, 'title': 'Managing Director at Sagax Spain', 'yearBorn': 1986, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Andreas  Widinghoff', 'title': 'Head of Sustainability', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Alfred  Garbe', 'title': 'Managing Director at Sagax Germany', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Romain  Autreaux', 'age': 46, 'title': 'Managing Director at Sagax France', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,215.0,213.0,210.0,220.0,215.0,213.0,210.0,220.0,3.5,1.62,1746748800,0.2186,0.9,1.513,17.336487,1081,1081,1132,1375,1375,210.0,214.0,0,0,76699705344,175.94,299.0,14.992123,210.82,225.07886,3.5,0.01627907,SEK,False,134442131456,0.98769,292654462,26458600,0.81571996,0.04198,344059008,86.981,2.5292878,1735603200,1767139200,1743379200,-0.187,5053000192,12.69,2:1,1559260800,26.279,32.735,-0.19708031,0.12969577,3.5,1746748800,EQUITY,220.0,none,127000000,0.273,4107000064,34197000192,0.064,0.203,5116000256,81.67,11.009,0.03224,0.12731,4232000000,2713625088,3574000128,-0.187,0.103,0.82721,0.80278,0.77888,SEK,SAGA-A.ST,en-US,US,Equity,Delayed Quote,True,HIGH,PREPRE,Sagax AB A,AB Sagax (publ),False,STO,finmb_6577933,Europe/Stockholm,CEST,7200000,se_market,2.3255813,220.0,False,[],1752679797,False,946886400000,5.0,210.0 - 220.0,Stockholm,1132,44.059998,0.25042626,175.94 - 299.0,-79.0,-0.26421404,-19.70803,1752490740,1752490740,1752490740,False,12.69,9.179993,0.043544218,-5.0788574,-0.022564791,15,0,
