address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,longName,regularMarketChangePercent,regularMarketPrice,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,shortName,marketState,corporateActions,regularMarketTime,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,trailingPegRatio
Medicon Village,ScheelevAegen 8,Lund,223 63,Sweden,46 4 62 75 60 00,https://www.immunovia.com,Diagnostics & Research,diagnostics-research,Diagnostics & Research,Healthcare,healthcare,Healthcare,"Immunovia AB (publ), a diagnostic company, develops blood diagnostic for detecting pancreatic cancer in Sweden. It focuses on the development and commercialization of blood-based testing to detect proteins and antibodies that indicate pancreatic cancer in an individual. Immunovia AB (publ) was incorporated in 2007 and is headquartered in Lund, Sweden.",9,"[{'maxAge': 1, 'name': 'Mr. Jeff  Borcherding', 'age': 51, 'title': 'Global Chief Executive Officer & President', 'yearBorn': 1973, 'fiscalYear': 2024, 'totalPay': 6607000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Lara E. Sucheston-Campbell', 'title': 'Head of Clinical & Medical Affairs', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,4,0.438,0.438,0.4205,0.452,0.438,0.438,0.4205,0.452,0.0,2.809,0.06192857,683514,683514,3683371,5003347,5003347,0.431,0.434,0,0,147011120,0.244,3.15,160.84367,0.4139,0.47279,0.0,0.0,SEK,False,87782024,0.0,284641960,306083008,0.18339,0.03691,339126016,0.112,3.8705356,1735603200,1767139200,1743379200,-131387000,-1.1,7.0,96.042,-0.945,-0.72903824,0.10611236,EQUITY,0.4335,0.65,0.65,0.65,0.65,none,1,37669000,0.123,-92885000,110000,2.843,2.843,914000,0.376,0.007,-1.13815,-3.60191,914000,-70779248,-96697000,-0.109,1.0,0.0,-136.46043,SEK,IMMNOV.ST,en-US,US,Equity,Delayed Quote,True,HIGH,Immunovia AB (publ),-1.0273976,0.4335,0.4205 - 0.452,Stockholm,3683371,0.18949999,0.7766393,0.244 - 3.15,-2.7165,-0.8623809,-72.903824,1755757800,1755757800,1755757800,1747227600,1747227600,False,-1.1,7.0,-0.34,-1.275,0.019600004,0.047354445,-0.03929001,-0.08310246,Immunovia AB,CLOSED,[],1752852585,15,0,False,False,1448956800000,-0.0045000017,STO,finmb_224178960,Europe/Stockholm,CEST,7200000,se_market,False,
