address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketChangePercent,regularMarketPrice,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,shortName,longName,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,trailingPegRatio
Jörgen Kocksgatan 1B,Malmö,211 20,Sweden,46 4 62 80 50 00,https://www.doro.com,Communication Equipment,communication-equipment,Communication Equipment,Technology,technology,Technology,"Doro AB (publ), a technology company, develops telecom and technology products and services for seniors and individuals with special needs. The company offers smartphones, hemma doorbell, watch, and tablet under the Doro brand. It operates in Nordic, West and South Europe, Africa, Central- and Eastern Europe, the United Kingdom, Ireland, and internationally. Doro AB (publ) was incorporated in 1972 and is headquartered in Malmö, Sweden.",119,"[{'maxAge': 1, 'name': 'Mr. Julian  Read', 'age': 52, 'title': 'CEO & President', 'yearBorn': 1972, 'fiscalYear': 2024, 'totalPay': 3310910, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Isabelle  Senges', 'age': 54, 'title': 'CFO & Board Secretary', 'yearBorn': 1970, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Jens  Leth', 'age': 53, 'title': 'Operations Director', 'yearBorn': 1971, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Fredrik  Bengtsson', 'age': 53, 'title': 'Chief Technology Officer', 'yearBorn': 1971, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Vivian  Chin', 'age': 43, 'title': 'Marketing & Communications Director', 'yearBorn': 1981, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Therese  Brahed', 'age': 46, 'title': 'Human Resources Director', 'yearBorn': 1978, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Peter  Marsden', 'age': 61, 'title': 'Head of Direct to Consumer, Online Sales & eComm', 'yearBorn': 1963, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ben  Crompton', 'age': 48, 'title': 'Regional Director UK & IE', 'yearBorn': 1976, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",5,10,9,4,10,1748736000,1735603200,[],86400,2,36.75,36.6,36.4,42.1,36.75,36.6,36.4,42.1,2.0,5.75,1714348800,0.63490003,0.393,12.412698,18.619047,1470,1470,4354,4026,4026,39.1,42.0,0,0,953340096,20.2,59.9,1.049934,37.087,34.72975,0.0,0.0,SEK,False,774213440,0.084580004,23047672,24382100,1.133,0.07239,24382100,22.229,1.7589635,1735603200,1767139200,1743379200,76800000,3.15,2.1,0.853,8.452,0.6704545,0.10611236,2.0,1714348800,EQUITY,39.1,none,230700000,9.462,91600000,15000000,1.223,1.713,908000000,2.768,37.251,0.061329998,0.14405,441100000,86287504,139200000,0.132,0.48578998,0.100880004,0.01997,SEK,DORO.ST,en-US,US,Equity,Delayed Quote,True,HIGH,6.394554,39.1,PREPRE,[],1752506687,STO,finmb_6478806,Europe/Stockholm,CEST,7200000,se_market,False,DORO AB,Doro AB (publ),0.93564343,20.2 - 59.9,-20.800003,-0.34724545,67.04545,1755237600,1755237600,1755237600,1729839600,1729839600,False,3.15,2.1,2.0129967,0.05427769,4.370247,0.12583582,15,0,False,False,1147158000000,2.3499985,36.4 - 42.1,Stockholm,4354,18.899998,
