address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,hasPrePostMarketData,firstTradeDateMilliseconds,shortName,longName,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,marketState,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
Ynglingagatan 16,Stockholm,113 47,Sweden,https://www.cdon.se,Internet Retail,internet-retail,Internet Retail,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"CDON AB operates online marketplace in Sweden and other Nordics region. The company's marketplace allows customers to select and compare prices of products from a range of Nordic e-retailers. It offers child and baby products, construction, books, animal accessories, party and celebration, film, vehicles and parts, business and industry, crafts and hobbies, accessories, home and garden, home electronics, household and kitchen, interior and furniture, clothes shoes, office supplies, lego, toys, food, drink and tobacco, mobile telephone, music, outdoors, sex toys, beauty, game, sports, and training equipment. The company was incorporated in 1990 and is based in Stockholm, Sweden.",66,"[{'maxAge': 1, 'name': 'Mr. Fredrik  Norberg', 'age': 44, 'title': 'Chief Executive Officer', 'yearBorn': 1980, 'fiscalYear': 2024, 'totalPay': 2220000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Carl  Andersson', 'age': 35, 'title': 'Chief Financial Officer', 'yearBorn': 1989, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Atra  Azami', 'age': 37, 'title': 'Chief Technology Officer', 'yearBorn': 1987, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Apollonia San Contreras', 'title': 'Head of Marketing', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Kattis  Astrom', 'age': 46, 'title': 'Chief Commercial Officer', 'yearBorn': 1978, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Niklas  Ohman', 'age': 48, 'title': 'Chief Product Officer', 'yearBorn': 1976, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Vesa  Järveläinen', 'age': 41, 'title': 'Chief Supply Officer', 'yearBorn': 1983, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,59.4,59.0,56.6,62.6,59.4,59.0,56.6,62.6,0.0,1.137,-157.89474,543,543,5100,1323,1323,57.8,59.8,632454016,35.0,131.5,1.5062015,52.542,68.983,0.0,0.0,SEK,False,458615392,-0.25173,6134807,10540900,0.2138,0.50907004,11048700,49.622,1.209141,1735603200,1767139200,1743379200,-105700000,-8.64,-0.38,1.092,-30.372,-0.57024795,0.10611236,EQUITY,60.0,165.0,92.0,128.5,128.5,1.0,strong_buy,2,76800000,7.143,-15100000,0,0.403,0.681,419900000,39.037,-0.06884,-0.17416,328700000,41237500,23100000,-0.16,0.78281,-0.03596,-0.27205,SEK,CDON.ST,en-US,US,Equity,Delayed Quote,True,HIGH,[],1752852598,0.5999985,56.6 - 62.6,Stockholm,5100,False,1604649600000,CDON AB,CDON AB,25.0,0.71428573,35.0 - 131.5,-71.5,-0.54372627,-57.024796,1752577200,1752577200,1752577200,1745496000,1745496000,False,-8.64,-0.38,7.458,0.14194359,-8.983002,-0.13022052,15,0,1.0 - Strong Buy,False,CLOSED,STO,finmb_36631873,Europe/Stockholm,CEST,7200000,se_market,False,1.0100985,60.0,
