address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,exchange,regularMarketChangePercent,regularMarketPrice,corporateActions,regularMarketTime,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,priceToBook,sourceInterval,exchangeDataDelayedBy,hasPrePostMarketData,firstTradeDateMilliseconds,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,cryptoTradeable,shortName,longName,marketState,trailingPegRatio
Olof Palmes gata 29 IV,Stockholm,11122,Sweden,46 8 50 13 70 00,https://www.modustx.com,Biotechnology,biotechnology,Biotechnology,Healthcare,healthcare,Healthcare,"Modus Therapeutics Holding AB (publ), a biotechnology company, develops a treatment for sepsis and septic shock in Sweden. It develops Sevuparin, a lipopolysaccharide in Phase IIa trial to treat patients with sepsis, septic shock, anemia associated with chronic kidney disease, endotoxemia, severe malaria, and other diseases involving severe systemic inflammation. Modus Therapeutics Holding AB (publ) was founded in 2011 and is headquartered in Stockholm, Sweden.",2,"[{'maxAge': 1, 'name': 'Dr. John  Öhd M.D., Ph.D.', 'age': 53, 'title': 'Chief Executive Officer', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Claes  Lindblad', 'age': 57, 'title': 'CFO & Head of IR', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,1.2,1.205,1.205,1.235,1.2,1.205,1.205,1.235,0.0,0.417,-1.225,12318,12318,21475,19611,19611,1.21,1.23,44025152,1.12,2.48,1.3524,1.381075,0.0,0.0,SEK,False,42806680,0.0,4087331,35938900,0.88911,0.0078,37789800,-0.019,1735603200,1767139200,1743379200,-15255000,-0.42,-1.0,-0.3224932,0.10611236,EQUITY,1.225,1.15,1.15,1.15,1.15,none,1,5320000,0.148,5000000,0.893,0.893,-0.86557996,-2.1951199,-9477750,-15075000,0.0,0.0,0.0,SEK,MODTX.ST,en-US,US,Equity,Delayed Quote,True,HIGH,STO,2.0833313,1.225,[],1752763701,0.024999976,1.205 - 1.235,Stockholm,21475,0.10500002,0.093750015,1.12 - 2.48,-1.255,-0.5060484,-32.24932,1669114740,1669114740,-0.42,-1.0,-0.73,-1.6780822,-0.12739992,-0.09420285,-0.156075,-0.11300979,-64.47369,15,0,False,1626937200000,finmb_710504780,Europe/Stockholm,CEST,7200000,se_market,False,False,Modus Therapeutics Holding AB,Modus Therapeutics Holding AB (publ),PREPRE,
