address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,regularMarketChangePercent,regularMarketPrice,longName,corporateActions,regularMarketTime,shortName,hasPrePostMarketData,firstTradeDateMilliseconds,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,trailingPegRatio
Stortorget 9,Helsingborg,252 20,Sweden,46 1 02 07 12 30,https://www.brinova.se,Real Estate Services,real-estate-services,Real Estate Services,Real Estate,real-estate,Real Estate,"Brinova Fastigheter AB (publ), real estate company, owns, develops, and manages rental housing and community properties in southern Sweden. Its portfolio of residential and community properties includes special housing, healthcare, leisure, education, and public administration. The company was founded in 2015 and is headquartered in Helsingborg, Sweden. Brinova Fastigheter AB (publ) operates as a subsidiary of K-Fast Holding AB (publ).",52,"[{'maxAge': 1, 'name': 'Mr. Per  Johansson', 'age': 64, 'title': 'Chief Executive Officer', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Malin Rosén Kristensen', 'age': 56, 'title': 'Deputy CEO & CFO', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Frida  Carlsson', 'age': 50, 'title': 'Head of Administration', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,17.25,17.4,17.05,17.4,17.25,17.4,17.05,17.4,0.0,170.49998,9.79885,20400,20400,38339,42359,42359,17.05,17.25,0,0,3767095040,15.5,28.0,8.090839,16.944,19.25815,0.0,0.0,SEK,False,6741826048,0.62221,9284879,185016992,0.21987,0.12073,220944000,30.94,0.5510665,1672444800,1703980800,1711843200,289700000,0.1,1.74,14.48,25.518,-0.22018349,0.10611236,EQUITY,17.05,none,104600000,1.07,264200000,5209699840,0.174,0.174,465600000,182.636,4.77,0.019650001,0.09623,290300000,93587504,168100000,0.072,0.6235,0.56744,0.55393004,SEK,BRIN-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,STO,finmb_1912512691,Europe/Stockholm,CEST,7200000,se_market,False,CLOSED,-1.1594247,17.05,Brinova Fastigheter AB (publ),[],1752852000,Brinova Fastigheter AB ser. B,False,1475218800000,0.1,1.74,0.10599899,0.0062558423,-2.2081509,-0.11466059,15,0,False,-0.20000076,17.05 - 17.4,Stockholm,38339,1.5499992,0.09999995,15.5 - 28.0,-10.950001,-0.39107147,-22.018349,1745492340,1752130800,1752476400,True,
