address1,address2,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,sharesOutstanding,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,priceToBook,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,shortName,longName,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
Eversheds Sutherland AdvokatbyrA AB,Box 14055,Stockholm,104 40,Sweden,https://arcticbluebeverages.com,Beverages - Wineries & Distilleries,beverages-wineries-distilleries,Beverages - Wineries & Distilleries,Consumer Defensive,consumer-defensive,Consumer Defensive,"Arctic Blue Beverages AB (publ) produces and sells handcrafted beverages in Finland, Sweden, Canada, Japan, Australia, and internationally. The company offers arctic blue gin, navy strength, rose, cask vintage, laku, oat, long drinks, and tonic original products, as well as cocktails under the ARCTIC BLUE brand name. It sells its products through distributors. Arctic The company was founded in 2017 and is based in Stockholm, Sweden.",6,"[{'maxAge': 1, 'name': 'Valtteri  Eroma', 'title': 'Chief Executive Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Petri  Hirvonen', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Kimmo  Wager', 'title': 'Chief Operating Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Stella  Westerlund', 'title': 'Manager of Investor Relations & Corporate Communications', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,0.935,0.93,0.92,0.94,0.935,0.93,0.92,0.94,0.0,6.062,10523,10523,107835,42342,42342,0.925,0.94,25284684,0.095,6.7,4.7969427,1.1841,0.881275,0.0,0.0,SEK,False,50783976,0.0,26198100,26898600,-0.696,1735603200,1767139200,1743379200,-16126000,-0.62,9.635,-3.823,2.21875,0.10611236,EQUITY,0.94,none,228000,0.009,-13285000,23242000,0.12,0.266,5271000,0.201,-0.60987,1592000,-7465500,-12937000,0.142,0.30203,-2.52039,-3.13116,SEK,ARCTIC.ST,en-US,US,Equity,Delayed Quote,True,HIGH,PREPRE,False,1652338800000,0.004999995,0.92 - 0.94,Stockholm,107835,0.845,8.894737,0.095 - 6.7,-5.7599998,-0.85970145,221.875,-0.62,-0.24410003,-0.20614815,0.058725,0.066636406,-1.3505747,15,0,False,Arctic Blue Beverages AB,Arctic Blue Beverages AB (publ),[],1752765158,STO,finmb_1774932643,Europe/Stockholm,CEST,7200000,se_market,False,0.53475887,0.94,
