address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,shortName,longName,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,trailingPegRatio
Lilla Nygatan 7,Malmö,211 38,Sweden,46 1 05 22 06 90,https://www.acrinova.se,Real Estate - Diversified,real-estate-diversified,Real Estate - Diversified,Real Estate,real-estate,Real Estate,"Acrinova AB (publ) owns, develops, and manages real estate properties in Sweden. Its property portfolio includes residence, shop, preschool, gym, commerce, industrial and commercial premises, office, warehouse, production, restaurant, and cafe properties. The company was incorporated in 2014 and is headquartered in Malmö, Sweden.",8,"[{'maxAge': 1, 'name': 'Mr. Ulf  Wallen', 'age': 55, 'title': 'Chief Executive Officer', 'yearBorn': 1969, 'fiscalYear': 2024, 'totalPay': 3466000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Weronica  Greberg', 'age': 46, 'title': 'Chief Financial Officer', 'yearBorn': 1978, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Stephanie  Lilja', 'age': 36, 'title': 'Marketing & Sustainability Manager', 'yearBorn': 1988, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,12.65,12.65,12.65,12.8,12.65,12.65,12.65,12.8,0.7,5.51,1746576000,0.3614,0.347,15.361446,4153,4153,23476,17644,17644,12.6,12.75,862835840,8.28,13.0,5.480898,12.15276,10.10417,0.4,0.031620555,SEK,False,1791207168,0.36192,38822843,44816600,0.35015,0.20902,68743296,14.371,0.8872034,1735603200,1767139200,1743379200,10.368,56975000,0.83,11.378,20.186,0.44318187,0.10611236,0.7,1746576000,EQUITY,12.75,none,101536000,1.481,88733752,1021953024,0.386,0.44,157426000,103.714,2.296,0.026099999,0.058909997,107055000,12794250,62579000,10.368,0.065,0.68003,0.56365,0.5394,SEK,ACRI-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,[],1752766185,STO,finmb_279839441,Europe/Stockholm,CEST,7200000,se_market,False,0.79051685,12.75,PREPRE,Acrinova AB ser. B,Acrinova AB (publ),Stockholm,23476,4.4700003,0.5398551,8.28 - 13.0,-0.25,-0.01923077,44.318188,0.83,0.59724045,0.049144432,2.6458302,0.26185527,15,0,False,False,1616400000000,0.10000038,12.65 - 12.8,
