address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,hasPrePostMarketData,firstTradeDateMilliseconds,cryptoTradeable,marketState,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,priceToBook,sourceInterval,exchangeDataDelayedBy,shortName,longName,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
Olof Palmes Gata 31,Stockholm,111 22,Sweden,46 8 41 05 60 70,https://tessin.com,Real Estate Services,real-estate-services,Real Estate Services,Real Estate,real-estate,Real Estate,"Tessin Nordic Holding AB (publ) owns and operates a digital investment platform for property financing. Its platform links property developers seeking loan financing with investors seeking exposure to a high-return asset class with balanced risk, as well as backed by collateral primarily property mortgages. The company primarily offers construction and bridge loans to property companies and property developers. Tessin Nordic Holding AB (publ) was founded in 2014 and is based in Stockholm, Sweden.",14,"[{'maxAge': 1, 'name': 'Mr. Anders  Kumlin', 'title': 'CEO Tessin Group', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Niels  Bosma', 'title': 'Founder', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Erik  Nordin', 'title': 'Founder', 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Markus  Nasholm', 'title': 'CFO & Independent Director', 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Simone  Heller', 'age': 41, 'title': 'Chief Operating Officer', 'yearBorn': 1983, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Andreas  Wasberg', 'title': 'Chief Technical Officer', 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Felix  Ljunggren', 'title': 'Chief Legal Officer', 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}]",1640908800,[],86400,4,0.0648,0.0596,0.0596,0.0648,0.0648,0.0596,0.0596,0.0648,0.0,0.13,219644,219644,565371,217316,217316,0.0604,0.0648,29015886,0.046,0.19,1.3252894,0.07066,0.09653,0.0,0.0,SEK,False,121273904,-2.26162,239748369,447776000,0.15241,0.20267001,468329984,-0.093,1735603200,1767139200,1743379200,-49516000,-0.11,5.539,-3.385,-0.38627452,0.10611236,EQUITY,0.0648,0.1,0.1,0.1,0.1,none,1,20833000,0.047,-35824000,85100000,0.551,0.79,21894000,0.054,-0.09161,3235000,45121752,-44260000,-0.382,0.14776,-1.63625,-1.97178,SEK,TESSIN.ST,en-US,US,Equity,Delayed Quote,True,HIGH,False,1621926000000,False,CLOSED,0.0,0.0596 - 0.0648,Stockholm,565371,0.018800002,0.4086957,0.046 - 0.19,-0.1252,-0.6589474,-38.627453,-0.11,-0.005860001,-0.08293236,-0.031729996,-0.32870606,-0.6967742,15,0,Tessin Nordic Holding AB,Tessin Nordic Holding AB (publ),[],1752848522,STO,finmb_544937281,Europe/Stockholm,CEST,7200000,se_market,False,0.0,0.0648,
