address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,trailingEps,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,grossMargins,ebitdaMargins,operatingMargins,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,regularMarketChangePercent,regularMarketPrice,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,trailingPegRatio
Sylveniusgatan 2,Uppsala,754 50,Sweden,46 7 35 11 55 85,https://www.kindabrave.com,Electronic Gaming & Multimedia,electronic-gaming-multimedia,Electronic Gaming & Multimedia,Communication Services,communication-services,Communication Services,"Kinda Brave Entertainment Group Ab (Publ), a game portfolio company, focuses on acquiring game studios and IP in Sweden. The company engages in developing internal studios and a 3rd party publishing division to scout new developers for the next zeitgeist. It sells its games through digital distributors, such as Steam, Play Station Store, Xbox Marketplace, and Nintendo eShop. The company was incorporated in 2022 and is based in Uppsala, Sweden.",[],[],86400,4,1.195,1.25,1.085,1.25,1.195,1.25,1.085,1.25,0.0,80005,80005,131357,47597,47597,1.12,1.19,42602120,0.702,3.4,1.03514,1.22735,0.0,0.0,SEK,False,0.0,35630400,0.0,7e-05,35800100,-0.93,-0.6464051,0.10611236,EQUITY,1.19,none,0.0,0.0,0.0,BRAVE.ST,en-US,US,Equity,Delayed Quote,True,HIGH,Kinda Brave Entertainment Group,-0.41840962,1.19,[],1752852592,STO,finmb_1879732450,Europe/Stockholm,CEST,7200000,se_market,False,CLOSED,False,False,1717398000000,-0.004999995,1.085 - 1.25,Stockholm,131357,0.48800004,0.69515675,0.702 - 3.4,-2.21,-0.65,-64.64051,-0.93,0.15486002,0.14960296,-0.03734994,-0.030431367,15,0,
