address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,hasPrePostMarketData,firstTradeDateMilliseconds,shortName,longName,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
TueAengsvAegen 15,Kristianstad,291 92,Sweden,46 44 35 24 02,https://walltowallgroup.se/en/,Engineering & Construction,engineering-construction,Engineering & Construction,Industrials,industrials,Industrials,"Wall to Wall Group AB provides pipe lining and flushing, pipe inspection, maintenance and sealing of ventilation ducts, and other complementary and related services in the Nordic region. The company also offers relining waste pipes, and smart hot water circulation and geothermal solutions. It serves property owners, primarily commercial managers of housing and non-residential premises, public housing, and tenant-owner associations. The company was formerly known as Tebede AB and changed its name to Wall to Wall Group AB in January 2024. The company was incorporated in 2021 and is headquartered in Kristianstad, Sweden.",435,"[{'maxAge': 1, 'name': 'Mr. André  Strömgren', 'title': 'CEO, CFO & IR', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,48.0,47.0,47.0,48.0,48.0,47.0,47.0,48.0,1.0,1.92,1745971200,0.9901,0.251,2188,2188,7161,6515,6515,47.2,48.0,660120000,45.9,78.4,0.7408754,54.666,57.8045,1.0,0.020833334,SEK,False,903931456,-0.024130002,3514016,11469400,0.35589,0.42992002,13752500,75.062,0.6394714,1735603200,1767139200,1743379200,-21500000,-1.59,1.015,27.728,-0.36997318,0.10611236,1.0,1745971200,EQUITY,48.0,none,81600000,6.046,32600000,283700000,1.071,1.224,891000000,28.003,65.498,0.00029,-0.02056,648400000,48787500,85400000,-0.119,0.72772,0.03659,-0.02695,SEK,WTW-A.ST,en-US,US,Equity,Delayed Quote,True,HIGH,-1.59,-6.6660004,-0.121940516,-9.804501,-0.16961484,15,0,False,0.0,47.0 - 48.0,Stockholm,7161,2.0999985,0.045751598,45.9 - 78.4,-30.400002,-0.38775513,-36.99732,False,1624518000000,Wall to Wall Group AB A,Wall to Wall Group AB,[],1752852591,STO,finmb_715650779,Europe/Stockholm,CEST,7200000,se_market,False,CLOSED,0.0,48.0,
