address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,regularMarketChangePercent,regularMarketPrice,shortName,longName,trailingPegRatio
Sveavägen 9,Stockholm,111 57,Sweden,46 8 51 06 04 50,https://www.done.ai,Software - Application,software-application,Software - Application,Technology,technology,Technology,"Done.ai Group AB provides cloud-based AIaccounting/enterprise resource planning platform to automate business administration and allow for data driven decision making for small, medium, and large companies in Norway, Sweden, rest of Europe, Canada, and internationally. It also offers research and consulting services. The company was formerly known as 24SevenOffice Group AB (publ) and changed its name to Done.ai Group AB in April 2025. Done.ai Group AB was founded in 1997 and is headquartered in Stockholm, Sweden.",175,"[{'maxAge': 1, 'name': 'Mr. Staale  Risa', 'age': 46, 'title': 'Chairman & Advisor', 'yearBorn': 1978, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Staffan  Herbst', 'age': 41, 'title': 'CEO & Director', 'yearBorn': 1983, 'fiscalYear': 2024, 'totalPay': 65000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Linda  Sannesmoen', 'age': 44, 'title': 'Head of Sustainability & Director', 'yearBorn': 1980, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Philip  Gunnarsson', 'age': 37, 'title': 'Chief Financial Officer', 'yearBorn': 1987, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Geir  Beinset', 'title': 'COO & CCO', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Rebecca Paulina Van Vuuren', 'age': 29, 'title': 'Chief Marketing Officer', 'yearBorn': 1995, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Christoffer  Fernsjo', 'age': 35, 'title': 'Chief Sales Officer', 'yearBorn': 1989, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Julie  Sannerud', 'title': 'Director People & Talent', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Petter  Moen', 'age': 30, 'title': 'Chief Product Officer', 'yearBorn': 1994, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,11.02,11.02,10.88,11.24,11.02,11.02,10.88,11.24,23.5,239.8,1744329600,0.2488,-0.162,0.39811113,73990,73990,343143,190304,190304,10.96,11.12,807501056,8.39,27.8,2.201205,11.2628,18.5732,23.5,2.1324863,SEK,False,-653499840,5.1093,16358639,73677104,0.74407,0.04198,73959296,21.199,0.51700556,1735603200,1767139200,1743379200,1874322048,27.53,-1.781,10.355,-0.48846155,0.10611236,16.65,1744329600,EQUITY,10.96,none,1317282944,19.382,-63107000,749000,13.329,13.45,366844992,0.052,5.315,-0.07145,2.49529,154756000,-88189000,-98776000,-0.907,0.42186,-0.17202999,-1.76115,SEK,DONE.ST,en-US,US,Equity,Delayed Quote,True,HIGH,False,1720767600000,-0.06000042,10.88 - 11.24,Stockholm,343143,2.5699997,0.306317,8.39 - 27.8,-16.84,-0.6057554,-48.846157,1756395000,1756395000,1756395000,False,27.53,-0.30280018,-0.026884982,-7.6132,-0.40990245,15,0,False,[],1752852594,STO,finmb_544632035,Europe/Stockholm,CEST,7200000,se_market,False,CLOSED,-0.5444684,10.96,Done.ai Group AB,Done.ai Group AB,
