address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,sharesOutstanding,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,shortName,longName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,regularMarketChange,regularMarketDayRange,fullExchangeName,hasPrePostMarketData,firstTradeDateMilliseconds,trailingPegRatio
Oestermalmstorg 1,Stockholm,114 142,Sweden,https://www.embplc.com,Electronic Gaming & Multimedia,electronic-gaming-multimedia,Electronic Gaming & Multimedia,Communication Services,communication-services,Communication Services,"EMB Mission Bound AB (publ) designs, develops, and markets digital slot machines for gaming operators in Asia and internationally. The company offers slot game development, platform development, white label solutions, game content aggregation, payment solutions, UI/UX design, and digital marketing services. The company was formerly known as Embark Group AB (publ) and changed its name to EMB Mission Bound AB (publ) in January 2025. EMB Mission Bound AB (publ) was incorporated in 2019 and is headquartered in Stockholm, Sweden.",101,"[{'maxAge': 1, 'name': 'Mr. Eng Kiat Lim', 'title': 'Executive Chairman', 'fiscalYear': 2024, 'totalPay': 180000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Chi-Ho  Li', 'age': 41, 'title': 'CEO & Director', 'yearBorn': 1983, 'fiscalYear': 2024, 'totalPay': 60000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Keat  Wong', 'title': 'Chief Financial Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Richard  Hau', 'title': 'Chief Operating Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Martin  Jensen', 'title': 'Chief Technology Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Alvis  Tran', 'title': 'Chief Operating Officer of Lady Luck Games', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Russell  Wan', 'title': 'CEO of Lady Luck Games', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,4,0.496,0.444,0.444,0.5,0.496,0.444,0.444,0.5,0.0,-0.429,5844,5844,59056,81746,81746,0.464,0.486,144352208,0.302,0.58,1.2692201,0.48016,0.451795,0.0,0.0,SEK,False,148863440,-0.13761,297020992,321414016,0.138,3.5217392,1735603200,1767139200,1743379200,-15651000,-0.04,1.309,9.315,-0.004237294,0.10611236,EQUITY,0.486,none,9856000,0.033,15981000,22090000,0.627,0.627,113733000,54.085,0.419,-0.05483,-0.36457002,113733000,3429875,17784000,1.348,1.0,0.14051,0.07614,SEK,EMB.ST,en-US,US,Equity,Delayed Quote,True,HIGH,CLOSED,[],1752852597,STO,finmb_696042017,Europe/Stockholm,CEST,7200000,se_market,False,-2.016127,0.486,EMB Mission Bound AB,EMB Mission Bound AB (publ),59056,0.18400002,0.6092716,0.302 - 0.58,-0.09399998,-0.16206893,-0.42372942,-0.04,0.0058400035,0.01216262,0.03420499,0.07570909,15,0,False,-0.00999999,0.444 - 0.5,Stockholm,False,1624431600000,
