address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnEquity,grossProfits,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,epsForward,marketState,regularMarketChangePercent,regularMarketPrice,shortName,longName,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,trailingPegRatio
Saltmätargatan 8,Stockholm,113 59,Sweden,46 8 40 91 12 22,https://www.flowscapesolutions.com,Software - Application,software-application,Software - Application,Technology,technology,Technology,"Flowscape Technology AB (publ) offers workspace solutions primarily in Sweden. It offers desk management, room booking system, parking management, workplace analytics, digital workplace, hybrid work panel and office mangement, building messaging, flow planner, workplace ROI and management, and meeting room panel solutions. The company also provides room displays, automatic desk check-in, busy light, kiosk screen, Indoor Positioning, and sensors. The company was formerly known as Crowdsoft Technology AB (publ) and changed its name to Flowscape Technology AB (publ) in July 2018. Flowscape Technology AB (publ) was incorporated in 2007 and is headquartered in Stockholm, Sweden.",25,"[{'maxAge': 1, 'name': 'Mr. Peter  Reigo', 'age': 55, 'title': 'Founder, VP of Product & Director', 'yearBorn': 1969, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Fredrik  Landberg', 'age': 53, 'title': 'Chief Executive Officer', 'yearBorn': 1971, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Linda  Eriksson', 'title': 'Chief Financial Officer', 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Joakim  Hanusek', 'age': 51, 'title': 'VP & COO', 'yearBorn': 1973, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}]",1640908800,[],86400,4,3.2,3.27,3.0,3.27,3.2,3.27,3.0,3.27,0.0,0.134,23.846153,2222,2222,16945,21268,21268,3.01,3.16,60732408,2.02,3.98,1.1401507,3.0842,3.02365,0.0,0.0,SEK,False,47816032,-0.024389999,19591100,0.42369998,0.04201,19726200,0.851,3.6427732,1735603200,1767139200,1743379200,-1299000,-0.07,0.13,1:100,1655424000,0.898,-44.646,-0.013157904,0.10611236,EQUITY,3.1,none,11741000,0.599,-1071000,0,0.683,0.788,53267000,2.698,-0.071880005,23786000,9057000,0.073,0.44654,-0.02011,0.01196,SEK,FLOWS.ST,en-US,US,Equity,Delayed Quote,True,HIGH,False,1470121200000,-0.10000014,3.0 - 3.27,Stockholm,16945,1.0799999,0.5346534,2.02 - 3.98,-0.8800001,-0.22110556,-1.3157904,-0.07,0.13,CLOSED,-3.1250045,3.1,Flowscape Technology AB,Flowscape Technology AB (publ),[],1752845352,STO,finmb_263937109,Europe/Stockholm,CEST,7200000,se_market,False,0.0158,0.005122884,0.07634997,0.02525093,15,0,False,
