address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,forwardPE,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,cryptoTradeable,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,trailingPegRatio
ScheelevAegen 22,Lund,223 63,Sweden,46 4 68 11 88,https://spagonanomedical.se,Biotechnology,biotechnology,Biotechnology,Healthcare,healthcare,Healthcare,"Spago Nanomedical AB (publ), a clinical phase nanomedicine company, engages in the development of nanomedicines for cancer diagnostics and treatment primarily in Sweden. Its products include SpagoPix (SN132D), an MRI contrast agent, which is under Phase I development stage for the treatment of breast cancer, and under Phase II development stage for the treatment liver and pancreas cancer, as well as offers Tumorad (SN201), a radionuclide therapy for treatment of advanced and metastatic cancer, under preclinical development stage. The company was formerly known as Spago Imaging AB (publ) and changed its name to Spago Nanomedical AB (publ) in May 2014. The company was incorporated in 1999 and is based in Lund, Sweden.",9,"[{'maxAge': 1, 'name': 'Dr. Mats  Hansen M.Sc., Ph.D.', 'age': 53, 'title': 'Chief Executive Officer', 'yearBorn': 1971, 'fiscalYear': 2024, 'totalPay': 2622000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Hanna  Olsson M.Sc.', 'age': 44, 'title': 'Chief Financial Officer', 'yearBorn': 1980, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Paul  Hargreaves', 'age': 55, 'title': 'Chief Development Officer', 'yearBorn': 1969, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Birgitta Rembratt Svensson', 'age': 53, 'title': 'Head of CMC & Supply', 'yearBorn': 1971, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,4,0.281,0.291,0.28,0.296,0.281,0.291,0.28,0.296,0.0,1.793,56690,56690,165378,212808,212808,0.294,0.296,112570248,0.0918,0.46,16.716698,0.24549,0.2176475,0.0,0.0,SEK,False,94942472,-2.6727273,0.0,110893528,348196000,0.72911,0.03846,382892000,0.073,4.027397,1735603200,1767139200,1743379200,-32181000,-0.1,14.099,-2.924,-0.17878789,0.10611236,EQUITY,0.294,0.355,0.355,0.355,0.355,none,1,26578000,0.076,-32465000,0,6.414,7.102,6734000,0.021,-0.57078,-1.0753701,-7172000,-18023500,-30554000,0.056,-1.06504,0.0,-4.9442997,SEK,SPAGO.ST,en-US,US,Equity,Delayed Quote,True,HIGH,False,Spago Nanomedical AB,Spago Nanomedical AB (publ),False,1358323200000,0.013000011,0.28 - 0.296,Stockholm,165378,0.2022,2.2026143,0.0918 - 0.46,-0.16600001,-0.3608696,-17.878788,-0.1,-0.09,-3.2666667,0.04851,0.19760479,0.07635251,0.3508081,15,0,[],1752850694,STO,finmb_49613021,Europe/Stockholm,CEST,7200000,se_market,False,4.626339,0.294,CLOSED,
