address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,forwardPE,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketChangePercent,regularMarketPrice,shortName,marketState,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,longName,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,trailingPegRatio
Mäster Samuelsgatan 42,Stockholm,111 57,Sweden,46 7 08 18 04 80,https://prismaproperties.se,Real Estate - Development,real-estate-development,Real Estate - Development,Real Estate,real-estate,Real Estate,"Prisma Properties AB (publ) owns, develops, and leases properties in Sweden, Denmark, and Norway. It owns and develops properties within the discount retail, grocery, and fast-food sectors. The company was founded in 2016 and is based in Stockholm, Sweden.",19,"[{'maxAge': 1, 'name': 'Mr. Fredrik  Massing', 'age': 41, 'title': 'Chief Executive Officer', 'yearBorn': 1983, 'fiscalYear': 2024, 'totalPay': 3200000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Martin  Lindqvist', 'age': 54, 'title': 'Chief Financial Officer', 'yearBorn': 1970, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Johan  Nielsen', 'age': 45, 'title': 'Chief Operatng Officer', 'yearBorn': 1979, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Carsten  Krebs', 'age': 58, 'title': 'Chief Development Officer of South & Denmark', 'yearBorn': 1966, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Tom  Hagen', 'age': 34, 'title': 'Head of Transactions', 'yearBorn': 1990, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Per Emil Nilsson', 'age': 53, 'title': 'Head of Property Management', 'yearBorn': 1971, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,25.5,25.95,25.35,25.95,25.5,25.95,25.35,25.95,0.0,28.820225,3685,3685,58758,60188,60188,25.35,25.7,4219989248,21.8,27.8,9.234112,25.565,24.7698,0.0,0.0,SEK,False,6824655872,14.491526,0.32166,127774007,164522000,0.61059,0.29107,165512992,27.808,0.9223964,1735603200,1767139200,1743379200,147000000,0.89,14.934,23.697,-0.049907565,0.10611236,EQUITY,25.65,34.0,27.0,30.5,30.5,none,2,563000000,3.422,288000000,3143000064,2.543,2.849,457000000,68.163,2.945,0.02352,0.03765,356000000,-89625000,47000000,0.212,0.77899003,0.6302,0.64286005,SEK,PRISMA.ST,en-US,US,Equity,Delayed Quote,True,HIGH,0.5882338,25.65,Prisma Properties AB,CLOSED,False,1718694000000,0.14999962,25.35 - 25.95,Stockholm,58758,3.8500004,0.17660552,21.8 - 27.8,-2.1499996,-0.077338114,-4.9907565,1752824803,1752824803,1752824803,1752825600,1752825600,False,0.89,1.44,17.812498,0.084999084,0.0033248223,0.88019943,0.035535187,15,0,False,Prisma Properties AB (publ),[],1752850852,STO,finmb_1860906727,Europe/Stockholm,CEST,7200000,se_market,False,
