address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,forwardPE,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,marketState,shortName,longName,regularMarketChangePercent,regularMarketPrice,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,trailingPegRatio
Pirgatan 13,Karlshamn,374 35,Sweden,https://skolon.com/sv/,Software - Application,software-application,Software - Application,Technology,technology,Technology,"Skolon AB (publ), is a Software as a Service (SaaS) company, develops a digital platform for schools. The company provides a digital gathering place that collects various digital tools and learning materials in one place. Its primary customers are municipal and private school principals located in Sweden and Norway. The company was incorporated in 2014 and is headquartered in Karlshamn, Sweden.",42,"[{'maxAge': 1, 'name': 'Mr. Oliver  Lundgren', 'age': 32, 'title': 'MD, CEO & Co-Founder', 'yearBorn': 1992, 'fiscalYear': 2024, 'totalPay': 1658385, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Ida Thomasdotter Jansson', 'age': 43, 'title': 'Chief Financial Officer', 'yearBorn': 1981, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Melissa  Karlsson', 'title': 'Communication Manager', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Cecilia  Johansson', 'age': 36, 'title': 'Marketing Director', 'yearBorn': 1988, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ole  Lidegran', 'age': 43, 'title': 'Chief Product & Development Officer', 'yearBorn': 1981, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Marcus  Alvarsson', 'age': 39, 'title': 'Chief Business Officer', 'yearBorn': 1985, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Gabriel  Wallen', 'age': 31, 'title': 'Chief Customer & Content Officer', 'yearBorn': 1993, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Sebastian  Matuska', 'age': 35, 'title': 'Chief Business Development Officer', 'yearBorn': 1989, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,33.6,34.4,33.5,34.4,33.6,34.4,33.5,34.4,0.56,1.86,1714003200,0.0,0.448,72,72,8674,2266,2266,33.5,33.9,918588352,21.7,50.0,5.683181,32.872,32.341,0.0,0.0,SEK,False,858544384,42.911392,-0.027660001,15852608,26544000,0.70685995,0.19278,27097000,0.368,92.11957,1735603200,1767139200,1743379200,-4470200,-0.17,5.312,2461.917,0.32051277,0.10611236,0.56,1714003200,EQUITY,33.9,37.5,37.5,37.5,37.5,none,1,33334000,1.256,348730,0,0.87,0.87,161632784,6.157,-0.040710002,-0.23004,15234639,11479179,17865974,0.377,0.09425,0.0021600001,-0.05592,SEK,SKOLON.ST,en-US,US,Equity,Delayed Quote,True,HIGH,Stockholm,8674,12.200001,0.562212,21.7 - 50.0,-16.099998,-0.32199997,32.051277,-0.17,0.06,565.00006,1.0279999,0.03127281,1.5590019,0.048205126,15,0,False,False,1652770800000,0.30000305,33.5 - 34.4,PREPRE,Skolon AB,Skolon AB (publ),0.8928663,33.9,[],1752759701,STO,finmb_579913826,Europe/Stockholm,CEST,7200000,se_market,False,
