address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,longName,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,marketState,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
Riddargatan 13C,Stockholm,114 51,Sweden,46 1 04 82 70 00,https://www.corem.se,Real Estate - Diversified,real-estate-diversified,Real Estate - Diversified,Real Estate,real-estate,Real Estate,"Corem Property Group AB (publ), a real estate company, owns, manages, develops, and leases office, warehouse, logistics, and retail properties in Sweden, Denmark, and the United States. The company owns 294 properties with a total lettable area of 2,304 thousand square kilometers. Corem Property Group AB (publ) was founded in 1993 and is headquartered in Stockholm, Sweden.",280,"[{'maxAge': 1, 'name': 'Mr. Rutger  Arnhult', 'age': 57, 'title': 'CEO & Director', 'yearBorn': 1967, 'fiscalYear': 2024, 'totalPay': 6685000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Eva  Landen', 'age': 59, 'title': 'Deputy Chief Executive Officer', 'yearBorn': 1965, 'fiscalYear': 2024, 'totalPay': 5735000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Anders  Karlsson', 'age': 46, 'title': 'Acting Head of Finance', 'yearBorn': 1978, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Håkan  Engstam', 'age': 61, 'title': 'Head of Business Development', 'yearBorn': 1963, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Anna Lidhagen Ohlsen', 'age': 51, 'title': 'Head of Real Estate', 'yearBorn': 1973, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Peeter  Kinnunen', 'age': 51, 'title': 'Head of Transactions', 'yearBorn': 1973, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,236.5,235.5,235.5,238.0,236.5,235.5,235.5,238.0,20.0,8.39,1759104000,6.8259,1.462,4389,4389,7174,9084,9084,236.5,237.5,7747976704,192.8,285.5,2.1221519,233.16,231.724,0.1,0.000422833,SEK,False,319214977024,-0.26869,575360545,7503810,0.49243,0.03858,32830400,15.294,15.463581,1735603200,1767139200,1743379200,-981000000,-1.87,87.432,144.115,-0.03271985,0.12969577,5.0,1774828800,EQUITY,236.5,none,439000000,0.364,2215000064,32298999808,0.035,0.11,3651000064,154.386,3.117,0.022149999,-0.04565,2345999872,575500032,1006000000,-0.047,0.64255995,0.60668,0.58817,SEK,CORE-D.ST,en-US,US,Equity,Delayed Quote,True,HIGH,Corem Property Group AB ser. D,Corem Property Group AB (publ),3.3399963,0.014324911,4.776001,0.020610731,15,0,False,False,1623999600000,0.0,235.5 - 238.0,Stockholm,PREPRE,7174,43.699997,0.22665973,192.8 - 285.5,-49.0,-0.17162873,-3.271985,1752231540,1752231540,1752231540,1739437200,1739437200,False,-1.87,[],1752679790,STO,finmb_45731010,Europe/Stockholm,CEST,7200000,se_market,False,0.0,236.5,
