address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,hasPrePostMarketData,firstTradeDateMilliseconds,shortName,longName,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
PO Box 4085,Solna,169 04,Sweden,46 8 55 33 10 00,https://www.enirogroup.com,Internet Content & Information,internet-content-information,Internet Content & Information,Communication Services,communication-services,Communication Services,"Eniro Group AB (publ) operates as a software-as-a-service company in Sweden, Norway, Denmark, and Finland. The company offers a range of digital marketing services to micro, small and medium-sized companies through partnership, as well as through search engines, such as eniro.se, gulesider.no, krak.dk, degulesider.dk, and 0100100.fi. It also provides contact center services and answering services to companies, as well as directory assistance services. In addition, the company operates Eniro, Eniro Navigation, and Eniro På Sjön applications for online search. The company was formerly known as Eniro AB (publ) and changed its name to Eniro Group AB (publ) in July 2021. Eniro Group AB (publ) was incorporated in 2000 and is headquartered in Solna, Sweden.",905,"[{'maxAge': 1, 'name': 'Mr. Hosni  Teque-Omeirat', 'age': 43, 'title': 'President & CEO', 'yearBorn': 1981, 'fiscalYear': 2024, 'totalPay': 6224000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Stefan  Liljedahl', 'age': 54, 'title': 'Interim Chief Financial Officer', 'yearBorn': 1970, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Hanna  Strand', 'title': 'Vice President of People & Culture', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,4,0.53,0.548,0.48,0.548,0.53,0.548,0.48,0.548,0.04,9.8,1717027200,0.4,11.01,0.119,5.1,5.1,1595425,1595425,620704,647775,647775,0.508,0.51,0,0,371283552,0.38,0.594,0.3883719,0.4339,0.461245,0.0,0.0,SEK,False,193059216,0.083680004,458979366,728006976,0.62325,0.07002,728006976,0.389,1.311054,1735603200,1767139200,1743379200,3.0,80000000,0.1,0.1,1:100,1527552000,0.202,1.369,0.14596951,0.10611236,0.04,1683849600,EQUITY,0.51,1.26,1.26,1.26,1.26,0.0,strong_buy,1,158000000,0.217,141000000,22000000,0.846,0.849,956000000,7.285,1.313,0.04361,0.28777,292000000,57375000,116000000,2.64,0.022,0.30544,0.14749,0.03376,SEK,ENRO.ST,en-US,US,Equity,Delayed Quote,True,HIGH,1752820200,1752820200,1752820200,False,0.1,0.1,0.07609999,0.17538601,0.04875499,0.10570302,15,0,0.0 - Strong Buy,False,-0.01999998,0.48 - 0.548,Stockholm,620704,0.13,0.34210527,0.38 - 0.594,-0.08399999,-0.14141414,14.596951,False,971247600000,Eniro Group AB,Eniro Group AB (publ),[],1752852583,STO,finmb_823235,Europe/Stockholm,CEST,7200000,se_market,False,CLOSED,-3.7735815,0.51,
