address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,marketState,regularMarketPrice,shortName,longName,corporateActions,regularMarketTime,trailingPegRatio
Kungsgatan 30,15th floor,Stockholm,111 35,Sweden,46 8 650 17 77,https://www.flatcapital.com,Asset Management,asset-management,Asset Management,Financial Services,financial-services,Financial Services,"Flat Capital AB (publ) operates as an investment company that focuses on companies with various entrepreneurs worldwide. It holds investments in a portfolio of companies. Flat Capital AB (publ) was incorporated in 2013 and is based in Stockholm, Sweden.",2,"[{'maxAge': 1, 'name': 'Mr. Sebastian Marcin Siemiatkowski', 'age': 43, 'title': 'Co-Founder & Chairman', 'yearBorn': 1981, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Hanna  Andreen', 'age': 35, 'title': 'Chief Executive Officer', 'yearBorn': 1989, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Antonio  Melani', 'age': 29, 'title': 'Chief Financial Officer', 'yearBorn': 1995, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,19.16,19.18,18.1,19.58,19.16,19.18,18.1,19.58,0.0,1.76,9.767676,564173,564173,462580,900437,900437,19.22,19.32,1863882752,11.5,31.95,15.886086,21.299932,18.073967,0.0,0.0,SEK,False,1026512192,0.93015,23673326,93428400,0.3711,0.03616,96374496,10.761,1.7972308,1735603200,1767139200,1743379200,109133000,1.98,8.749,0.20000005,0.10611236,EQUITY,19.34,none,166796992,2.768,0,80.23,80.521,117328000,2.226,0.13056,0.20773001,117328000,70690496,-6197000,1.0,0.0,2.8306398,SEK,FLAT-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,0.1800003,18.1 - 19.58,Stockholm,462580,7.84,0.68173915,11.5 - 31.95,-12.610001,-0.3946792,20.000004,STO,finmb_685028859,Europe/Stockholm,CEST,7200000,se_market,False,0.9394588,1.98,-1.9599323,-0.09201589,1.2660332,0.070047334,15,0,False,False,1634713200000,CLOSED,19.34,Flat Capital AB ser. B,Flat Capital AB (publ),[],1752852582,
