address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketChangePercent,regularMarketPrice,shortName,longName,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,corporateActions,regularMarketTime,marketState,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,trailingPegRatio
Riddargatan 13C,Stockholm,114 51,Sweden,46 1 04 82 70 00,https://www.corem.se,Real Estate - Diversified,real-estate-diversified,Real Estate - Diversified,Real Estate,real-estate,Real Estate,"Corem Property Group AB (publ), a real estate company, owns, manages, develops, and leases office, warehouse, logistics, and retail properties in Sweden, Denmark, and the United States. The company owns 294 properties with a total lettable area of 2,304 thousand square kilometers. Corem Property Group AB (publ) was founded in 1993 and is headquartered in Stockholm, Sweden.",280,"[{'maxAge': 1, 'name': 'Mr. Rutger  Arnhult', 'age': 57, 'title': 'CEO & Director', 'yearBorn': 1967, 'fiscalYear': 2024, 'totalPay': 6685000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Eva  Landen', 'age': 59, 'title': 'Deputy Chief Executive Officer', 'yearBorn': 1965, 'fiscalYear': 2024, 'totalPay': 5735000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Anders  Karlsson', 'age': 46, 'title': 'Acting Head of Finance', 'yearBorn': 1978, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Håkan  Engstam', 'age': 61, 'title': 'Head of Business Development', 'yearBorn': 1963, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Anna Lidhagen Ohlsen', 'age': 51, 'title': 'Head of Real Estate', 'yearBorn': 1973, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Peeter  Kinnunen', 'age': 51, 'title': 'Head of Transactions', 'yearBorn': 1973, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,241.5,240.0,237.0,240.0,241.5,240.0,237.0,240.0,20.0,8.1,1759104000,3.4188,7.98,1.462,50.31847,18614,18614,10851,11009,11009,237.0,238.0,0,0,26737154048,205.0,296.5,7.323241,242.66,247.245,0.1,0.00041407868,SEK,False,329456123904,-0.26869,575360545,12415300,0.14498,0.04212,108248000,15.294,15.496273,1735603200,1767139200,1743379200,-981000000,4.71,1:2,1516060800,90.237,148.739,-0.024144888,0.10611236,5.0,1774828800,EQUITY,237.0,none,439000000,0.364,2215000064,32298999808,0.035,0.11,3651000064,154.386,3.117,0.022149999,-0.04565,2345999872,575500032,1006000000,-0.047,0.64255995,0.60668,0.58817,SEK,CORE-PREF.ST,en-US,US,Equity,Delayed Quote,True,HIGH,-1.8633541,237.0,Corem Property Group AB Pref,Corem Property Group AB (publ),STO,finmb_45731010,Europe/Stockholm,CEST,7200000,se_market,False,[],1752852595,CLOSED,False,1268121600000,-4.5,237.0 - 240.0,Stockholm,10851,32.0,0.15609756,205.0 - 296.5,-59.5,-0.20067453,-2.4144888,1752231540,1752231540,1752231540,1739437200,1739437200,False,4.71,-5.6600037,-0.02332483,-10.244995,-0.041436613,15,0,False,
