address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,shortName,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,trailingPegRatio
Varvsgatan 39,Luleå,972 32,Sweden,https://www.nyabgroup.com/en/,Engineering & Construction,engineering-construction,Engineering & Construction,Industrials,industrials,Industrials,"Nyab AB (publ) provides engineering, construction, and maintenance services to energy, infrastructure, and industrial construction projects for public and private sectors in Finland and Sweden. It also offers land improvement, and maintenance and repair construction project services. Nyab AB (publ) was founded in 1990 and is headquartered in Luleå, Sweden.",978,"[{'maxAge': 1, 'name': 'Mr. Johan  Larsson', 'age': 44, 'title': 'CEO & Director', 'yearBorn': 1980, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Klas  Rewelj', 'age': 52, 'title': 'Chief Financial Officer', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Mikael  Ritola', 'age': 35, 'title': 'Chief Operating Officer', 'yearBorn': 1989, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Marko  Peltonen', 'age': 30, 'title': 'Director of Investor Relations', 'yearBorn': 1994, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Marten  Beijar', 'age': 57, 'title': 'Human Resources Director', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Magnus  Granljung', 'age': 51, 'title': 'Senior Vice President - Sweden', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Antti  Nissinen', 'title': 'Head of Business Unit - Construction', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Anders  Berg', 'age': 52, 'title': 'Head of Business Development', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Arve  Jensen M. Sc (Mech.)', 'age': 65, 'title': 'Head of Dovre', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Erik  Petersen', 'age': 45, 'title': 'Vice President of Corporate Affairs', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,6.14,6.14,6.07,6.32,6.14,6.14,6.07,6.32,0.11,1.95,1744761600,0.0,27.130434,17.828571,603673,603673,480558,802865,802865,6.2,6.23,4433551360,4.61,7.13,11.267626,5.7274,5.394175,0.01,0.0016286644,SEK,False,4015318528,0.043270003,275277876,710505024,0.73664004,0.045479998,732385984,0.275,22.690908,1735603200,1767139200,1743379200,17025000,0.23,0.35,10.205,138.335,-0.095081985,0.10611236,0.01,1744761600,EQUITY,6.24,7.2,6.75,6.975,6.975,none,2,34476000,0.049,29026000,42549000,1.218,1.282,393476992,21.77,0.554,0.055320002,0.08968,89970000,4978000,17755000,0.803,0.22865,0.07377,0.00923,EUR,NYAB.ST,en-US,US,Equity,Delayed Quote,True,HIGH,1.6286631,6.24,False,1719558000000,0.099999905,6.07 - 6.32,Stockholm,480558,1.6299996,0.35357907,4.61 - 7.13,-0.89000034,-0.12482473,-9.508199,1755099000,1755099000,1755099000,1746604800,1746604800,False,0.23,0.35,0.3275,19.053434,0.51259995,0.08949959,0.8458247,0.15680335,15,0,False,NYAB AB,CLOSED,[],1752852587,STO,finmb_50209005,Europe/Stockholm,CEST,7200000,se_market,False,
