address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,corporateActions,regularMarketTime,cryptoTradeable,shortName,longName,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
Ideon Science Park,Scheelevägen 19,Lund,223 70,Sweden,46 4 62 86 31 00,https://www.enzymatica.se,Drug Manufacturers - Specialty & Generic,drug-manufacturers-specialty-generic,Drug Manufacturers - Specialty & Generic,Healthcare,healthcare,Healthcare,"Enzymatica AB (publ), a life science company, develops and sells products that treat and alleviate infections and symptoms in the upper respiratory tract. The company's product includes ColdZyme, a mouth spray to treat and alleviate cold and flu symptoms. It also provides enzyme formulations for skin care. The company offers its products through contract organizations and partner agreements with distributors who sell the products under the ViruProtect, STADAProtect, and Bisolviral brand names. Enzymatica AB (publ) was incorporated in 2007 and is headquartered in Lund, Sweden.",21,"[{'maxAge': 1, 'name': 'Mr. Claus  Egstrand', 'age': 63, 'title': 'Chief Executive Officer', 'yearBorn': 1961, 'fiscalYear': 2023, 'totalPay': 4698000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Therese  Filmersson', 'age': 55, 'title': 'CFO & Deputy CEO', 'yearBorn': 1969, 'fiscalYear': 2023, 'totalPay': 1319000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Claes  Molin', 'age': 58, 'title': 'Director of Operations', 'yearBorn': 1966, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Anja  Tragardh', 'age': 46, 'title': 'Communications Manager', 'yearBorn': 1978, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Anna  Soderlund', 'title': 'Senior Director of Marketing & Sales', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Chris  Czyrko', 'age': 43, 'title': 'Director of Supply, Design & Development', 'yearBorn': 1981, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",1703980800,[],86400,4,2.94,2.9,2.79,3.02,2.94,2.9,2.79,3.02,0.0,0.117,-9.499999,69605,69605,65497,64708,64708,2.79,2.85,0,0,691794752,1.34,5.45,14.283542,2.972,2.46285,0.0,0.0,SEK,False,551814144,-1.08028,191714616,242735008,0.69961,0.04144,242735008,0.727,3.92022,1735603200,1767139200,1743379200,-52321000,-0.24,-0.3,11.393,-11.289,0.18217051,0.10611236,EQUITY,2.85,none,66616000,0.274,-48879000,1883000,3.645,4.472,48433000,1.192,0.229,-0.20296,-0.4326,32735000,-41331500,-61718000,0.303,0.67587996,-1.00921,-1.46523,SEK,ENZY.ST,en-US,US,Equity,Delayed Quote,True,HIGH,STO,finmb_129852091,Europe/Stockholm,CEST,7200000,se_market,False,PREPRE,[],1752763533,False,Enzymatica AB,Enzymatica AB (publ),-0.09000015,2.79 - 3.02,Stockholm,65497,1.5099999,1.1268655,1.34 - 5.45,-2.6,-0.47706422,18.21705,1753613940,1753613940,1753613940,False,-0.24,-0.3,-0.12199998,-0.041049793,0.3871498,0.15719585,15,0,False,1308034800000,-3.0612295,2.85,
