address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,shortName,longName,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,marketState,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,trailingPegRatio
Ulls väg 29C,Uppsala,756 51,Sweden,46 1 84 30 81 10,https://www.ossdsign.com,Medical Devices,medical-devices,Medical Devices,Healthcare,healthcare,Healthcare,"OssDsign AB (publ) designs, manufactures, and sells implants and material technology for bone regeneration in Sweden, Germany, the United States, the United Kingdom, rest of Europe, and internationally. It offers OssDsign Catalyst, a nanosynthetic bone graft for dual bone formation pathways through fusion mass. The company was founded in 2011 and is headquartered in Uppsala, Sweden.",32,"[{'maxAge': 1, 'name': 'Mr. Morten  Henneveld', 'age': 48, 'title': 'Chief Executive Officer', 'yearBorn': 1976, 'fiscalYear': 2024, 'totalPay': 8091000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Anders  Svensson', 'age': 61, 'title': 'Chief Financial Officer', 'yearBorn': 1963, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Tom  Buckland Ph.D.', 'age': 52, 'title': 'Chief Technical Officer', 'yearBorn': 1972, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Stephen  Anderson', 'age': 48, 'title': 'Vice President of Marketing', 'yearBorn': 1976, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Melanie  Marshall', 'age': 45, 'title': 'Vice President of Clinical & Medical Affairs', 'yearBorn': 1979, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Eric  Patermo', 'age': 55, 'title': 'Vice President of Sales US', 'yearBorn': 1969, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,14.3,14.38,14.26,14.8,14.3,14.38,14.26,14.8,0.0,0.867,-32.086956,247003,247003,700073,522989,522989,14.66,14.72,1690049536,5.91,15.6,11.162516,13.7736,11.2534,0.0,0.0,SEK,False,1334178816,-0.35062,71927748,109159000,0.31857002,0.22828,114502000,2.079,7.0995674,1735603200,1767139200,1743379200,-53086000,-0.51,-0.46,8.812,0.48008382,0.10611236,EQUITY,14.76,20.0,12.0,15.66667,15.0,0.0,strong_buy,3,77487000,0.793,1471000,4.265,5.112,151404000,0.724,1.403,-0.10451999,-0.24839,145312000,-49102500,-60050000,0.646,0.95975995,0.0,-0.28537,SEK,OSSD.ST,en-US,US,Equity,Delayed Quote,True,HIGH,[],1752765880,OssDsign AB,OssDsign AB (publ),STO,finmb_171076111,Europe/Stockholm,CEST,7200000,se_market,False,3.2167833,14.76,48.00838,1755601140,1755601140,1755601140,1746522000,1746522000,False,-0.51,-0.46,-0.3575,-41.286716,0.9864006,0.07161531,3.5066004,0.31160364,15,0,0.0 - Strong Buy,False,PREPRE,False,1558681200000,0.46000004,14.26 - 14.8,Stockholm,700073,8.85,1.497462,5.91 - 15.6,-0.84000015,-0.05384616,
