address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,marketState,shortName,longName,trailingPegRatio
Kungsgatan 60,Stockholm,111 56,Sweden,https://spectrumone.com,Software - Application,software-application,Software - Application,Technology,technology,Technology,"SpectrumOne AB (publ), a technology company, provides z`data management, analytics, and communications platform suites to append and analyze customer data in Sweden. The company was formerly known as TargetEveryone AB (publ) and changed its name to SpectrumOne AB (publ) in March 2020. SpectrumOne AB (publ) was incorporated in 1995 and is headquartered in Stockholm, Sweden.",10,"[{'maxAge': 1, 'name': 'Mr. Stephen Karl Ranson', 'age': 55, 'title': 'Chief Executive Officer', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Theodor  Gumpert', 'age': 33, 'title': 'Chief Financial Officer', 'yearBorn': 1991, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Henrik  Boman', 'age': 50, 'title': 'Chief Accountant', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Martin  Strömberg', 'title': 'Executive Vice President for Europe and Asian Operations', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Reagan  Panggabean', 'title': 'Chief Executive Officer of Ironroad Indonesia', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Tor  Pedersen', 'title': 'Chief Executive Officer of Ironroad IT India', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,0.239,0.257,0.234,0.257,0.239,0.257,0.234,0.257,0.0,0.659,0.6394737,8.1,188809,188809,409112,347402,347402,0.237,0.243,90935704,0.18,0.65,8.495488,0.25386,0.275755,0.0,0.0,SEK,False,108047448,6.1342497,266871895,374220992,0.39964,0.0109399995,379060000,0.264,0.92045456,1735603200,1767139200,1743379200,65661000,0.38,0.03,10.094,-9.098,-0.47659576,0.10611236,EQUITY,0.243,none,2632000,0.007,-11876000,16750000,0.461,0.475,10704000,16.961,0.029,-0.24951,1.45973,-3177000,-16477000,-34777000,-0.59,-0.29680002,-1.1094899,-4.56142,SEK,SPEONE.ST,en-US,US,Equity,Delayed Quote,True,HIGH,[],1752747387,STO,finmb_266482820,Europe/Stockholm,CEST,7200000,se_market,False,1.6736437,0.243,False,1433833200000,0.004000008,0.234 - 0.257,Stockholm,409112,0.06299999,0.34999996,0.18 - 0.65,-0.40699998,-0.6261538,-47.659576,1755773940,1755773940,1755773940,False,0.38,0.03,-0.010859996,-0.042779468,-0.032754987,-0.11878294,15,0,False,PREPRE,SpectrumOne AB,SpectrumOne AB (publ),
