address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,grossProfits,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,regularMarketChangePercent,regularMarketPrice,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,shortName,corporateActions,regularMarketTime,trailingPegRatio
Scheelevägen 19,Lund,223 63,Sweden,46 7 02 95 02 62,https://nanoecho.se,Biotechnology,biotechnology,Biotechnology,Healthcare,healthcare,Healthcare,"NanoEcho AB (publ) develops diagnostic method to investigate the spread of rectal cancer to nearby lymph nodes. The company was incorporated in 2013 and is based in Lund, Sweden.",7,"[{'maxAge': 1, 'name': 'Ms. Linda  Persson', 'age': 46, 'title': 'Chief Executive Officer', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Henrik  Ljung', 'age': 66, 'title': 'Chief Financial Officer', 'yearBorn': 1958, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Magnus  Santesson', 'age': 56, 'title': 'Chief Technology Officer', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,0.1,0.1,0.093,0.115,0.1,0.1,0.093,0.115,0.0,695992,695992,852057,1521155,1521155,0.095,0.0951,27337448,0.0059,0.799,4.559281,0.092212,0.1561415,0.0,0.0,SEK,False,13890227,-2.7468302,243839338,291444000,299823008,0.085,1.1035295,1735603200,1767139200,1743379200,-16470000,-0.06,2.317,-0.895,-0.47192883,0.10611236,EQUITY,0.0938,none,12398000,0.043,-15518000,0,3.606,3.738,5996000,0.042,4607000,-16769000,0.76835,-2.58806,-2.62025,SEK,NANECH.ST,en-US,US,Equity,Delayed Quote,True,HIGH,CLOSED,15,0,False,False,1722927600000,-0.0062000006,0.093 - 0.115,Stockholm,852057,0.0879,14.898304,0.0059 - 0.799,-0.7052,-0.8826032,-47.192883,-0.06,0.0015880018,0.017221207,-0.062341504,-0.39926288,-6.200001,0.0938,STO,finmb_649332240,Europe/Stockholm,CEST,7200000,se_market,False,NanoEcho AB,[],1752847343,
