maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,volume,regularMarketVolume,bid,ask,fiftyTwoWeekLow,fiftyTwoWeekHigh,currency,tradeable,quoteType,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,regularMarketChangePercent,regularMarketPrice,regularMarketChange,regularMarketDayRange,fullExchangeName,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,sourceInterval,exchangeDataDelayedBy,hasPrePostMarketData,cryptoTradeable,trailingPegRatio
86400,4,2.67,2.795,2.61,2.795,2.67,2.795,2.61,2.795,70818,70818,2.725,2.8,2.61,2.795,SEK,False,EQUITY,PILA-BTU.ST,en-US,US,Equity,Delayed Quote,True,HIGH,[],1752842907,STO,finmb_329992468,Europe/Stockholm,CEST,7200000,se_market,False,CLOSED,1.3108557,2.705,0.034999847,2.61 - 2.795,Stockholm,0.09500003,0.03639848,2.61 - 2.795,-0.09000015,-0.03220041,15,0,False,False,
