address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,longName,regularMarketTime,marketState,corporateActions,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,trailingPegRatio
Östra Hamngatan 52,Gothenburg,411 08,Sweden,46 1 03 50 09 00,https://nordiskbergteknik.se,Engineering & Construction,engineering-construction,Engineering & Construction,Industrials,industrials,Industrials,"Nordisk Bergteknik AB (publ), together with its subsidiaries, provides rock handling and foundation solutions in Sweden, Norway, Finland, and internationally. The company operates in three segments: Rock Sweden, Rock Norway, and Foundation Sweden. Its rock handling services include drilling, rock excavation, wire sawing, rock reinforcement, rock crushing, prospect drilling, concrete spraying, and concrete rehabilitation. The company's foundation services comprise piling, sheet piling, ground and soil reinforcement, foundation reinforcement, grouting, soil nailing, and groundwater lowering. It also provides services within infrastructure and construction contracts, wind farms, mines, and other. The company undertakes projects in the fields of infrastructure, construction, wind power, mining, natural environments, and others. Nordisk Bergteknik AB (publ) was founded in 1966 and is headquartered in Gothenburg, Sweden.",1143,"[{'maxAge': 1, 'name': 'Mr. Andreas  Christoffersson', 'age': 50, 'title': 'President & CEO', 'yearBorn': 1974, 'fiscalYear': 2024, 'totalPay': 4200000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Victor  Orn', 'age': 43, 'title': 'Deputy Group Chief Executive Officer', 'yearBorn': 1981, 'fiscalYear': 2024, 'totalPay': 200000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Johan  Lundqvist', 'age': 67, 'title': 'Chief Financial Officer', 'yearBorn': 1957, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Niklas  Alm', 'age': 57, 'title': 'IR & Communications Manager', 'yearBorn': 1967, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Goran  Sandback', 'title': 'Sales & Purchasing Manager', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,12.15,12.3,11.85,12.45,12.15,12.3,11.85,12.45,1685059200,0.0,-0.251,32.43243,7.5471697,25931,25931,48125,62730,62730,12.0,12.15,686854784,9.72,20.0,0.20312734,11.12,12.4131,0.0,0.0,SEK,False,2169916416,0.0061799996,28306987,57237900,0.24379998,0.54022,57476400,21.052,0.5700171,1735603200,1767139200,1743379200,20900000,0.37,1.59,0.642,8.307,-0.27678573,0.10611236,1.0,1685059200,EQUITY,12.0,10.0,10.0,10.0,10.0,none,1,16500000,0.288,261200000,1556800000,1.112,1.404,3381400064,129.195,59.076,0.0127,0.017339999,981900032,-68125000,241700000,0.101,0.29038,0.07725,0.02513,SEK,NORB-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,Nordisk Bergteknik AB ser. B,STO,finmb_601090165,Europe/Stockholm,CEST,7200000,se_market,False,Nordisk Bergteknik AB (publ),1752766175,PREPRE,[],-1.2345648,12.0,False,1634022000000,-0.14999962,11.85 - 12.45,Stockholm,48125,2.2799997,0.23456787,9.72 - 20.0,-8.0,-0.4,-27.678574,0.37,1.59,0.93,12.903226,0.8800001,0.0791367,-0.41310024,-0.033279378,15,0,False,
