address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,forwardPE,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,epsTrailingTwelveMonths,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,prevName,nameChangeDate,cryptoTradeable,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,longName,marketState,regularMarketChangePercent,regularMarketPrice,shortName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,trailingPegRatio
Marieviksgatan 19,Stockholm,117 43,Sweden,46 8 52 85 28 00,https://www.medhelp.se,Health Information Services,health-information-services,Health Information Services,Healthcare,healthcare,Healthcare,"Medhelp Care Aktiebolag (publ), a software-as-a-service company, operates a health platform for data-driven corporate health and supports in Sweden and Denmark. The company offers absence management, sickness absence statistics, health care advice, and rehabilitation support. Medhelp Care Aktiebolag (publ) was incorporated in 1999 and is based in Stockholm, Sweden.",40,"[{'maxAge': 1, 'name': 'Mr. Tobias  Ekros', 'age': 53, 'title': 'Chief Executive Officer', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Per  Netzell', 'age': 57, 'title': 'Chief Financial Officer', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Peter  Wallin', 'age': 45, 'title': 'CTO & COO', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Lars  Roth', 'age': 47, 'title': 'CSO/Strategy & Business Development', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Elisabeth  Wicklin', 'age': 55, 'title': 'Head of Sales Partners, Enterprise & Customer Success', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,4.8,5.0,4.9,5.0,4.8,5.0,4.9,5.0,0.0,1.053,35.714287,54692,54692,21774,19790,19790,4.96,5.0,152174000,2.06,5.0,1.6666192,3.9932,3.2948,0.0,0.0,SEK,False,128393952,15.625,0.04526,27279912,30434800,0.78216004,0.00013,30570700,1.01,4.9504952,1735603200,1767139200,1743379200,4133000,0.14,1.406,20.306,0.63398695,0.12969577,EQUITY,5.0,6.6,6.6,6.6,6.6,none,1,9306000,0.306,6323000,5613000,0.93,1.16,91307000,18.263,3.0,0.06372,0.14579001,45025000,-729625,13337000,0.051,0.49312,0.06925,0.09993,SEK,MEDHLP.ST,en-US,US,Equity,Delayed Quote,True,HIGH,0.14,0.22,22.727272,1.0067999,0.2521286,1.7052,0.5175428,15,0,Medhelp Care Ab,2025-07-16,False,[],1752677032,STO,finmb_591148037,Europe/Stockholm,CEST,7200000,se_market,False,Medhelp Care Aktiebolag (publ),PREPRE,4.1666627,5.0,Medhelp Care AB,False,1635231600000,0.19999981,4.9 - 5.0,Stockholm,21774,2.94,1.4271846,2.06 - 5.0,0.0,0.0,63.398697,
