address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketChangePercent,regularMarketPrice,longName,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,hasPrePostMarketData,firstTradeDateMilliseconds,cryptoTradeable,shortName,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,trailingPegRatio
Storgatan 73F,Sundsvall,852 33,Sweden,https://www.xpchemistries.com,Chemicals,chemicals,Chemicals,Basic Materials,basic-materials,Basic Materials,"XP Chemistries AB (publ), a biotechnology company, develops and produces forest-based capsaicin and analogues. It offers animal feed ingredients, personal care and cosmetic ingredients, pure capsaicinoids, and self-defense spray ingredients. The company was incorporated in 2018 and is based in Sundsvall, Sweden.",2,"[{'maxAge': 1, 'name': 'Dr. Erik  Nelsson', 'age': 41, 'title': 'CEO & MD', 'yearBorn': 1983, 'fiscalYear': 2024, 'totalPay': 1211228, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Anna  Svantes', 'age': 33, 'title': 'Director & Business Developer', 'yearBorn': 1991, 'fiscalYear': 2024, 'totalPay': 113924, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Anders  Frejdh', 'age': 50, 'title': 'Chief Financial Officer', 'yearBorn': 1974, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Shuangzheng  Lin', 'title': 'Chief Technology Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,4,0.296,0.297,0.277,0.328,0.296,0.297,0.277,0.328,0.0,2.2,653775,653775,861828,1442861,1442861,0.303,0.308,67228152,0.0685,0.499,200.06473,0.3113266,0.18050165,0.0,0.0,SEK,False,61181392,0.0,91168086,204340992,0.17555,2.0000001e-05,216864992,0.115,2.6956522,1735603200,1767139200,1743379200,-7015146,-0.04,182.07,-8.364,0.88823533,0.10611236,EQUITY,0.31,none,3060705,0.015,-7315005,0,2.46,4.221,336032,0.003,-0.22079,-0.30024,330298,-4842331,-7660554,1.028,0.98293996,0.0,-20.65701,SEK,XPC.ST,en-US,US,Equity,Delayed Quote,True,HIGH,4.729729,0.31,XP Chemistries AB (publ),0.013999999,0.277 - 0.328,Stockholm,861828,0.2415,3.5255477,0.0685 - 0.499,-0.18900001,-0.37875754,88.82353,-0.04,-0.0013265908,-0.0042610904,0.12949835,0.7174358,15,0,False,1635490800000,False,XP Chemistries AB,CLOSED,[],1752849748,STO,finmb_1679454121,Europe/Stockholm,CEST,7200000,se_market,False,
