address1,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,cryptoTradeable,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,marketState,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,trailingPegRatio
Box 30006,104 25,Sweden,https://www.byggmax.se,Home Improvement Retail,home-improvement-retail,Home Improvement Retail,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Byggmax Group AB (publ) sells building materials and related products for DIY projects in Sweden, Norway, and internationally. The company offers wood, board materials, garden products, tools and machines, electricity and plumbing, fittings, fastening and fasteners, casting and foundation, ceiling, insulation, and garage and workshop equipments. It also offers windows and doors, paint, flooring, tiles, kitchen and bath accessories, and other products through its physical and online stores. Byggmax Group AB (publ) was founded in 1993 and is headquartered in Solna, Sweden.",1081,"[{'maxAge': 1, 'name': 'Mr. Karl  Sandlund', 'age': 47, 'title': 'President & CEO', 'yearBorn': 1977, 'fiscalYear': 2024, 'totalPay': 12000000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Helena  Nathhorst', 'age': 57, 'title': 'Chief Financial Officer', 'yearBorn': 1967, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Sanna  Westman', 'title': 'Head of Marketing', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Per  Haraldsson', 'age': 50, 'title': 'Chief Commercial Officer', 'yearBorn': 1974, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Oscar  Tjarnberg', 'age': 52, 'title': 'President & CEO of Skånska Byggvaror Division', 'yearBorn': 1972, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Anne Marie Indrelid', 'age': 45, 'title': 'CEO of Right Price Tiles', 'yearBorn': 1979, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",5,5,3,4,3,1748736000,1735603200,[],86400,2,57.4,57.5,57.5,60.0,57.4,57.5,57.5,60.0,0.75,1.47,1746576000,0.2874,4.57,0.831,22.813686,17.910448,360731,360731,136127,251233,251233,59.7,59.9,0,0,3517499904,33.52,60.0,0.5795847,51.891,48.0936,0.75,0.0130662015,SEK,False,5566014976,0.01681,54266859,58625000,0.16383,0.53113,58625000,40.802,1.4705162,1735603200,1767139200,1743379200,102000000,2.63,3.35,0.917,12.766,0.6120366,0.11729753,0.75,1746576000,EQUITY,60.0,55.0,55.0,55.0,55.0,3.0,hold,2,14000000,0.239,436000000,2596000000,0.088,0.698,6069000192,114.361,103.522,0.02236,0.0454,2128000000,686000000,751000000,0.073,0.35063,0.07184,-0.13132,SEK,BMAX.ST,en-US,US,Equity,Delayed Quote,True,HIGH,False,[],1752593370,STO,finmb_25056601,Europe/Stockholm,CEST,7200000,se_market,False,4.529614,60.0,2.5999985,57.5 - 60.0,Stockholm,136127,26.48,Byggmax Group AB,Byggmax Group AB (publ),False,1275462000000,PREPRE,0.7899761,33.52 - 60.0,0.0,0.0,61.20366,1752213600,1752213600,1752213600,1744785000,1744785000,False,2.63,3.35,3.795,15.810276,8.109001,0.1562699,11.906399,0.2475672,15,0,3.0 - Hold,
