address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChangePercent,corporateActions,regularMarketTime,regularMarketPrice,marketState,longName,shortName,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,trailingPegRatio
Ideongatan 3A,Lund,223 62,Sweden,46 7 04 99 99 34,https://dlaboratory.com,Utilities - Renewable,utilities-renewable,Utilities - Renewable,Utilities,utilities,Utilities,"Dlaboratory Sweden AB (publ) an energy technology company, provides inspection services solutions for owners and operators of power, telecom, and rail infrastructure in Sweden. The comoany provides dLab platform that offers bulk of the work by collecting and analysing data with timely alerts, analysis, and other KPIs. Dlaboratory Sweden AB (publ) was founded in 2007 and is headquartered in Lund, Sweden.",28,"[{'maxAge': 1, 'name': 'Mr. Rickard  Jacobson', 'age': 40, 'title': 'Chief Executive Officer', 'yearBorn': 1984, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Magnus  Akke', 'title': 'Founder & Research Director', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Fredrik  Akke', 'age': 61, 'title': 'Co-Founder, CTO & Director', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. David  Folkesson', 'age': 44, 'title': 'Chief Financial Officer', 'yearBorn': 1980, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Louise  Erliksson', 'title': 'Communications Manager', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Matilda  Sikora', 'age': 35, 'title': 'Chief Marketing Officer', 'yearBorn': 1989, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,2.52,2.46,2.3,2.52,2.52,2.46,2.3,2.52,0.0,1.585,7890,7890,16000,31234,31234,2.36,2.52,41577064,1.8,3.38,0.871107,2.52,2.444075,0.0,0.0,SEK,False,40695032,-0.15205,14438814,16945000,0.35406,0.28893,17617400,0.353,6.6855526,1735603200,1767139200,1743379200,-7257000,-0.44,0.853,-8.496,0.049999952,0.10611236,EQUITY,2.36,none,6412000,0.378,-4790000,0,0.732,1.11,47729000,2.817,-0.18646999,-0.7546,9361000,-4632625,-5890000,-0.043,0.19613001,-0.100360006,-0.71115994,SEK,DLAB.ST,en-US,US,Equity,Delayed Quote,True,HIGH,-0.16000009,2.3 - 2.52,Stockholm,16000,0.55999994,0.3111111,1.8 - 3.38,-1.0200002,-0.30177522,4.999995,-0.44,-0.16000009,-0.0634921,-0.08407521,-0.034399603,15,0,False,False,1618988400000,-6.34921,[],1752505694,2.36,PREPRE,Dlaboratory Sweden AB (publ),Dlaboratory Sweden AB,STO,finmb_314643909,Europe/Stockholm,CEST,7200000,se_market,False,
