address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketChangePercent,regularMarketPrice,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,shortName,longName,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,trailingPegRatio
"Cylindervägen 18, 8tr",Box 1113,Nacka,131 26,Sweden,46 7 08 55 01 50,https://www.botniaexploration.com,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Botnia Exploration Holding AB (publ), together with its subsidiaries, engages in the exploration of precious and base metals in Sweden. Its project portfolio includes gold and sulphide ore projects with one environmental permit for mining, four exploration permits, and two processing concessions in the Vindelgransele area in Sweden. The company was founded in 2007 and is based in Nacka Strand, Sweden.",5,"[{'maxAge': 1, 'name': 'Mr. Fredrik  Bergsten', 'age': 47, 'title': 'Managing Director', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Robert  Johansson', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Frank W. Van Der Stijl B.Sc M.Sc', 'age': 72, 'title': 'Chief Geologist', 'yearBorn': 1952, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,11.1,11.05,10.85,11.1,11.1,11.05,10.85,11.1,0.0,0.407,31.714287,25594,25594,27343,24938,24938,10.85,11.1,0,0,452935520,10.0,14.9,6.65602,11.355,12.29675,0.0,0.0,SEK,False,448901056,0.20934999,21109665,40805000,0.35786,0.23033,40805000,3.721,2.9830692,1735603200,1767139200,1743379200,14246000,0.35,1:5,1508803200,6.597,-0.10843372,0.10611236,EQUITY,11.1,none,12503000,0.306,14589000,0.494,0.781,68049000,9.609,1.681,-0.058280002,0.100150004,50407000,-28798250,13911000,0.74074996,0.0,-1.08365,SEK,BOTX.ST,en-US,US,Equity,Delayed Quote,True,HIGH,0.0,11.1,PREPRE,[],1752506979,STO,finmb_61048497,Europe/Stockholm,CEST,7200000,se_market,False,Botnia Exploration Holding AB,Botnia Exploration Holding AB (publ),0.11000004,10.0 - 14.9,-3.7999992,-0.25503352,-10.843372,1605265140,1605265140,0.35,-0.25499916,-0.022456994,-1.1967497,-0.097322434,15,0,False,False,1260777600000,0.0,10.85 - 11.1,Stockholm,27343,1.1000004,
