address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,regularMarketChangePercent,regularMarketPrice,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,cryptoTradeable,trailingPegRatio
Stora Torget 3E,Alingsås,441 30,Sweden,46 3 22 63 50 00,https://www.qiiwi.com,Electronic Gaming & Multimedia,electronic-gaming-multimedia,Electronic Gaming & Multimedia,Communication Services,communication-services,Communication Services,"Qiiwi Games AB (publ) develops and publishes games for mobile platforms in Sweden. The company focuses on developing mobile games for casual gamers within the trivia, match-3, and word/puzzle genres. The company was incorporated in 2005 and is based in Alingsås, Sweden.",15,"[{'maxAge': 1, 'name': 'Mr. Erik Dale Rundberg', 'title': 'Chief Executive Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Martin  Larsson', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Marcus Dale Rundberg', 'title': 'Chief Technology Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Daniel  Svensson', 'title': 'Head of New Games', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,3.6,3.66,3.43,3.66,3.6,3.66,3.43,3.66,0.0,0.648,23139,23139,38747,52372,52372,3.46,3.5,32373216,1.2,5.05,1.5442289,2.3183,3.020975,0.0,0.0,SEK,False,18655070,-0.28024,7852819,9249490,0.46793997,0.17533001,10174400,2.284,1.5323993,1735603200,1767139200,1743379200,-5875000,-0.63,0.89,-2.627,0.980198,0.10611236,EQUITY,3.5,none,16493000,1.783,-7102000,0,10.142,10.614,20964000,2.259,-0.16976999,-0.24325001,18462000,-3231500,-3255000,-0.192,0.88065004,-0.33877,-0.53154,SEK,QIIWI.ST,en-US,US,Equity,Delayed Quote,True,HIGH,[],1752848647,STO,finmb_378661230,Europe/Stockholm,CEST,7200000,se_market,False,CLOSED,-2.7777753,3.5,-0.099999905,3.43 - 3.66,Stockholm,38747,2.3,1.9166665,1.2 - 5.05,-1.5500002,-0.30693072,98.019806,-0.63,1.1817,0.50972694,0.4790249,0.15856631,15,0,Qiiwi Games AB,Qiiwi Games AB (publ),False,1507878000000,False,
