address1,address2,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,forwardPE,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,longName,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,trailingPegRatio
Convendum,Jakobsbergsgatan 16,Stockholm,111 44,Sweden,https://www.vo2cap.se,Asset Management,asset-management,Asset Management,Financial Services,financial-services,Financial Services,"Vo2 Cap Holding AB (publ) operates in the media tech industry. It focuses investing in media tech companies across Europe. The company was incorporated in 2016 and is based in Stockholm, Sweden.",82,"[{'maxAge': 1, 'name': 'Mr. Douglas  Roos', 'age': 56, 'title': 'Co-Founder & Chairman of the Board', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Patrik  Sandberg', 'age': 48, 'title': 'Co-Founder, CEO & Director', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Eric  Gisaeus', 'title': 'Co-Founder & Member of Advisory Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Daniel  Ahlbert', 'title': 'Co-Founder & Member of Advisory Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Johanna  Stenman', 'age': 54, 'title': 'Chief Financial Officer', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Andreas  Bardh', 'title': 'Group Controller', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,2.39,2.37,2.37,2.37,2.39,2.37,2.37,2.37,0.0,1.166,300,300,41098,14275,14275,2.37,2.4,136517440,1.0,3.95,0.3832983,2.1078,2.0363,0.0,0.0,SEK,False,158088864,14.8125,-0.14097,21947440,56882200,0.60182,0.22719,57602300,3.238,0.7319333,1735603200,1767139200,1743379200,-50209000,-0.88,1:50,1632096000,0.444,3.739,-0.17421603,0.10611236,EQUITY,2.37,3.2,3.2,3.2,3.2,none,1,15584000,0.274,42277000,21955000,0.605,0.681,356164992,11.47,6.335,-0.04058,-0.24363,61020000,51053124,8147000,-0.032,0.17132999,0.1187,-0.02005,SEK,VO2.ST,en-US,US,Equity,Delayed Quote,True,HIGH,VO2 Cap Holding AB,Vo2 Cap Holding AB (publ),[],1752849620,STO,finmb_1676929862,Europe/Stockholm,CEST,7200000,se_market,False,-0.8368292,2.37,CLOSED,False,1482393600000,-0.02000022,2.37 - 2.37,Stockholm,41098,1.3699999,1.3699999,1.0 - 3.95,-1.5800002,-0.40000004,-17.421604,-0.88,0.11,21.545454,0.26219988,0.12439504,0.33369994,0.16387564,15,0,False,
