address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,corporateActions,regularMarketTime,cryptoTradeable,shortName,longName,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
Arvid Wallgrens backe 20,8th floor,Gothenburg,413 46,Sweden,46 7 63 19 98 98,https://www.toleranzia.se,Drug Manufacturers - Specialty & Generic,drug-manufacturers-specialty-generic,Drug Manufacturers - Specialty & Generic,Healthcare,healthcare,Healthcare,"Toleranzia AB (publ), a biotechnology company, develops and commercializes drugs for the treatment of autoimmune orphan diseases. The company is primarily developing TOL2 drug candidate in clinical trial for treating myasthenia gravis, an autoimmune nerve and muscle disease. The company also develops TOL3 drug candidate for the treatment of ANCA vasculitis, an autoimmune blood vessel disease. In addition, it is also developing tolerogens technology, a treatment method that creates disease-specific tolerance in the immune system for treating various autoimmune diseases. The company was incorporated in 2011 and is headquartered in Gothenburg, Sweden.",10,"[{'maxAge': 1, 'name': 'Ms. Charlotte  Fribert', 'age': 57, 'title': 'CEO & Executive Director', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Ann-Sofie  Taube', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Bjorn  Lowenadler Ph.D.', 'age': 72, 'title': 'Chief Business Officer', 'yearBorn': 1952, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Vidar  Wendel-Hansen M.D., Ph.D.', 'age': 65, 'title': 'Chief Medical Officer', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,0.477,0.475,0.463,0.479,0.477,0.475,0.463,0.479,0.0,0.995,10282976,10282976,961567,3828067,3828067,0.464,0.468,129192800,0.27,0.724,4.0994067,0.46582,0.501945,0.0,0.0,SEK,False,126812456,-0.37899,137361479,270961984,0.0774,0.6903,276052992,0.652,0.7177914,1735603200,1767139200,1743379200,-11944000,-0.04,4.024,-11.033,-0.19899666,0.10611236,EQUITY,0.468,none,5417000,0.02,-11494250,0,1.02,1.117,31515000,0.137,-0.042659998,-0.0725,-3610000,-35852000,-9812000,0.091,-0.11455,-0.36472,-0.61395,SEK,TOL.ST,en-US,US,Equity,Delayed Quote,True,HIGH,STO,finmb_228444470,Europe/Stockholm,CEST,7200000,se_market,False,CLOSED,[],1752852592,False,Toleranzia AB,Toleranzia AB (publ),-0.009000003,0.463 - 0.479,Stockholm,961567,0.19799998,0.73333323,0.27 - 0.724,-0.25599998,-0.35359114,-19.899666,1604314740,1604314740,-0.04,0.0021799803,0.004679877,-0.033945024,-0.067626975,15,0,False,1450252800000,-1.8867933,0.468,
