address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,corporateActions,regularMarketTime,regularMarketChangePercent,regularMarketPrice,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,cryptoTradeable,marketState,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,trailingPegRatio
Building 405,ScheelevAegen 2,Lund,223 81,Sweden,46 46 15 21 00,https://www.clinicallaser.se,Medical Devices,medical-devices,Medical Devices,Healthcare,healthcare,Healthcare,"Clinical Laserthermia Systems AB (publ) engages in the development of treatment tools for diseased tissue under the TRANBERG brand in Sweden. It offers TRANBERG, a thermal therapy system designed to deliver laser energy to heat the target tissue. The company also provides mobile laser unit, a controlling component with a wavelength of 1064 nanometers provides multiple options to control treatment. In addition, it offers various gauge laser applicators, as well as provides temperature and treatment monitoring devices. Clinical Laserthermia Systems AB (publ) was incorporated in 2006 and is headquartered in Lund, Sweden.","[{'maxAge': 1, 'name': 'Mr. Dan Johansson Mogren', 'age': 60, 'title': 'Chief Executive Officer', 'yearBorn': 1964, 'fiscalYear': 2024, 'totalPay': 2404775, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Hakan  Rosqvist', 'age': 58, 'title': 'Interim Chief Financial Officer', 'yearBorn': 1966, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jimmy  Johansson', 'age': 43, 'title': 'Executive Vice President of Operations', 'yearBorn': 1981, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Cristina  Pantaleone', 'age': 37, 'title': 'Chief Technical Officer', 'yearBorn': 1987, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Liselotte  Nilsson', 'age': 54, 'title': 'Vice President of Marketing', 'yearBorn': 1970, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,4,3.58,3.64,3.64,4.0,3.58,3.64,3.64,4.0,0.0,-0.003,-7.69,439803,439803,100154,142280,142280,3.8,3.85,0,0,98676544,2.43,6.59,4.8997736,2.9167,3.5721276,0.0,0.0,SEK,False,42187460,-2.50514,22317103,25663600,0.03809,0.03233,25666600,2.904,1.3240358,1735603200,1767139200,1743379200,-50451000,-3.11,-0.5,1:200,1714003200,2.095,-0.981,-0.41822827,0.10611236,EQUITY,3.845,12.0,12.0,12.0,12.0,0.0,strong_buy,1,27870000,1.086,-42995000,224000,3.531,4.433,20139000,0.316,1.37,-0.40943,-0.85149,13976000,-36762248,-45152000,0.432,0.69398004,-2.1349099,-1.7829201,SEK,CLS-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,STO,finmb_47375733,Europe/Stockholm,CEST,7200000,se_market,False,[],1752852193,7.4022374,3.845,0.2650001,3.64 - 4.0,Stockholm,100154,1.415,0.5823045,2.43 - 6.59,-2.7450001,-0.41654024,-41.822826,1755255540,1755255540,1755255540,1740128400,1740128400,False,False,CLOSED,Clinical Laserthermia Systems A,Clinical Laserthermia Systems AB (publ),False,1239865200000,-3.11,-0.5,0.92830014,0.3182707,0.27287245,0.076389335,15,0,0.0 - Strong Buy,
