address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,cryptoTradeable,shortName,longName,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,hasPrePostMarketData,firstTradeDateMilliseconds,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
Kung Oskars väg 11C,Lund,222 35,Sweden,46 0 46 38 67 50,https://www.safeture.com,Software - Application,software-application,Software - Application,Technology,technology,Technology,"Safeture AB (publ) operates as a software as a service company. It offers cloud-based services that manage employee risk, safety, and crisis processes. The company was formerly known as GWS Production AB (publ) and changed its name to Safeture AB (publ) in June 2019. Safeture AB (publ) was incorporated in 2009 and is headquartered in Lund, Sweden.",30,"[{'maxAge': 1, 'name': 'Mr. Magnus  Hultman', 'age': 50, 'title': 'Chief Executive Officer', 'yearBorn': 1974, 'fiscalYear': 2024, 'totalPay': 2953000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Jessica  Eberhagen', 'age': 45, 'title': 'Chief Financial Officer', 'yearBorn': 1979, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Andreas  Larsson', 'age': 46, 'title': 'Chief Technology Officer', 'yearBorn': 1978, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jonas  Brorson', 'age': 60, 'title': 'Chief Marketing Officer', 'yearBorn': 1964, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Marcel  Brandt', 'age': 47, 'title': 'Chief Sales Officer', 'yearBorn': 1977, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jonas  Bjurhult', 'age': 46, 'title': 'Chief Product Officer', 'yearBorn': 1978, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Maria  Andersson', 'age': 31, 'title': 'Chief Client Officer', 'yearBorn': 1993, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,6.05,5.9,5.8,5.9,6.05,5.9,5.8,5.9,0.0,0.412,195.0,913,913,13484,18088,18088,5.7,5.9,229842992,4.62,8.5,3.3937187,5.854,6.38825,0.0,0.0,SEK,False,206284256,0.01753,1942085,39289400,0.28395998,0.58512,41027900,0.732,7.991803,1735603200,1767139200,1743379200,1187000,0.03,0.0,3.046,123.302,-0.16083914,0.10611236,EQUITY,5.85,8.0,8.0,8.0,8.0,none,1,28598000,0.731,1673000,0,1.309,1.309,67726000,1.73,0.01258,0.04246,25710000,6986375,16301000,0.105,0.37962002,0.0247,-0.00508,SEK,SFTR.ST,en-US,US,Equity,Delayed Quote,True,HIGH,-0.20000029,5.8 - 5.9,Stockholm,13484,1.23,0.26623377,4.62 - 8.5,-2.65,-0.31176472,-16.083914,False,Safeture AB,Safeture AB (publ),[],1752753272,STO,finmb_270404456,Europe/Stockholm,CEST,7200000,se_market,False,PREPRE,False,1413356400000,1752836340,1752836340,1752836340,False,0.03,0.0,-0.004000187,-0.0006833254,-0.53824997,-0.08425625,15,0,-3.30579,5.85,
