address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,marketState,hasPrePostMarketData,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,shortName,cryptoTradeable,longName,trailingPegRatio
Drottninggatan 95A,Stockholm,113 60,Sweden,46 86 44 35 40,https://www.maginteractive.com,Electronic Gaming & Multimedia,electronic-gaming-multimedia,Electronic Gaming & Multimedia,Communication Services,communication-services,Communication Services,"MAG Interactive AB (publ) develops and publishes mobile games worldwide. It offers casual social games through QuizDuel, Wordzee, Primetime, Word Mansion, Tile Mansion, Ruzzle, Word Domination, and WordBrain, as well as Wordalot, Paint Hit word, and trivia games. The company distributes its games through digital app stores. MAG Interactive AB (publ) was incorporated in 2010 and is headquartered in Stockholm, Sweden.",98,"[{'maxAge': 1, 'name': 'Mr. Daniel  Hasselberg', 'age': 51, 'title': 'Co-Founder, CEO & Director', 'yearBorn': 1973, 'fiscalYear': 2024, 'totalPay': 220000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Magnus  Wiklander', 'age': 51, 'title': 'Chief Financial Officer', 'yearBorn': 1973, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Kaj  Nygren', 'age': 54, 'title': 'Chief Technology Officer', 'yearBorn': 1970, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Tove  Bengtsson', 'title': 'Marketing Communications Manager', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Patric  Blixt', 'age': 55, 'title': 'Chief Marketing Officer', 'yearBorn': 1969, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Marie  Lundgren', 'age': 38, 'title': 'Head of People & Culture', 'yearBorn': 1986, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Magnus  Holmström', 'age': 47, 'title': 'Head of Production', 'yearBorn': 1977, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,14.35,14.35,13.5,14.4,14.35,14.35,13.5,14.4,1.0,7.97,1737590400,100.0,0.492,1400.0,18.918919,88408,88408,36429,58862,58862,13.7,14.0,0,0,370925792,6.6,14.95,1.1828859,9.9392,9.09135,1.0,0.06968641,SEK,False,250806896,0.00051,14640945,26494700,0.53734,0.20486,26494700,11.564,1.2106538,1725062400,1756598400,1748649600,159000,0.01,0.74,0.8,31.261,0.5929705,0.10611236,1.0,1737590400,EQUITY,14.0,none,93748000,3.538,8023000,12047000,3.262,3.449,313576992,3.932,11.835,-0.00455,0.0005,201604992,12883375,68249000,-0.11,0.64292,0.02559,-0.05145,SEK,MAGI.ST,en-US,US,Equity,Delayed Quote,True,HIGH,1512720000000,-0.35000038,13.5 - 14.4,Stockholm,36429,7.4,1.1212121,6.6 - 14.95,-0.9499998,-0.06354514,59.29705,1750849140,1750849140,1750849140,1743580800,1743580800,False,0.01,0.74,4.0607996,0.408564,4.9086504,0.5399254,15,0,CLOSED,False,[],1752852575,STO,finmb_250583924,Europe/Stockholm,CEST,7200000,se_market,False,-2.4390268,14.0,MAG Interactive AB,False,MAG Interactive AB (publ),
