address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,regularMarketChangePercent,regularMarketPrice,cryptoTradeable,trailingPegRatio
LinnEgatan 87A,Stockholm,115 23,Sweden,46 5 56 73 75 489,https://ooda.ai,Software - Application,software-application,Software - Application,Technology,technology,Technology,"oodash Group AB (publ) focuses on artificial intelligence (AI) and software-as-a-service (SaaS) primarily in business intelligence and data security. It provides AI services in the form of decentralized and distributed AI computing and AI tools, as well as AI consulting, training, and implementation. The company has a strategic partnership with Lit Protocol to build secure, private, and autonomous AI agent applications across Web3 ecosystems. oodash Group AB (publ) was incorporated in 2007and is headquartered in Stockholm, Sweden.",3,"[{'maxAge': 1, 'name': 'Mr. Arli  Mujkic', 'title': 'Founder, CEO, CTO & Board Member', 'fiscalYear': 2023, 'totalPay': 3607000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Mans P. Soderlind', 'title': 'Co-Founder, CCO & Deputy CEO', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Halida  Mujkic', 'title': 'Co-Founder & C.H.R', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Sanin  Mujkic', 'title': 'Co-Founder & CIO', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Robert  Lindholm', 'title': 'Chief Financial Officer', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Marc  Bergenroth', 'title': 'CBO & Partner', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",1703980800,[],86400,2,55.0,55.0,53.1,64.5,55.0,55.0,53.1,64.5,0.0,3.357,9324,9324,4568,5608,5608,55.8,56.4,194936448,3.74,114.0,20.444305,57.03,54.35125,0.0,0.0,SEK,False,158956752,0.0,2531154,3456320,0.474,0.00023,3456320,32.145,1.7545497,1735603200,1767139200,1735603200,-84702000,-29.0,1:40,1692144000,16.671,-5.631,9.658915,0.10611236,EQUITY,56.4,none,25108000,7.417,-28228000,3573000,1.404,1.48,9535000,2.993,3.318,-0.20943001,-0.76237,9535000,-27047500,-29680000,1.017,1.0,-2.96046,-14.273271,SEK,OODA.ST,en-US,US,Equity,Delayed Quote,True,HIGH,CLOSED,[],1752850016,STO,finmb_671285156,Europe/Stockholm,CEST,7200000,se_market,False,OODA AI AB,oodash Group AB (publ),False,1589439600000,1.4000015,53.1 - 64.5,Stockholm,4568,52.66,14.080214,3.74 - 114.0,-57.6,-0.50526315,965.8915,-29.0,-0.62999725,-0.011046769,2.0487518,0.03769466,15,0,2.5454574,56.4,False,
