maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,volume,regularMarketVolume,bid,ask,fiftyTwoWeekLow,fiftyTwoWeekHigh,currency,tradeable,quoteType,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,shortName,marketState,corporateActions,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,regularMarketChange,regularMarketDayRange,fullExchangeName,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,trailingPegRatio
86400,4,0.187,0.185,0.18,0.185,0.187,0.185,0.18,0.185,1112843,1112843,0.182,0.185,0.18,0.185,SEK,False,EQUITY,SPEC-BTU.ST,en-US,US,Equity,Delayed Quote,True,HIGH,1751987623,STO,finmb_12930687,Europe/Stockholm,CEST,7200000,se_market,False,-1.6042812,0.184,SpectraCure AB BTU,PREPRE,[],15,0,False,False,-0.003000006,0.18 - 0.185,Stockholm,0.003999993,0.022222184,0.18 - 0.185,-0.001000002,-0.0054054162,
