address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,regularMarketChangePercent,regularMarketPrice,cryptoTradeable,trailingPegRatio
Linnégatan 51,Stockholm,114 58,Sweden,46 7 22 35 74 46,https://www.fragbitegroup.com,Electronic Gaming & Multimedia,electronic-gaming-multimedia,Electronic Gaming & Multimedia,Communication Services,communication-services,Communication Services,"Fragbite Group AB (publ) develops, adapts, and publishes games and esports content for the GAMING, ESPORTS, and WEB3 markets in the Nordic region. Its products are developed for traditional platforms, such as PC, mobile, and console and modern web3 platforms built on blockchain technology. Fragbite Group AB (publ) was formerly known as FunRock AB and changed its name to Fragbite Group AB (publ) in June 2021. The company was founded in 2002 and is headquartered in Stockholm, Sweden.",75,"[{'maxAge': 1, 'name': 'Mr. Stefan  Tengvall', 'age': 48, 'title': 'Interim CEO & Director', 'yearBorn': 1976, 'fiscalYear': 2024, 'totalPay': 878000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Inger  Hasselberg', 'age': 54, 'title': 'CFO & Head of Financial Control', 'yearBorn': 1970, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Charlotta  Deuschl', 'title': 'Interim Group Chief Accountant', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Erika  Mattsson', 'title': 'Chief Communication Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Joakim  Hoglund', 'title': 'Head of Studio', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Magdy  Shehata', 'age': 34, 'title': 'Chief Executive Officer of Funrock & Prey Studios', 'yearBorn': 1990, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Daniel  Pereaux', 'age': 36, 'title': 'Chief Executive Officer of Fragbite AB', 'yearBorn': 1988, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Abrial Da Costa', 'age': 52, 'title': 'Chief Executive Officer of Playdigious', 'yearBorn': 1972, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Anders  Gyllenberg', 'title': 'CEO of Fall Damage Studio AB', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,9.52,9.86,9.78,10.85,9.52,9.86,9.78,10.85,0.0,0.607,0.040645663,104.5,30002,30002,54786,170226,170226,9.92,10.45,83288800,0.0125,14.35,0.35201773,6.1762,5.8024626,0.0,0.0,SEK,False,113783720,-0.36220002,4349229,7970220,0.32221,0.21195,8279910,8.032,1.3010459,1735603200,1767139200,1743379200,-85699000,257.1,0.1,1:500,1733356800,0.481,-16.541,216.34694,0.10611236,EQUITY,10.45,none,8267000,1.126,-6879000,27813000,0.233,0.389,236604000,43.702,27.628,-0.13951,-0.59598,102816000,-31178750,-9058000,-0.374,0.43455002,-0.029070001,-0.3732,SEK,FRAG.ST,en-US,US,Equity,Delayed Quote,True,HIGH,PREPRE,[],1752764957,STO,finmb_118314930,Europe/Stockholm,CEST,7200000,se_market,False,Fragbite Group AB,Fragbite Group AB (publ),False,1626073200000,0.92999935,9.78 - 10.85,Stockholm,54786,10.4375,835.0,0.0125 - 14.35,-3.9000006,-0.27177703,21634.693,257.1,0.1,4.2738,0.6919789,4.647537,0.80095947,15,0,9.7689,10.45,False,
