address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,marketState,shortName,longName,trailingPegRatio
Weidstrasse 1a,Zug,6300,Switzerland,46 660 26 62 00,https://www.fenixoutdoor.com,Specialty Retail,specialty-retail,Specialty Retail,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Fenix Outdoor International AG, together w	ith its subsidiaries, develops and markets outdoor products worldwide. It operates through three segments: Brands, Global Sales, and Frilufts. The company offers apparel, daypacks, backpacks, sleeping bags, tents, bags, outdoor shoes, and boots. It also operates outdoor retail chains; brand retail shops; and e-commerce business. In addition, the company sells its products under the Fjällräven, Hanwag, Royal Robbins, Devold, and Tierra brand names. The company was founded in 1960 and is based in Zug, Switzerland.",2008,"[{'maxAge': 1, 'name': 'Mr. Erik Martin Nordin', 'age': 62, 'title': 'Executive Chairman & CEO', 'yearBorn': 1962, 'fiscalYear': 2024, 'totalPay': 855000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Susanne Dalsgaard Nordin', 'age': 58, 'title': 'Senior Executive & Director', 'yearBorn': 1966, 'fiscalYear': 2024, 'totalPay': 244000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Alexander  Koska', 'age': 58, 'title': 'President, COO, Head of Global Sales & Director', 'yearBorn': 1966, 'fiscalYear': 2024, 'totalPay': 495000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Thomas  Lindberg', 'age': 61, 'title': 'Chief Financial Officer', 'yearBorn': 1963, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Eefje  Jacques', 'age': 43, 'title': 'Chief Technology Officer', 'yearBorn': 1981, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Martin  Axelhed', 'age': 48, 'title': 'Executive Vice President of Brands', 'yearBorn': 1976, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",9,10,5,1,9,1748736000,1735603200,[],86400,2,535.0,542.0,536.0,544.0,535.0,542.0,536.0,544.0,15.0,2.88,1764547200,22.0581,0.504,848.4375,121.74888,70,70,3215,1494,1494,538.0,547.0,0,0,7298245632,513.0,759.0,10.740406,571.56,626.485,1.309,0.002446729,SEK,False,7138132480,0.0115600005,3598038,11040600,0.65636003,0.20315,13440600,30.921,17.56088,1735603200,1767139200,1743379200,-0.971,7855000,0.64,4.46,10.505,162.774,-0.26422763,0.12792087,15.0,1764633600,EQUITY,543.0,none,57800000,4.3,43853000,188000000,0.829,2.411,679513024,44.656,50.985,0.024519999,0.01857,385548992,51256376,99025000,-0.971,-0.037,0.56738997,0.06454,0.031070001,EUR,FOI-B.ST,en-US,US,Equity,Free Realtime Quote,True,HIGH,[],1751613160,STO,finmb_9220428,Europe/Stockholm,CEST,7200000,se_market,False,1.4953271,543.0,-0.28458497,-26.422764,1746442800,1753095540,1753444800,True,0.64,4.46,-28.559998,-0.049968503,-83.484985,-0.13325936,15,0,False,False,1403766000000,8.0,536.0 - 544.0,Stockholm,3215,30.0,0.058479533,513.0 - 759.0,-216.0,REGULAR,Fenix Outdoor International AG ,Fenix Outdoor International AG,
