address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketChangePercent,regularMarketPrice,cryptoTradeable,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,hasPrePostMarketData,firstTradeDateMilliseconds,shortName,longName,trailingPegRatio
Karlavägen 60,Stockholm,114 49,Sweden,46 8 55 59 32 00,https://greaterthan.eu,Software - Application,software-application,Software - Application,Technology,technology,Technology,"Greater Than AB operates as a driving data analytics company that uses artificial intelligence (AI) to convert GPS data into driver scores that predict crash probability and climate impact. The company serves insurance companies, underwriters, fleet solution providers, mobility providers, and other owners of GPS data to optimize driver risk management, achieve insurance profitability, manage sustainability and ESG reporting, and monetize GPS data. The company was founded in 2004 and is headquartered in Stockholm, Sweden.",20,"[{'maxAge': 1, 'name': 'Ms. Liselott  Johansson', 'age': 49, 'title': 'Chief Executive Officer', 'yearBorn': 1975, 'fiscalYear': 2024, 'totalPay': 2171000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Sten  Forseke', 'age': 65, 'title': 'Founder & Director', 'yearBorn': 1959, 'fiscalYear': 2024, 'totalPay': 120000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Anders  Lindelöf', 'age': 52, 'title': 'Co-Founder & CTO', 'yearBorn': 1972, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Johanna  Forseke', 'age': 34, 'title': 'Chief Business Officer & Deputy CEO', 'yearBorn': 1990, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Lars  Jatko', 'age': 48, 'title': 'Head of Product Development', 'yearBorn': 1976, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jim  Noble', 'title': 'Global Director of Fleets & Head of US Operations', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,15.5,15.0,15.0,15.2,15.5,15.0,15.0,15.2,0.0,0.412,6.7256637,750,750,1302,1002,1002,14.5,15.0,0,0,248076160,15.0,62.8,6.547964,21.674,29.624,0.0,0.0,SEK,False,241372000,-0.44024,2777908,13674200,0.61169,0.18946,16320800,2.92,5.205479,1735603200,1767139200,1743379200,-16679000,-0.93,2.26,6.371,-20.343,-0.7033334,0.10611236,EQUITY,15.2,none,21251000,1.554,-11865000,6916000,1.535,1.6,37886000,17.32,2.879,-0.11598,-0.45986998,12664000,-15855125,-31326000,-0.76,0.33426997,-0.31318,-3.95869,SEK,GREAT.ST,en-US,US,Equity,Delayed Quote,True,HIGH,-1.9354852,15.2,False,CLOSED,[],1752834196,STO,finmb_262451757,Europe/Stockholm,CEST,7200000,se_market,False,-0.3000002,15.0 - 15.2,Stockholm,1302,0.19999981,0.013333321,15.0 - 62.8,-47.6,-0.75796175,-70.333336,1755687540,1755687540,1755687540,False,-0.93,2.26,-6.474,-0.2986989,-14.424001,-0.48690253,15,0,False,1402556400000,Greater Than AB,Greater Than AB,
