address1,address2,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,longName,marketState,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,corporateActions,regularMarketTime,hasPrePostMarketData,firstTradeDateMilliseconds,cryptoTradeable,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
Livdjursgatan 4,Johanneshov,Stockholm,12162,Sweden,https://www.mti-investment.com,Asset Management,asset-management,Asset Management,Financial Services,financial-services,Financial Services,"MTI Investment AB (publ) is principal firm specializing in high-growth small and medium-sized firms. The firm seeks to invests in Eastern Africa. The firm will not engage in the production of tobacco or alcohol, or gambling and casino businesses. The firm typical invests in Eastern Africa. It invests initial investment minimum $1 million turnover, and with long-term growth prospects of at least 15% growth per year (target growth rate of +30%). The firm invests in SMEs that can become a national or regional champion with sales at least $10 million. MTI Investment AB (publ) was founded in 2014 and based in Stockholm, Sweden.",17,"[{'maxAge': 1, 'name': 'Mr. Anton  Dahlberg', 'age': 31, 'title': 'Chief Executive Officer', 'yearBorn': 1993, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Pontus  Engstrom Ph.D.', 'age': 53, 'title': 'Co-Founder & Senior Advisor', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Prof. Trond  Randoy', 'age': 62, 'title': 'Co-Founder & Board Member', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Prof. Neema Munisi Mori Ph.D.', 'age': 46, 'title': 'Co-Founder & Senior Advisor', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Lincoln  Njiru', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Manvi  Mathur', 'age': 48, 'title': 'Manager of Finance & Operations and Group controller', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Nedim  Efendic', 'age': 46, 'title': 'Head of Incubation & Acceleration', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Torbjorn  Jacobsson', 'age': 54, 'title': 'Chief Governance & Risk Officer', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Fredrik  Gottlieb', 'title': 'Senior Advisor', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,1.38,1.38,1.34,1.38,1.38,1.38,1.34,1.38,0.0,0.501,2344,2344,9249,14054,14054,0.915,1.36,22333244,0.482,1.94,139.38068,1.1505,1.0495,0.0,0.0,SEK,False,17743344,0.0,9614636,16666600,0.25156,0.0625,20161200,0.041,32.682926,1735603200,1767139200,1735603200,-1285475,-1.02,110.735,-26.072,-0.050955415,0.10611236,EQUITY,1.34,none,676656,0.041,-680553,0,0.903,0.922,160232,0.011,-0.14754,-1.16417,129858,-187548,-374055,-0.418,0.81044,0.0,-2.39204,EUR,MTI.ST,en-US,US,Equity,Delayed Quote,True,HIGH,MTI Investment AB,MTI Investment AB (publ),CLOSED,-0.03999996,1.34 - 1.38,Stockholm,9249,0.85800004,1.7800831,0.482 - 1.94,-0.6,-0.30927834,-5.0955415,-1.02,0.18949997,0.16471097,0.29050004,0.27679852,15,0,[],1752829201,False,1640073600000,False,STO,finmb_1683168400,Europe/Stockholm,CEST,7200000,se_market,False,-2.898548,1.34,
