address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,longName,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,cryptoTradeable,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,hasPrePostMarketData,firstTradeDateMilliseconds,marketState,corporateActions,regularMarketTime,trailingPegRatio
Kungsgatan 47A,Uppsala,753 21,Sweden,46 10 470 53 65,https://sbsstudent.se,Residential Construction,residential-construction,Residential Construction,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Studentbostäder i Norden AB (publ) owns, develops, and manages student housing properties in long term partnerships with municipalities, regions, and universities in Sweden. The company provides student accommodation, and fully digitized rental management services. Studentbostäder i Norden AB (publ) was incorporated in 2006 and is headquartered in Uppsala, Sweden.",47,"[{'maxAge': 1, 'name': 'Ms. Rebecka  Eidenert', 'age': 40, 'title': 'Chief Executive Officer', 'yearBorn': 1984, 'fiscalYear': 2024, 'totalPay': 3760000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. David  Juhlin', 'title': 'Chief Financial Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Samira  Mchaiter', 'title': 'Head of Administration', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Victoria  Lenander', 'age': 51, 'title': 'Sales & Marketing Manager', 'yearBorn': 1973, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Magnus  Jagre', 'title': 'Sustainability & Innovation Manager', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Sebastian  Schonstrom', 'title': 'Head of Finance & Transactions', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. .  Joakim', 'title': 'Controller', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,4,1.5,1.505,1.465,1.505,1.5,1.505,1.465,1.505,1507507200,0.0,1.156,4.4117646,5.0,112779,112779,374559,135216,135216,1.48,1.5,1040704512,1.135,1.98,2.2654498,1.4341,1.4296865,0.0,0.0,SEK,False,6482491904,0.43543997,198641501,693803008,0.6327,0.08877,698459008,3.462,0.43327558,1735603200,1767139200,1743379200,200031008,0.34,0.3,1:100,1615852800,14.111,22.539,0.16666663,0.10611236,149.40309,1507507200,EQUITY,1.5,none,17608000,0.03,287617984,5627064832,0.07,0.089,459380992,259.964,0.795,0.0223,0.09573,288188000,-96002376,27383000,0.101,0.62734,0.6261,0.59568,SEK,STUDBO.ST,en-US,US,Equity,Delayed Quote,True,HIGH,Studentbostäder i Norden AB,Studentbostäder i Norden AB (publ),STO,finmb_628724342,Europe/Stockholm,CEST,7200000,se_market,False,0.0,1.5,False,0.0,1.465 - 1.505,Stockholm,374559,0.365,0.32158592,1.135 - 1.98,-0.48000002,-0.24242425,16.666662,1721300340,1721300340,False,0.34,0.3,0.06589997,0.04595214,0.07031345,0.04918103,15,0,False,1434092400000,CLOSED,[],1752850108,
