address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,shortName,longName,cryptoTradeable,trailingPegRatio
Fruebjergvej 3,Copenhagen,2100,Denmark,45 22 11 53 99,https://www.2curex.com,Biotechnology,biotechnology,Biotechnology,Healthcare,healthcare,Healthcare,"2cureX AB (publ) operates as a medtech company in Europe. The company's principal product is IndiTreat, an IVD test, which helps to predict cancer patient's response and resistance to different drugs and select the appropriate treatment. It is also conducting various clinical programs for IndiTreat for colorectal, ovarian, and pancreatic cancers. The company was incorporated in 2006 and is based in Copenhagen, Denmark.",14,"[{'maxAge': 1, 'name': 'Mr. Ole  Thastrup VD', 'age': 71, 'title': 'Co-Founder & Chairman', 'yearBorn': 1953, 'fiscalYear': 2023, 'totalPay': 300000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Nathaniel  Hutley', 'title': 'Interim CEO & Director', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Grith  Hagel', 'age': 65, 'title': 'Co-Founder, VP of Innovation & Director', 'yearBorn': 1959, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Kenneth Graabek Johansen', 'age': 48, 'title': 'Chief Financial Officer', 'yearBorn': 1976, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jacob  Thastrup', 'age': 45, 'title': 'Chief Technology Officer', 'yearBorn': 1979, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Manuel  Fernandez', 'title': 'Director Quality & Regulatory Affairs', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",1703980800,[],86400,4,3.58,3.5,3.41,3.55,3.58,3.5,3.41,3.55,0.0,1.53,90740,90740,472137,289287,289287,3.41,3.47,0,0,91123472,0.33,5.52,46.115116,3.0675,1.115205,0.0,0.0,SEK,False,51968128,0.0,12322041,25102900,0.41307,0.024319999,26412600,0.158,21.835442,1703980800,1735603200,1719705600,-26346000,-0.18,26.3,-1.816,4.4242425,0.10611236,EQUITY,3.45,none,3129000,0.178,-28617000,0,1.51,1.511,1976000,0.112,-0.97986,-1.7478399,-7631000,-17970876,-22592000,-0.631,0.0,0.0,-19.244,SEK,2CUREX.ST,en-US,US,Equity,Delayed Quote,True,HIGH,False,1511510400000,-0.12999988,3.41 - 3.55,Stockholm,472137,3.1200001,9.454545,0.33 - 5.52,-2.07,-0.375,442.42426,[],1752506202,STO,finmb_32751541,Europe/Stockholm,CEST,7200000,se_market,False,-3.6312814,3.45,PREPRE,1755773940,1755773940,1755773940,False,-0.18,0.38249993,0.12469435,2.334795,2.0936015,15,0,2cureX AB,2cureX AB (publ),False,
