address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,longName,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,trailingPegRatio
Sturegatan 38,Box 55625,Stockholm,102 14,Sweden,46 84 02 34 60,https://fastpartner.se,Real Estate - Diversified,real-estate-diversified,Real Estate - Diversified,Real Estate,real-estate,Real Estate,"FastPartner AB (publ), a real estate company, owns, develops, and manages residential and commercial properties in Sweden. It offers its properties to technology service and industrial companies, including young entrepreneurs with startups, as well as a range of social services comprising care homes, schools, government and local administrations, and healthcare providers. The company was incorporated in 1984 and is headquartered in Stockholm, Sweden. FastPartner AB (publ) is a subsidiary of Compactor Fastigheter AB.",81,"[{'maxAge': 1, 'name': 'Mr. Sven-Olof  Johansson', 'age': 79, 'title': 'Founder, CEO, President & Director', 'yearBorn': 1945, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Daniel  Gerlach', 'age': 48, 'title': 'Finance Manager', 'yearBorn': 1976, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Christopher  Johansson', 'age': 47, 'title': 'VP & Marketing Manager', 'yearBorn': 1977, 'fiscalYear': 2024, 'totalPay': 75000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Sara  Sigge', 'age': 44, 'title': 'HR Director & Communications', 'yearBorn': 1980, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Svante  Hedström', 'age': 63, 'title': 'Sustainability & Project Manager', 'yearBorn': 1961, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ingela  Brimberg', 'title': 'Controller', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,51.3,51.8,50.7,51.8,51.3,51.8,50.7,51.8,1.1,1.9,1761782400,0.3559,2.22,1.978,28.863636,15.727554,28854,28854,129271,78146,78146,50.7,51.0,10533531648,45.105,85.5,4.615516,55.2648,61.007923,1.1,0.021442495,SEK,False,28679174144,0.2569,49397277,181900000,0.74306,0.17972,207352992,76.796,0.6614928,1735603200,1767139200,1743379200,-0.303,586300032,1.76,3.23,3:1,1527465600,12.566,18.495,-0.24324322,0.10611236,0.55,1761782400,EQUITY,50.8,52.0,52.0,52.0,52.0,none,1,153500000,0.781,1550674944,17451900928,0.103,0.103,2282200064,115.614,11.557,0.026659999,0.0392,1596600064,418449984,653800000,-0.302,-0.013,0.69958997,0.67946,0.63202,SEK,FPAR-A.ST,en-US,US,Equity,Delayed Quote,True,HIGH,Fastpartner AB ser. A,FastPartner AB (publ),CLOSED,[],1752852584,STO,finmb_9220802,Europe/Stockholm,CEST,7200000,se_market,False,-0.97465885,50.8,-0.5,50.7 - 51.8,Stockholm,129271,5.6949997,0.12626094,45.105 - 85.5,-34.7,-0.40584797,-24.324322,1751556600,1751556600,1751556600,False,1.76,3.23,-4.464802,-0.080789246,-10.207924,-0.16732128,15,0,False,False,946886400000,
